"feature","id","fc","pval","qval"
"gene","MSTRG.472",0.800206216835354,0.000778039213766957,0.0616532621664307
"gene","MSTRG.4083",1.40440282507965,0.000779787075098959,0.0616532621664307
"gene","MSTRG.16719",0.000111201411904779,0.000780110148110635,0.0616532621664307
"gene","MSTRG.5450",0.0311231157083496,0.000785351412048496,0.0616532621664307
"gene","MSTRG.16191",0.118961377028236,0.000789320078460332,0.0616532621664307
"gene","MSTRG.5492",4.06640605755862,0.000789711238282642,0.0616532621664307
"gene","MSTRG.6409",0.172002301483538,0.000796128764627091,0.0616532621664307
"gene","MSTRG.3724",2.65228361062256,0.000799107018034428,0.0616532621664307
"gene","MSTRG.16636",2.92409814355721,0.000813780169708345,0.0616532621664307
"gene","MSTRG.13836",0.171604254535413,0.000815011530899801,0.0616532621664307
"gene","MSTRG.14950",0.273429104355769,0.000816682816114911,0.0616532621664307
"gene","MSTRG.16440",2.27424088294195,0.000821901599195485,0.0616532621664307
"gene","MSTRG.5461",0.218278108874678,0.000824478365618164,0.0616532621664307
"gene","MSTRG.15322",0.0870103983015045,0.000824542177920717,0.0616532621664307
"gene","MSTRG.20167",0.333408729222456,0.000828092130197522,0.0616532621664307
"gene","MSTRG.16681",0.900323143356893,0.000838406964628335,0.0616532621664307
"gene","MSTRG.6047",1.92382621750049,0.00085915050730645,0.0616532621664307
"gene","MSTRG.1923",7.51303988306379,0.00087390660743647,0.0616532621664307
"gene","MSTRG.19831",0.0191745418483442,0.000897380946315529,0.0616532621664307
"gene","MSTRG.19365",0.0153247337139311,0.000901561960238495,0.0616532621664307
"gene","MSTRG.22415",0.602135518721493,0.000921608959872366,0.0616532621664307
"gene","MSTRG.13016",0.718620286739524,0.000927111635808608,0.0616532621664307
"gene","MSTRG.16971",0.0423441589994136,0.000935085765985111,0.0616532621664307
"gene","MSTRG.21852",0.195430218311228,0.00093682226448677,0.0616532621664307
"gene","MSTRG.3646",6.23224565456969,0.00093881640714566,0.0616532621664307
"gene","MSTRG.15550",0.803864692066979,0.000951131679015393,0.0616532621664307
"gene","MSTRG.23238",0.529927540033569,0.00095410497609838,0.0616532621664307
"gene","MSTRG.2119",2.09060077511302,0.000958421577793467,0.0616532621664307
"gene","MSTRG.17045",0.0151591936727957,0.000960998687922654,0.0616532621664307
"gene","MSTRG.15839",0.0681186656059115,0.000965019259075772,0.0616532621664307
"gene","MSTRG.15200",5.27401385140573,0.000987454911479224,0.0616532621664307
"gene","MSTRG.16135",0.0136804232419779,0.00098802719865998,0.0616532621664307
"gene","MSTRG.4262",3.89485950450265,0.000994683331288715,0.0616532621664307
"gene","MSTRG.4308",0.0997659909826199,0.000996483153559269,0.0616532621664307
"gene","Galnt3",2.21393137364151,0.00100016833068539,0.0616532621664307
"gene","MSTRG.15481",0.0128924756016776,0.00100139544317623,0.0616532621664307
"gene","MSTRG.3838",0.00304840633737501,0.00100198603681356,0.0616532621664307
"gene","MSTRG.9582",0.0601692859134794,0.00100326937638151,0.0616532621664307
"gene","MSTRG.10599",0.588459170048005,0.00101898249098742,0.0616532621664307
"gene","MSTRG.16396",0.0422605885291502,0.00103089448394023,0.0616532621664307
"gene","MSTRG.12650",1.37120287466988,0.00103657251294864,0.0616532621664307
"gene","MSTRG.14194",0.0180940672836241,0.00106880717526592,0.0616532621664307
"gene","MSTRG.16813",0.0668546316404326,0.00109166334726019,0.0616532621664307
"gene","MSTRG.22550",0.356476457895138,0.00110241221974783,0.0616532621664307
"gene","MSTRG.3595",0.48702754791207,0.00110342926294371,0.0616532621664307
"gene","MSTRG.16140",2.09633858713729,0.00110449255083223,0.0616532621664307
"gene","MSTRG.11155",4.62041228658516,0.00111600325547467,0.0616532621664307
"gene","MSTRG.7214",0.0375613706206127,0.00111771802205696,0.0616532621664307
"gene","MSTRG.4556",0.0954782664791253,0.0011254069043749,0.0616532621664307
"gene","MSTRG.20615",0.185697616388638,0.00113369830154897,0.0616532621664307
"gene","MSTRG.7907",1.36366990150753,0.00113428573947727,0.0616532621664307
"gene","MSTRG.5896",0.0292750319153004,0.00113842732690361,0.0616532621664307
"gene","MSTRG.12925",0.125989097772332,0.00115572155336574,0.0616532621664307
"gene","MSTRG.18594",0.132321601460876,0.00115816142238123,0.0616532621664307
"gene","MSTRG.21332",0.0384003210292413,0.00115912948220709,0.0616532621664307
"gene","MSTRG.21727",29.6250339169555,0.00116834345436279,0.0616532621664307
"gene","MSTRG.21711",0.471542841496079,0.00117690889556399,0.0616532621664307
"gene","MSTRG.19271",2.40689298431436,0.00118550606360557,0.0616532621664307
"gene","MSTRG.10040",0.737450704643419,0.00119727502942402,0.0616532621664307
"gene","MSTRG.10277",0.704169996225794,0.00119727502942402,0.0616532621664307
"gene","MSTRG.10893",0.405105062159226,0.00119727502942402,0.0616532621664307
"gene","MSTRG.11209",0.0125649181490352,0.00119727502942402,0.0616532621664307
"gene","MSTRG.1122",0.00787036656196187,0.00119727502942402,0.0616532621664307
"gene","MSTRG.1126",0.178781092216942,0.00119727502942402,0.0616532621664307
"gene","MSTRG.11804",0.614416952055962,0.00119727502942402,0.0616532621664307
"gene","MSTRG.12121",0.185269609574742,0.00119727502942402,0.0616532621664307
"gene","MSTRG.12130",0.0607294934523545,0.00119727502942402,0.0616532621664307
"gene","MSTRG.12267",0.218360770965117,0.00119727502942402,0.0616532621664307
"gene","MSTRG.12413",0.494782971780179,0.00119727502942402,0.0616532621664307
"gene","MSTRG.1276",0.756011152963289,0.00119727502942402,0.0616532621664307
"gene","MSTRG.12985",0.672791395882721,0.00119727502942402,0.0616532621664307
"gene","MSTRG.1375",0.614168436446868,0.00119727502942402,0.0616532621664307
"gene","MSTRG.1393",0.0296063970213517,0.00119727502942402,0.0616532621664307
"gene","MSTRG.14891",0.749430288261998,0.00119727502942402,0.0616532621664307
"gene","MSTRG.16143",0.742399396674746,0.00119727502942402,0.0616532621664307
"gene","MSTRG.16184",0.534362639816462,0.00119727502942402,0.0616532621664307
"gene","MSTRG.16192",0.347288657549688,0.00119727502942402,0.0616532621664307
"gene","MSTRG.16266",0.311925625136956,0.00119727502942402,0.0616532621664307
"gene","MSTRG.16412",0.0577189814408564,0.00119727502942402,0.0616532621664307
"gene","MSTRG.16864",0.0292583469420143,0.00119727502942402,0.0616532621664307
"gene","MSTRG.16865",0.459983536005326,0.00119727502942402,0.0616532621664307
"gene","MSTRG.16975",0.500252438890187,0.00119727502942402,0.0616532621664307
"gene","MSTRG.16976",0.601886984708366,0.00119727502942402,0.0616532621664307
"gene","MSTRG.16977",0.347913776686413,0.00119727502942402,0.0616532621664307
"gene","MSTRG.16978",0.00966783971609773,0.00119727502942402,0.0616532621664307
"gene","MSTRG.170",0.485248949622389,0.00119727502942402,0.0616532621664307
"gene","MSTRG.17044",0.137879070407678,0.00119727502942402,0.0616532621664307
"gene","MSTRG.18869",0.0532659225546125,0.00119727502942402,0.0616532621664307
"gene","MSTRG.18895",0.098304083196102,0.00119727502942402,0.0616532621664307
"gene","MSTRG.19598",0.227037317273165,0.00119727502942402,0.0616532621664307
"gene","MSTRG.19610",0.427227211008192,0.00119727502942402,0.0616532621664307
"gene","MSTRG.19954",0.89716501531552,0.00119727502942402,0.0616532621664307
"gene","MSTRG.20062",0.0685817448955859,0.00119727502942402,0.0616532621664307
"gene","MSTRG.20308",0.0996435733626438,0.00119727502942402,0.0616532621664307
"gene","MSTRG.20846",0.326587841143563,0.00119727502942402,0.0616532621664307
"gene","MSTRG.21785",0.122831972038756,0.00119727502942402,0.0616532621664307
"gene","MSTRG.23219",0.866574311144833,0.00119727502942402,0.0616532621664307
"gene","MSTRG.23337",0.542532916549024,0.00119727502942402,0.0616532621664307
"gene","MSTRG.23468",0.249736804468758,0.00119727502942402,0.0616532621664307
"gene","MSTRG.2593",0.507224127523101,0.00119727502942402,0.0616532621664307
"gene","MSTRG.2688",0.857186732858289,0.00119727502942402,0.0616532621664307
"gene","MSTRG.3594",0.166957913200113,0.00119727502942402,0.0616532621664307
"gene","MSTRG.4672",0.135469065764834,0.00119727502942402,0.0616532621664307
"gene","MSTRG.5188",0.616211312036314,0.00119727502942402,0.0616532621664307
"gene","MSTRG.555",0.404540504577637,0.00119727502942402,0.0616532621664307
"gene","MSTRG.578",0.290162730588538,0.00119727502942402,0.0616532621664307
"gene","MSTRG.6147",0.484195567694349,0.00119727502942402,0.0616532621664307
"gene","MSTRG.6249",0.006963720534446,0.00119727502942402,0.0616532621664307
"gene","MSTRG.6345",0.382710961222408,0.00119727502942402,0.0616532621664307
"gene","MSTRG.7078",0.473408096092203,0.00119727502942402,0.0616532621664307
"gene","MSTRG.8438",0.360807844813072,0.00119727502942402,0.0616532621664307
"gene","MSTRG.8743",0.177031723449884,0.00119727502942402,0.0616532621664307
"gene","MSTRG.8849",0.49191187658496,0.00119727502942402,0.0616532621664307
"gene","MSTRG.9111",0.027531300841397,0.00119727502942402,0.0616532621664307
"gene","MSTRG.9313",0.600171311110506,0.00119727502942402,0.0616532621664307
"gene","MSTRG.9486",0.0251522121424948,0.00119727502942402,0.0616532621664307
"gene","MSTRG.11223",0.0212377909115526,0.00119765416885231,0.0616532621664307
"gene","MSTRG.15938",0.0255148298248525,0.00119870935224109,0.0616532621664307
"gene","MSTRG.8822",0.0719485199690677,0.00120317320923813,0.0616532621664307
"gene","MSTRG.16985",0.0644670716840274,0.00120334584060611,0.0616532621664307
"gene","MSTRG.14668",0.257756351266313,0.00120669469960233,0.0616532621664307
"gene","MSTRG.13529",15.8846610491459,0.00120727951205102,0.0616532621664307
"gene","MSTRG.7402",0.314778419967096,0.0012076527070235,0.0616532621664307
"gene","MSTRG.10466",1.94003738410371,0.00121074320763337,0.0616532621664307
"gene","MSTRG.17100",0.0789334894764544,0.0012121912019365,0.0616532621664307
"gene","MSTRG.5964",0.106632378434615,0.00123745579607193,0.0616532621664307
"gene","MSTRG.3213",0.296750296787525,0.0012517650278453,0.0616532621664307
"gene","MSTRG.16377",0.0841448155520779,0.00125340230503457,0.0616532621664307
"gene","MSTRG.13084",14.0351068783183,0.00125607213537127,0.0616532621664307
"gene","MSTRG.6297",0.339348976017453,0.00126106695341488,0.0616532621664307
"gene","MSTRG.99",10.5078112088767,0.00126910034500927,0.0616532621664307
"gene","MSTRG.18730",2.01331785454018,0.00126919093234434,0.0616532621664307
"gene","MSTRG.21367",0.238468672964605,0.00127769067710015,0.0616532621664307
"gene","MSTRG.16987",0.0535818803716041,0.00129129590260502,0.0616532621664307
"gene","MSTRG.10592",6.5972473682025,0.00130411588730772,0.0616532621664307
"gene","MSTRG.2360",7.02437576025715,0.00132911100555066,0.0616532621664307
"gene","MSTRG.8731",0.215894316110431,0.00133206964749233,0.0616532621664307
"gene","MSTRG.21869",0.146327207869201,0.00133867257745557,0.0616532621664307
"gene","MSTRG.19733",0.0152899553366879,0.00135091810873922,0.0616532621664307
"gene","MSTRG.12144",0.0545414389134075,0.00136122103970115,0.0616532621664307
"gene","MSTRG.3673",0.376410424616451,0.00136464020259397,0.0616532621664307
"gene","MSTRG.6365",3.48235472901536,0.00137228892600016,0.0616532621664307
"gene","MSTRG.20040",0.154558047136424,0.00137309726978119,0.0616532621664307
"gene","MSTRG.18319",5.63552612295652,0.0013746592027245,0.0616532621664307
"gene","MSTRG.21542",0.4659870500923,0.00138002796317394,0.0616532621664307
"gene","MSTRG.17649",0.141091247981619,0.0013847212409861,0.0616532621664307
"gene","MSTRG.7075",0.00765136882756746,0.00138549928452569,0.0616532621664307
"gene","MSTRG.9505",0.432130315204659,0.00139931065949295,0.0616532621664307
"gene","MSTRG.965",0.170952059074072,0.00141468140755152,0.0616532621664307
"gene","MSTRG.7520",0.063147554917731,0.00141584575202014,0.0616532621664307
"gene","MSTRG.3436",2.33184535047635,0.00142118586716777,0.0616532621664307
"gene","MSTRG.3101",1.94868844151922,0.00142350097010779,0.0616532621664307
"gene","MSTRG.18938",0.0144727581514485,0.00143008453005122,0.0616532621664307
"gene","MSTRG.23054",27.6131316452213,0.00143688903654504,0.0616532621664307
"gene","MSTRG.14177",1.26148224239342,0.00144786455584034,0.0616532621664307
"gene","MSTRG.9282",0.213448983604789,0.00145056975509084,0.0616532621664307
"gene","MSTRG.18722",2.9009221735959,0.00146144893003375,0.0616532621664307
"gene","MSTRG.11894",0.170208860224102,0.00146944167169227,0.0616532621664307
"gene","MSTRG.5421",0.373333364861497,0.00147024351207348,0.0616532621664307
"gene","MSTRG.8131",0.185430423835575,0.00147094484277532,0.0616532621664307
"gene","MSTRG.22339",0.0163263184968862,0.00147099496478642,0.0616532621664307
"gene","MSTRG.3597",1.22651304958038,0.00148716636761026,0.0616532621664307
"gene","MSTRG.7243",11.1924528754096,0.00149219718101012,0.0616532621664307
"gene","MSTRG.12325",17.2506315969073,0.00149278025534239,0.0616532621664307
"gene","MSTRG.19787",0.26716885063602,0.00149614518595986,0.0616532621664307
"gene","MSTRG.22505",0.379383778616679,0.00149709011555332,0.0616532621664307
"gene","MSTRG.21002",0.0590248123938995,0.00150575797562591,0.0616532621664307
"gene","MSTRG.19349",0.0590696433084362,0.00150721923830566,0.0616532621664307
"gene","MSTRG.1672",0.122659680923351,0.00150916120840772,0.0616532621664307
"gene","MSTRG.3403",5.85418416947842,0.00152003560917002,0.0616532621664307
"gene","MSTRG.12730",0.0223315703675763,0.00152098563502556,0.0616532621664307
"gene","MSTRG.8811",0.00655124323289343,0.00152889300686909,0.0616532621664307
"gene","MSTRG.3513",0.165437965594888,0.00153867502775173,0.0616532621664307
"gene","MSTRG.22572",0.39590280096281,0.00154439422322783,0.0616532621664307
"gene","MSTRG.13026",66.0941309644908,0.0015456898570374,0.0616532621664307
"gene","MSTRG.6639",2.14048719620689,0.00155464965246011,0.0616532621664307
"gene","MSTRG.17152",0.0223751731614897,0.00155533156835475,0.0616532621664307
"gene","MSTRG.13455",0.0354677630471944,0.00155892980138084,0.0616532621664307
"gene","MSTRG.12732",29.2319430847332,0.00155913498573712,0.0616532621664307
"gene","MSTRG.15461",0.163472957047151,0.00156940628636015,0.0616532621664307
"gene","MSTRG.19615",0.40734587370804,0.00157850528801418,0.0616532621664307
"gene","MSTRG.335",0.00282702003458113,0.00158209843182089,0.0616532621664307
"gene","MSTRG.19744",0.0107215795094674,0.00158543532858668,0.0616532621664307
"gene","MSTRG.12813",0.262645439042523,0.00159973587286677,0.0616532621664307
"gene","MSTRG.8616",0.104909799761149,0.00160802808060101,0.0616532621664307
"gene","MSTRG.18558",2.70322434514888,0.0016089965295164,0.0616532621664307
"gene","MSTRG.19471",2.07114815009452,0.00161200701408959,0.0616532621664307
"gene","MSTRG.12119",0.280265614179616,0.0016180567558346,0.0616532621664307
"gene","MSTRG.5176",0.0228050348267605,0.00162402939164319,0.0616532621664307
"gene","MSTRG.2421",0.245459615532199,0.00162646985399428,0.0616532621664307
"gene","MSTRG.18781",0.0156278655024365,0.00163108628970043,0.0616532621664307
"gene","Tuba3b",5.00155406508899,0.00163246592709143,0.0616532621664307
"gene","MSTRG.1094",0.198036450362871,0.00166455416296973,0.0616532621664307
"gene","MSTRG.18570",0.174438969544656,0.00166840500360121,0.0616532621664307
"gene","MSTRG.7589",2.27130189233777,0.00167741085766859,0.0616532621664307
"gene","MSTRG.7081",4.91039369524808,0.00167844368911418,0.0616532621664307
"gene","MSTRG.21515",1.32108443710188,0.00168936513746909,0.0616532621664307
"gene","MSTRG.6687",0.123852265820944,0.00169524243028141,0.0616532621664307
"gene","MSTRG.12508",0.0620253405131221,0.00170131223690551,0.0616532621664307
"gene","MSTRG.12424",11.2028234031838,0.0017081688055085,0.0616532621664307
"gene","MSTRG.19884",0.318233097598459,0.00170905871385374,0.0616532621664307
"gene","MSTRG.5851",0.901877724851026,0.00171431396248711,0.0616532621664307
"gene","MSTRG.13626",0.451018583658566,0.00172595831671296,0.0616532621664307
"gene","MSTRG.14236",3.72569467312204,0.00172657988234404,0.0616532621664307
"gene","MSTRG.2359",0.00716105513773252,0.00173162278132843,0.0616532621664307
"gene","MSTRG.13308",5.47717233726569,0.00173336852775519,0.0616532621664307
"gene","MSTRG.670",0.449634789755469,0.00173411785103805,0.0616532621664307
"gene","MSTRG.14341",0.0466819350383503,0.00173783258913951,0.0616532621664307
"gene","MSTRG.16866",0.00726297387285657,0.00174536187804897,0.0616532621664307
"gene","MSTRG.9869",0.00131008095599161,0.00175262894756878,0.0616532621664307
"gene","MSTRG.12129",0.0454592313591393,0.00175968983562913,0.0616532621664307
"gene","MSTRG.1423",1.96491634247252,0.00176830558078556,0.0616532621664307
"gene","MSTRG.20010",0.122763747461728,0.00177974190475028,0.0616532621664307
"gene","MSTRG.9007",0.0808862193457948,0.00178436389673098,0.0616532621664307
"gene","MSTRG.11944",0.254364194248586,0.00179772879614182,0.0616532621664307
"gene","MSTRG.6002",0.355590198793038,0.00181635485814802,0.0616532621664307
"gene","MSTRG.12968",1.93553760358649,0.00181727940717791,0.0616532621664307
"gene","MSTRG.17760",14.8579652771519,0.00181761822462534,0.0616532621664307
"gene","MSTRG.19468",0.0760266176971253,0.00181774235248744,0.0616532621664307
"gene","MSTRG.177",0.397517795408731,0.00183287815621758,0.0616532621664307
"gene","MSTRG.21450",0.0949932859357094,0.00184809144058629,0.0616532621664307
"gene","MSTRG.19132",0.125729838770967,0.00185389976019112,0.0616532621664307
"gene","MSTRG.15995",1.10957313397048,0.00186023146872549,0.0616532621664307
"gene","MSTRG.21795",0.140918357534644,0.00186034332391727,0.0616532621664307
"gene","MSTRG.6645",0.0013485869587467,0.00186471548923883,0.0616532621664307
"gene","MSTRG.20676",0.369896941402492,0.00189146523284556,0.0616532621664307
"gene","MSTRG.15058",0.121214124052105,0.00189283166292908,0.0616532621664307
"gene","MSTRG.9424",0.162302773689073,0.00189404393476189,0.0616532621664307
"gene","MSTRG.2735",0.025349128412676,0.00189459446304119,0.0616532621664307
"gene","MSTRG.22000",0.328019413784412,0.00190063485687098,0.0616532621664307
"gene","MSTRG.6437",0.214915376232526,0.00191340583396182,0.0616532621664307
"gene","MSTRG.14109",1.93026861481799,0.00191505266264824,0.0616532621664307
"gene","MSTRG.12035",69.325951247073,0.00192055568584337,0.0616532621664307
"gene","MSTRG.5808",7.3079022897039,0.00192257862130185,0.0616532621664307
"gene","MSTRG.12118",0.530382671648073,0.0019303550620271,0.0616532621664307
