"","ensembl_transcript_id","symbol","logFC","unshrunk_logFC","logCPM","PValue","FDR"
"5736","ENSRNOT00000024196","Gpld1",-3.64241724010707,7.38185606914773,806.920354718492,1.87973737523123e-07,0.000106564494570282
"3684","ENSRNOT00000015961","Faah",-4.08229379621245,4.69800273064784,800.480798547827,1.92367927093516e-07,0.000106564494570282
"9542","ENSRNOT00000055723","F1M891_RAT",-2.92916890131109,6.31425411287218,800.086092671811,1.92641737531019e-07,0.000106564494570282
"835","ENSRNOT00000003633","Abat",-3.98581762994509,6.5058399532128,796.212554306473,1.95356857383343e-07,0.000106564494570282
"10887","ENSRNOT00000068043","LOC100360095",-10.0108563786763,8.41984723466081,791.608568690248,1.98651326972974e-07,0.000106564494570282
"5933","ENSRNOT00000024947","Tubb6",3.84852249069427,6.04951496536037,779.997526168835,2.07298424445033e-07,0.000106564494570282
"495","ENSRNOT00000001990","LOC100364896",5.29060850899178,4.71484764773311,753.8205974088,2.28738144393116e-07,0.000106564494570282
"2124","ENSRNOT00000009462","Adhfe1",-5.85830939611725,6.45401566722073,748.167511877109,2.33755906486009e-07,0.000106564494570282
"5851","ENSRNOT00000024622","D3ZGK7_RAT",-4.0790881135762,10.2949093768827,747.284561130553,2.34552952086655e-07,0.000106564494570282
"9047","ENSRNOT00000048543","Sez6",-7.78949324521346,6.56717254442217,747.159237423112,2.34666378645111e-07,0.000106564494570282
"3262","ENSRNOT00000014235","Acsl1",-3.91994827975497,10.4767651555119,736.529170935334,2.44562055970665e-07,0.000106564494570282
"7364","ENSRNOT00000032108","Tmem195",-3.34147126352198,7.51010557680456,733.601914914862,2.4738534997072e-07,0.000106564494570282
"1819","ENSRNOT00000007947","F1LSF2_RAT",-3.07837554265993,4.83746638253362,695.001521004803,2.89082041372061e-07,0.000118299598380482
"4571","ENSRNOT00000019554","Anxa5",3.41089880720037,7.18002162508055,684.396384130013,3.02176377967583e-07,0.000120642076364668
"9017","ENSRNOT00000048302","Clpx",-3.29540278439068,7.85509686661216,670.763266772134,3.20208300544604e-07,0.000122182407724807
"1282","ENSRNOT00000005561","D3ZES5_RAT",-3.78670545235797,5.26850603440857,657.548824712606,3.3909472077188e-07,0.000122182407724807
"8366","ENSRNOT00000041527","Tmem86b",-3.32334723125477,6.93233527454643,651.361801694782,3.48453588931209e-07,0.000122182407724807
"8818","ENSRNOT00000046169","Apoc1",-5.57341357454844,9.52912445702337,647.868766924323,3.53891180876855e-07,0.000122182407724807
"8896","ENSRNOT00000046951","Ghr",-3.47822565236497,7.312264554908,646.094402989671,3.56697069370553e-07,0.000122182407724807
"6674","ENSRNOT00000027700","KPYR_RAT",-5.77568671889565,6.68220167673666,631.229019192238,3.81422773721507e-07,0.000122182407724807
"4226","ENSRNOT00000018074","Rcn1",3.28565692823464,6.07322213588884,630.596034139899,3.82526105810785e-07,0.000122182407724807
"2016","ENSRNOT00000008987","Cd302",-3.01155198398926,7.55867580193642,624.393213265282,3.93568601769038e-07,0.000122182407724807
"2325","ENSRNOT00000010333","Col27a1",-3.79143794837433,4.29279866918231,623.219929527441,3.95705375709531e-07,0.000122182407724807
"7143","ENSRNOT00000030135","Cabc1",-4.36760537291349,7.57950762027926,619.919865713695,4.01799684186542e-07,0.000122182407724807
"1799","ENSRNOT00000007825","Slc10a1",-5.95442166915351,8.36837567133237,610.894719169328,4.19124509645694e-07,0.000122182407724807
"6395","ENSRNOT00000026654","Ptprn",5.72343854675494,8.1829942297064,608.839027050091,4.23210560911259e-07,0.000122182407724807
"5357","ENSRNOT00000022702","F1LZB1_RAT",-3.15632339189673,9.10918552788893,603.305949004791,4.34478030962422e-07,0.000122182407724807
"9340","ENSRNOT00000051720","Ppp1r3b",-4.74992225621972,7.6369221389989,596.301748143907,4.49327436631115e-07,0.000122182407724807
"414","ENSRNOT00000001699","Ftcd",-3.61749496988752,7.4084773158831,593.422777738225,4.55629042376261e-07,0.000122182407724807
"1975","ENSRNOT00000008840","Fabp1",-3.66551437882571,10.3748490137285,591.538494046364,4.59817912396184e-07,0.000122182407724807
"10641","ENSRNOT00000066670","Q80YV8_RAT",-4.08555936660338,7.61482798200569,591.283732009496,4.60388231495318e-07,0.000122182407724807
"4942","ENSRNOT00000021081","Q5RJL5_RAT",-4.2664699561296,5.86230667280252,586.945294710261,4.70248132852516e-07,0.000122182407724807
"944","ENSRNOT00000004070","Hdmcp",-3.73875725273193,6.94536946636772,576.360437897372,4.95525686511868e-07,0.000122839962768418
"4368","ENSRNOT00000018737","Gls2",-4.12741064342138,6.79108456325538,575.969747427821,4.96493286924971e-07,0.000122839962768418
"4098","ENSRNOT00000017577","Serinc2",5.54296977978591,3.86526059908448,575.921934882026,4.96611875905765e-07,0.000122839962768418
"8072","ENSRNOT00000038610","Neurl3",4.46586916599488,4.93801488214796,566.837272927292,5.19853617858927e-07,0.000122839962768418
"2162","ENSRNOT00000009611","Ttpa",-3.17005519793868,8.82181202905837,565.563700900412,5.23227999026619e-07,0.000122839962768418
"8087","ENSRNOT00000038780","Igf1",-4.68446654312075,8.57614081807457,561.110115588769,5.35262173487668e-07,0.000122839962768418
"4268","ENSRNOT00000018318","S1pr1",-3.73484127844947,6.72624869125139,561.109287551852,5.35264445383797e-07,0.000122839962768418
"7285","ENSRNOT00000031384","Aldh5a1",-2.88130616198217,6.24047654711586,559.278767947667,5.40318731707867e-07,0.000122839962768418
"4490","ENSRNOT00000019237","Klkb1",-4.27023941009416,7.57742936035533,547.85967390259,5.73343305596653e-07,0.000127801282246241
"9956","ENSRNOT00000060160","F1LWS4_RAT",-3.19339245385432,6.07565533679201,542.641824031406,5.89339207411226e-07,0.000127801282246241
"5498","ENSRNOT00000023241","Slc17a2",-3.99539015934646,6.33715850367801,541.390273750029,5.93264995167105e-07,0.000127801282246241
"4006","ENSRNOT00000017224","Parp3",2.92506506645268,6.59398927795552,539.361823116979,5.99702740859643e-07,0.000127801282246241
"250","ENSRNOT00000001126","Apom",-2.92707569046372,7.44397806181346,525.376593383003,6.46749586514405e-07,0.000134552117155388
"2949","ENSRNOT00000013045","Serpina4",-3.2040960245442,9.0500721423382,522.345792914544,6.57594805573402e-07,0.000134552117155388
"2813","ENSRNOT00000012413","Cyp2d2",-4.06217460615608,9.62906245263128,514.531819198953,6.8670746835832e-07,0.000138774253698239
"10102","ENSRNOT00000061686","Anxa7",3.69398917949696,7.46046749338506,506.730343019412,7.17529033017092e-07,0.000140908849051954
"3865","ENSRNOT00000016648","Agmat",-2.54350475660527,6.04970852682794,505.835639927498,7.21181851979355e-07,0.000140908849051954
"1488","ENSRNOT00000006330","Hao1",-2.82709413055514,8.11659308720116,503.39446606222,7.31276512244554e-07,0.000140908849051954
"8964","ENSRNOT00000047655","Ugt2b37",-3.77329591251025,8.32481855417161,501.548828540524,7.39035016038182e-07,0.000140908849051954
"9292","ENSRNOT00000051244","Cyp3a23/3a1",3.9142563851283,11.943315128633,500.050795505149,7.45413875335576e-07,0.000140908849051954
"3484","ENSRNOT00000015189","Sult1c3",-5.73249996499723,7.64400980112052,499.234748843935,7.48919901491844e-07,0.000140908849051954
"8548","ENSRNOT00000043572","D3ZN65_RAT",-3.32858568090175,7.28556672551573,496.692583258989,7.59985105566162e-07,0.000140947323211031
"3571","ENSRNOT00000015516","Serpina11",-3.80260239241576,6.4324495841452,491.928959993713,7.81318854734738e-07,0.000140947323211031
"8271","ENSRNOT00000040541","Tymp",-4.72903128461615,7.69939892121644,489.060169836504,7.94556455331524e-07,0.000140947323211031
"693","ENSRNOT00000002936","Agpat9",4.67393841240239,3.59613574852544,486.889709982919,8.04772808883852e-07,0.000140947323211031
"10845","ENSRNOT00000067843","Cth",-3.90609770890712,9.14434740048344,484.452003333399,8.16458804941191e-07,0.000140947323211031
"4372","ENSRNOT00000018761","Aadac",-4.01750166531656,5.49221782261405,480.733069226715,8.34730486953791e-07,0.000140947323211031
"5204","ENSRNOT00000022113","Ttr",-3.7172344250856,11.8376845824558,478.283328963118,8.47067827072182e-07,0.000140947323211031
"1146","ENSRNOT00000005005","Kmo",-2.35102726351877,6.44919688494134,474.546906810557,8.66361797702031e-07,0.000140947323211031
"8647","ENSRNOT00000044470","Cyp2d3",-5.9666410646061,7.73437449251574,469.724254114977,8.92148546727959e-07,0.000140947323211031
"14","ENSRNOT00000000058","Crp",-3.65200048671642,11.659021434328,469.576493041067,8.92954823680721e-07,0.000140947323211031
"1686","ENSRNOT00000007255","Sdc2",-2.66334679202337,8.70644632942208,466.42244606865,9.10401457121187e-07,0.000140947323211031
"9119","ENSRNOT00000049437","B2RYN9_RAT",-2.97593697005132,5.82817239703386,460.694551556219,9.43275971502191e-07,0.000140947323211031
"9386","ENSRNOT00000052243","LOC259244",-6.16792288487588,9.98021707062423,459.44073535893,9.5068430385422e-07,0.000140947323211031
"6692","ENSRNOT00000027765","Slc25a24",3.63080841332441,4.86862973704145,457.316044756287,9.6341795777355e-07,0.000140947323211031
"2536","ENSRNOT00000011230","Cat",-3.18944233962812,10.9263847986951,454.345031282589,9.81611268010112e-07,0.000140947323211031
"1997","ENSRNOT00000008931","RGD1308874",-2.34507462111007,6.37370176033277,449.414404713483,1.01283788419932e-06,0.000143094601730683
"10105","ENSRNOT00000061708","BHMT2_RAT",-2.92110607912241,8.42296238849325,440.496743285182,1.07279575578562e-06,0.00014633828105379
"5992","ENSRNOT00000025196","Slc3a2",3.04557960385137,8.89701983075743,434.162356539451,1.1183154678893e-06,0.000150667419973205
"6798","ENSRNOT00000028102","Dak",-3.92060729397662,7.34174417403234,433.538077464803,1.12294124483664e-06,0.000150667419973205
"1054","ENSRNOT00000004559","F1M1M6_RAT",-3.09133516389097,9.03418846845836,430.463120191777,1.14610549091798e-06,0.000152525209600295
"1405","ENSRNOT00000006004","Dpys",-3.39854433435494,7.76475936904507,426.910076384699,1.17367853449776e-06,0.000154264825790537
"1598","ENSRNOT00000006804","Crip2",-3.22277763140756,6.27420311421331,425.150333498535,1.18766560143098e-06,0.000154292843093839
"8225","ENSRNOT00000039954","Q7TQ11_RAT",-4.69612559537655,11.1337350978101,419.60317065126,1.23325087013796e-06,0.000156489019327816
"2301","ENSRNOT00000010240","Inhbc",-3.5984841409509,6.78995143996328,414.588801675616,1.27650504168876e-06,0.000160258911544198
"9446","ENSRNOT00000054947","RGD1307119",-7.05948797349953,4.79762510025016,413.681087648569,1.29060830068061e-06,0.000160258911544198
"8542","ENSRNOT00000043533","Kynu",-4.31940485014465,7.07955637747768,407.887400297967,1.33755687998231e-06,0.000160258911544198
"5119","ENSRNOT00000021812","Ces1d",-5.84960023449288,6.90058901156194,414.205156600206,1.34515638907017e-06,0.000160258911544198
"5606","ENSRNOT00000023659","Srd5a1",-4.02537480632877,7.51136512245092,406.697086281712,1.34880934273034e-06,0.000160258911544198
"3650","ENSRNOT00000015810","Slc37a4",-3.1130914111772,7.06576195285891,406.607341901899,1.34966288078773e-06,0.000160258911544198
"3160","ENSRNOT00000013829","Ivd",-2.34662495125828,6.86501525416102,406.459141761355,1.35107396866634e-06,0.000160258911544198
"8895","ENSRNOT00000046942","Hao2",-3.96436464538703,7.7003978173014,403.444924790648,1.38020941371551e-06,0.000161126576124589
"3214","ENSRNOT00000014051","Cyp39a1",-2.39262025798717,7.06886798049889,389.546970112127,1.52606095946979e-06,0.000173472860038618
"3770","ENSRNOT00000016265","Snx10",4.35319665311542,4.86341307428092,387.996323922977,1.54359897076096e-06,0.000174256355533697
"3749","ENSRNOT00000016205","Csad",-3.85350412082106,7.63419021260435,384.787342927511,1.58076313443417e-06,0.000175516997554586
"1040","ENSRNOT00000004477","Grin2c",9.2715913384652,5.62191044335475,383.983081479058,1.59026573028322e-06,0.000175516997554586
"7013","ENSRNOT00000028969","Gamt",-2.96877117714826,7.04530866338408,383.499516633363,1.59601619777821e-06,0.000175516997554586
"3783","ENSRNOT00000016317","Masp2",-2.54053094821358,6.67882222591643,382.921712250971,1.60292406882622e-06,0.000175516997554586
"9169","ENSRNOT00000049914","Dhdpsl",-2.13526767450139,7.02685772988835,380.693072748061,1.62994807626539e-06,0.000175530395134133
"5612","ENSRNOT00000023685","F16P1_RAT",-2.98014001676822,8.27513920488541,375.871651854044,1.69054362681488e-06,0.000178532313724727
"4907","ENSRNOT00000020908","Nol3",7.38581758832641,5.9798030675429,374.387878154009,1.70980018781248e-06,0.000179198864330798
"3000","ENSRNOT00000013238","Acadm",-2.31543853245697,8.62289457502788,373.45774888987,1.72202211707435e-06,0.000179198864330798
"3579","ENSRNOT00000015545","Aldh6a1",-2.44244191666278,9.24618951502143,372.878142061029,1.72969763359192e-06,0.000179198864330798
"4726","ENSRNOT00000020192","Hagh",-2.6222545114256,6.88213466621786,369.793779076708,1.7713261053361e-06,0.000182357465523564
"9938","ENSRNOT00000059892","Slc13a4",-5.35278751533314,5.39479501900314,367.643912668055,1.80114209909499e-06,0.000184268093875537
"1057","ENSRNOT00000004570","Gcdh",-2.43207408549326,7.35097160619171,365.033401274815,1.83826101821354e-06,0.000184554222792938
"840","ENSRNOT00000003645","Hgd",-2.81696758083822,7.39549357928399,364.09287672983,1.85188632237712e-06,0.000184554222792938
"4195","ENSRNOT00000017969","Spink1",-4.67916675473572,6.09654627610127,364.071071778604,1.85220381710242e-06,0.000184554222792938
"9797","ENSRNOT00000058163","F1M032_RAT",-3.37706718066492,5.2279895047909,363.515915519664,1.86031197756948e-06,0.000184554222792938
"8310","ENSRNOT00000041034","Cyp4f4",-3.47752146912969,6.83412455275701,360.368339808714,1.90719715327135e-06,0.000186097026024205
"5894","ENSRNOT00000024800","Apoc2",-3.56999801163412,8.39541194477278,359.558119857762,1.91952255980738e-06,0.000186097026024205
"9942","ENSRNOT00000059987","Dcaf11",-2.30549722396825,7.95820070524918,358.455852650452,1.9364632890435e-06,0.000186097026024205
"10712","ENSRNOT00000067042","F1LNV3_RAT",-3.16497870043141,6.45817745898796,357.292724566608,1.95455809809032e-06,0.000186097026024205
"9885","ENSRNOT00000059270","Clcn4-2",-2.49347389808781,6.3291164426978,356.513084273412,1.96681443595744e-06,0.000186097026024205
"8961","ENSRNOT00000047634","Zfand2a",3.39200978401465,6.89896066252315,353.674626991042,2.0123195202995e-06,0.000188282374911655
"3316","ENSRNOT00000014496","RGD1309534",-2.19515639470906,6.49882404067745,353.638018889978,2.01291560935546e-06,0.000188282374911655
"3674","ENSRNOT00000015918","Tnfrsf21",3.25975969300715,4.47453624553752,352.539760377609,2.0309094832177e-06,0.000188886121197673
"4261","ENSRNOT00000018252","Gadd45g",-2.4678176996632,4.77752391072177,348.554347417091,2.09805301314801e-06,0.000192938369506852
"10492","ENSRNOT00000065791","Pklr",-6.0329032925502,6.66185260829757,362.587238508625,2.20120063252376e-06,0.00019605862319526
"6834","ENSRNOT00000028249","Cyp2a2",-3.86594553078985,6.31744016592777,342.642791707487,2.20325795256469e-06,0.00019605862319526
"9315","ENSRNOT00000051445","E9PSJ6_RAT",-2.34255469261483,8.01453186573231,340.580054084272,2.24163506445611e-06,0.00019605862319526
"2529","ENSRNOT00000011208","Tagln2",2.55064741168623,7.44840035071363,340.290771560274,2.24708883961779e-06,0.00019605862319526
"2198","ENSRNOT00000009777","Baat",-3.40848484231082,9.71023029421126,340.202503538275,2.24875648780649e-06,0.00019605862319526
"3598","ENSRNOT00000015609","Rab3d",3.71872714295964,5.782554662279,340.000250080087,2.25258394342559e-06,0.00019605862319526
"7454","ENSRNOT00000032926","Cxcl16",3.58741925846115,5.42501259031465,339.41361657411,2.26373509584606e-06,0.00019605862319526
"56","ENSRNOT00000000200","Tmprss6",-2.10595083636548,8.23837944736376,334.951007835638,2.35104331082154e-06,0.00020043868726478
"10160","ENSRNOT00000063853","Ugt1a2",8.04436310521844,8.70644931839291,338.11485254734,2.37993461731669e-06,0.000201266128088039
"1654","ENSRNOT00000007071","Pqlc3",4.88925427140091,4.28507484947809,332.688828778401,2.39703529113938e-06,0.000201266128088039
"7544","ENSRNOT00000033918","Rarres2",-3.2535172498895,7.99598232482057,332.473943075986,2.40146680942291e-06,0.000201266128088039
"5524","ENSRNOT00000023368","Plg",-3.27615326463533,11.150595121479,332.064988123164,2.40993103459317e-06,0.000201266128088039
"8080","ENSRNOT00000038677","Anxa2",5.1517421011007,8.56323593488592,331.141680869267,2.42918898146858e-06,0.000201844641815529
"2276","ENSRNOT00000010141","Aloxe3",4.68310565083854,3.04981668922811,330.464005019139,2.44345553015165e-06,0.000202004664510366
"9409","ENSRNOT00000054729","LOC100361492",3.22198586431105,8.4536750832355,329.872432538058,2.45600166082147e-06,0.000202021563748677
"3413","ENSRNOT00000014909","Cpb2",-2.24174510420131,8.58128629140644,328.958689738972,2.4755512033032e-06,0.00020261148823435
"8587","ENSRNOT00000044009","Maob",-2.48349665937072,6.95699364251487,328.206108193301,2.49181013874951e-06,0.000202927562990998
"6400","ENSRNOT00000026677","F10",-2.79659117411129,8.11310060429844,326.893488276824,2.52051360489509e-06,0.000204093284598286
"3611","ENSRNOT00000015667","D3ZKG4_RAT",-2.83023617461021,6.6068487661731,326.270664071577,2.53428870030318e-06,0.000204093284598286
"2309","ENSRNOT00000010260","Acox2",-3.08231617004651,8.03350238158657,325.855409657231,2.5435292356314e-06,0.000204093284598286
"8488","ENSRNOT00000042860","Rup2",-7.62153165499269,11.6443917457998,328.933817625971,2.59170049705614e-06,0.00020691543600365
"9061","ENSRNOT00000048739","FETUB_RAT",-3.74477256260055,10.8555407214066,323.187917485074,2.60398190584348e-06,0.00020691543600365
"9063","ENSRNOT00000048746","Cpn2",-2.61531096399101,6.79977310803209,317.839575376023,2.73113808792373e-06,0.000214932689236652
"5973","ENSRNOT00000025097","Olr59",-9.07651857912298,4.76940319201271,339.619589598403,2.76926853151549e-06,0.000216890701398933
"1402","ENSRNOT00000005995","Q6LDU6_RAT",-3.20714153206279,4.65637206257492,314.212834420454,2.82215189564956e-06,0.000218937461516055
"487","ENSRNOT00000001960","Tmem120a",2.40885926759207,5.90334512713744,313.475084698879,2.84116333182071e-06,0.000219372653672515
"7436","ENSRNOT00000032783","Dmgdh",-2.40936597589087,7.24347549841855,311.069886115268,2.9043530844153e-06,0.000222155867471
"1722","ENSRNOT00000007430","Hrsp12",-2.68517112560753,9.24358230333819,310.548571654811,2.91829778520006e-06,0.000222184262539255
"1771","ENSRNOT00000007681","Lgr4",-1.96835469388791,5.78384399923495,309.512068603739,2.9462919196397e-06,0.000222443629865846
"5827","ENSRNOT00000024488","Slc22a8",-4.38260101632803,7.59785233586981,308.28425632021,2.97992218641936e-06,0.000222443629865846
"2980","ENSRNOT00000013175","Serpina3m",-4.31033782247009,8.35852039832112,308.269067381208,2.9803414417895e-06,0.000222443629865846
"3175","ENSRNOT00000013896","Serpina3k",-7.80687760722613,11.7985950100029,315.671329850569,2.98196148873899e-06,0.000222443629865846
"8330","ENSRNOT00000041216","D3ZBS2_RAT",-2.54388255677339,9.19098235016706,307.872354146266,2.99131993466606e-06,0.000222443629865846
"3689","ENSRNOT00000015974","Aadat",-3.16367283014536,6.953617958206,307.443812939589,3.00324040566631e-06,0.000222443629865846
"2838","ENSRNOT00000012503","F1LVB0_RAT",-2.7897376489417,4.5167735875539,305.82741702399,3.04878191576328e-06,0.000224799599905987
"3158","ENSRNOT00000013817","Slc25a13",-2.49488728724269,6.42779756407054,303.573539711834,3.11384780394948e-06,0.000228567599564346
"3805","ENSRNOT00000016390","Tgfbi",-1.94848305536783,7.63876824291147,301.899703185951,3.16338218100035e-06,0.000231166977324977
"9282","ENSRNOT00000051075","Rdh2",-4.11903153993238,7.22192486109326,301.252213474384,3.18282774512252e-06,0.000231554254932936
"8279","ENSRNOT00000040637","Slc16a2",-3.64674863614253,6.62796338160181,299.383023058895,3.23987327483419e-06,0.000231609166354374
"5923","ENSRNOT00000024917","Agt",-2.61033361048335,9.44765901268494,297.852174516625,3.28762147018858e-06,0.000231609166354374
"5188","ENSRNOT00000022056","Il33",-2.77987953797459,5.52508586976278,297.500240825268,3.29873210910141e-06,0.000231609166354374
"8800","ENSRNOT00000045996","Haao",-1.98547894175602,6.89878796510674,297.26030780934,3.30633581679646e-06,0.000231609166354374
"1308","ENSRNOT00000005641","Pdk2",-1.86240687022881,5.7731903530103,296.828283141536,3.32008662263737e-06,0.000231609166354374
"2122","ENSRNOT00000009448","Ccl2",6.0069136206377,4.31298612166331,296.107936976553,3.34318585099175e-06,0.000231609166354374
"9989","ENSRNOT00000060535","Afm",-5.02279598310702,9.47978514275618,295.94745110018,3.34836154182324e-06,0.000231609166354374
"5971","ENSRNOT00000025094","Slc22a7",-2.54581136887247,6.57772515133844,295.939042197696,3.34863302700018e-06,0.000231609166354374
"3053","ENSRNOT00000013409","Slco1b3",-2.63770362032708,8.58822431639661,295.107432691386,3.37562877244643e-06,0.000231609166354374
"909","ENSRNOT00000003921","Alb",-3.62229683784045,16.3286780301433,294.922490803903,3.38167210939553e-06,0.000231609166354374
"1673","ENSRNOT00000007164","Pmm1",2.5830099069137,4.84701119710115,294.121172695941,3.40802548000983e-06,0.000231706655228947
"5938","ENSRNOT00000024968","Cidea",4.59589750663158,4.37033521760362,294.018986990408,3.41140594478442e-06,0.000231706655228947
"9123","ENSRNOT00000049499","Slc30a10",-3.47966945394644,6.90053430295225,292.69023183135,3.45577666117122e-06,0.000233272314060459
"1089","ENSRNOT00000004756","Apoh",-3.15894706958549,11.14800397224,292.332014501022,3.46787118460594e-06,0.000233272314060459
"6029","ENSRNOT00000025323","Amacr",-3.47331141979883,7.4313292751007,290.546874832936,3.52899928345999e-06,0.000234821907605514
"10659","ENSRNOT00000066767","Mdm2",2.49724757211336,5.37437687638185,289.387497374405,3.56947760189954e-06,0.000235599914780216
"2035","ENSRNOT00000009096","Rdh10",-1.93458105996208,5.06344227175817,287.035719712373,3.65352524774301e-06,0.000238359094334265
"1837","ENSRNOT00000008045","Fam82a1",-2.07533848437711,5.38702375454359,286.575869318025,3.67026957920173e-06,0.000238359094334265
"2781","ENSRNOT00000012293","LOC688457",-5.94788561066194,11.1718274568558,286.336155142796,3.67903911476007e-06,0.000238359094334265
"7470","ENSRNOT00000033112","C6",-2.74040751128585,6.7208964418453,286.198468743218,3.68408887937987e-06,0.000238359094334265
"7466","ENSRNOT00000033048","LOC684994",-2.277751204637,4.59713497244405,283.186768121024,3.79691626667182e-06,0.000242587996032337
"8055","ENSRNOT00000038480","Krt8",3.30162701477497,10.1539136487716,282.363603370272,3.82856141354583e-06,0.000242587996032337
"8595","ENSRNOT00000044081","",2.2517075657454,7.69043164763449,281.729241990428,3.85319072444302e-06,0.000242587996032337
"4821","ENSRNOT00000020578","Tmem102",3.34460936413195,3.87922295310324,281.152321477527,3.875775199194e-06,0.000243053380440818
"5008","ENSRNOT00000021407","Chdh",-2.51433934988713,7.39998201862738,280.663395218705,3.89505454658784e-06,0.000243053380440818
"4695","ENSRNOT00000020015","Aldh8a1",-2.11153926167091,8.70225559523809,280.409225560081,3.90512792815291e-06,0.000243053380440818
"3227","ENSRNOT00000014089","Tspo",4.96542822692018,5.29528240941499,279.952947299866,3.92329944561949e-06,0.000243259426611157
"3820","ENSRNOT00000016454","Glyat",-3.93390717199546,6.92891368557172,279.127409886607,3.95646692025817e-06,0.000244169795094897
"2019","ENSRNOT00000009000","Cd44",4.86925020705288,5.5718188586036,277.931630689973,4.00518149121215e-06,0.000245546126702815
"8692","ENSRNOT00000044975","Tapbp",1.99505717301109,7.02580120352558,277.326891206346,4.03012515189801e-06,0.000246153427654547
"1863","ENSRNOT00000008211","Pgcp",-2.58737405688153,7.22534344441664,276.715689206556,4.05554807183747e-06,0.00024678537690672
"6135","ENSRNOT00000025763","Plat",4.88830678343279,6.85403061809899,274.185239034962,4.16312741768517e-06,0.00025146211328446
"3996","ENSRNOT00000017195","Cfhl1",-2.87491675178392,8.03200448612341,272.490272302001,4.23734204363893e-06,0.000253858752154186
"2697","ENSRNOT00000011948","Socs2",-4.00821202986049,6.03570139733589,269.679693004975,4.36437509926569e-06,0.000256262229573486
"2549","ENSRNOT00000011312","Lypla1",-1.67041173258553,6.94643642966615,268.789328281272,4.40568474911231e-06,0.000257559477350783
"2030","ENSRNOT00000009073","D4A7E6_RAT",4.25830559345668,4.30473074272418,268.40158007766,4.42383921497067e-06,0.000257700441672081
"9151","ENSRNOT00000049798","ACOX3_RAT",-2.0808906624934,7.46954971991334,267.960633261149,4.44460690053827e-06,0.000257992093457131
"8725","ENSRNOT00000045256","Plp2",2.80171646004246,4.80396739702112,264.32533240127,4.62092308779811e-06,0.00026727876333628
"610","ENSRNOT00000002507","MASP1_RAT",-2.84431979938948,6.08544978981158,263.082976352786,4.68333281957552e-06,0.000268309619833642
"7848","ENSRNOT00000036719","Tysnd1",-1.7701149889947,5.24006029787942,262.670371035169,4.7043106415942e-06,0.000268309619833642
"2207","ENSRNOT00000009838","Pm20d1",-2.38929973428127,5.54003906291028,261.805461773953,4.74869643816365e-06,0.000269756672279234
"3351","ENSRNOT00000014658","Hadh",-1.89955440444148,8.30933686926016,260.52762345807,4.8153096276648e-06,0.000269756672279234
"2668","ENSRNOT00000011823","Pon1",-3.38410924938214,9.49678874148556,260.016257392757,4.84231897051041e-06,0.000269756672279234
"1833","ENSRNOT00000008018","Suox",-2.89838138277834,6.18963286363923,259.059188648984,4.89341941266314e-06,0.000269756672279234
