,ensembl_gene_id,external_gene_id,con1_ExpCounts,con2_ExpCounts,mic1_ExpCounts,mic2_ExpCounts,mic3_ExpCounts
1624,ENSRNOG00000004188,LOC298795,-2.042283144,-1.3342107773,4.0787429594,2.222866392,2.601443358
1625,ENSRNOG00000004189,Helb,3.0838428996,3.1215883552,4.1899154764,4.0901249023,4.1044469869
1626,ENSRNOG00000004192,Arhgap30,2.4071999656,2.0808412409,4.3847727537,3.6895846084,4.8279141745
1627,ENSRNOG00000004193,Klhl12,4.2437589609,4.2301661357,4.3232827295,4.3084394921,4.1579025276
1628,ENSRNOG00000004195,Dtl,0.2466857824,-2.0778818289,2.3785856073,2.5165076603,2.156607559
1629,ENSRNOG00000004196,LOC108352650,6.8021838715,6.7102751996,8.8269235144,8.4883135667,9.4200261486
1630,ENSRNOG00000004198,Stxbp6,2.6032538074,2.1078257099,1.1039303837,1.2635907904,2.2580080019
1631,ENSRNOG00000004200,Sybu,0.3474039476,0.2574261589,-0.248316855,0.303433963,-0.0459928204
1632,ENSRNOG00000004201,Rims2,-1.2710402838,-1.6586497679,0.5504131014,0.1944915939,1.0170296647
1633,ENSRNOG00000004205,Pkdcc,5.9221865196,6.0476364647,5.4550115246,5.329850003,5.5717660869
1634,ENSRNOG00000004206,Glrx5,5.4251441428,5.8091174763,5.73961701,5.6899431458,6.0598533491
1635,ENSRNOG00000004207,Eml5,3.5758034761,4.3592918915,3.0768885727,3.3002405706,2.3754907406
1636,ENSRNOG00000004208,Crim1,3.2360942838,3.8613820732,4.8353570501,4.9177061877,4.3480821611
1637,ENSRNOG00000004212,Fbxw9,3.0393711806,2.7455853517,4.5701319556,4.5474211556,4.7903238345
1638,ENSRNOG00000004214,Rpl26,7.4081280332,7.3983000727,9.7054346165,9.5232463976,10.3223928289
1639,ENSRNOG00000004217,Stk10,3.0089430442,3.0676321278,4.7511394945,4.8293725985,4.7517277917
1640,ENSRNOG00000004218,Klhl28,1.8434298099,2.210982879,2.0284058374,2.622713005,1.9599584117
1641,ENSRNOG00000004219,Dhps,2.8508278407,3.0072862127,4.2293837966,4.2235799159,4.4866180216
1642,ENSRNOG00000004220,Ebag9,4.4332730252,4.4109077914,4.8448280445,5.0986568898,5.0420763828
1643,ENSRNOG00000004226,Irak3,2.863468173,2.9827144599,4.8878782515,4.86064087,4.6804546335
1644,ENSRNOG00000004232,G2e3,2.3354448738,2.1078257099,2.7826936018,3.2737072631,2.8516410311
1645,ENSRNOG00000004234,Mgat2,5.1533433301,5.4008909542,5.7314234146,5.909652988,5.8586409196
1646,ENSRNOG00000004239,LOC100362999,1.7975258713,2.252685388,4.3560231155,3.9904257666,3.4369591568
1647,ENSRNOG00000004242,Pole2,-0.5740393878,-2.0778818289,1.2990735289,1.8350239003,1.5442608754
1648,ENSRNOG00000004245,Mgst3,5.8062703861,5.5392953604,4.6880036238,4.5437615884,5.286249969
1649,ENSRNOG00000004246,Spag7,3.6647615255,3.8047875915,4.5861141643,4.7689121984,4.954079058
1650,ENSRNOG00000004247,Nhp2,-1.0144871461,0.9511219688,2.7815183048,2.7615175086,3.2960070445
1651,ENSRNOG00000004249,Tlr7,1.4939055888,1.6004769004,3.3998353229,2.6668146422,3.3419991499
1652,ENSRNOG00000004252,Eif3h,6.2559734333,6.2501413552,8.1026413831,8.0543806685,8.4880884324
1653,ENSRNOG00000004255,Usf1,4.1492681972,4.2843943487,4.9443717643,4.9380828523,4.8279141745
1654,ENSRNOG00000004257,Ctps2,3.8649139114,3.8534318072,5.8810336098,5.909652988,6.1317685788
1655,ENSRNOG00000004258,Chst7,0.9698197176,0.1576526436,0.3535682155,0.8258859755,1.0737595606
1656,ENSRNOG00000004259,Dohh,4.2760599499,3.9463591037,5.794637429,5.820809396,5.9161606065
1657,ENSRNOG00000004263,Ints7,3.1127469321,3.3040433948,4.5161962295,4.6346106564,4.3595926653
1658,ENSRNOG00000004268,Zfp386,4.4452537205,4.296173177,5.2857548072,5.33194122,5.3626289705
1659,ENSRNOG00000004273,Ifitm1,3.7591939713,3.7198814341,5.2718489574,5.028975799,6.0404153037
1660,ENSRNOG00000004276,Itga3,0.6919204765,1.1069020893,3.649300982,3.8144889042,2.8995043495
1661,ENSRNOG00000004279,Adgra3,4.5593099159,4.1674209552,4.1161561368,4.6136064616,4.0559913428
1662,ENSRNOG00000004280,Tcn2,5.7442869419,4.7966615431,6.0342004922,6.0034691586,6.1729070752
1663,ENSRNOG00000004281,Cobl,5.2702030064,5.4217673537,5.5404828779,5.2243108957,5.1514128251
1664,ENSRNOG00000004282,Arl4a,3.0242373316,3.5531945786,4.2925807589,3.9630373141,4.6245895425
1665,ENSRNOG00000004283,Camta2,5.2278950553,5.0831946438,5.3931943674,5.6608807035,5.2001319592
1666,ENSRNOG00000004284,Btg1,6.8367137305,7.2335482149,6.6047074744,6.6771069873,6.4291947583
1667,ENSRNOG00000004287,Wdr83,2.1454245278,2.2908633278,3.6934344488,3.3212509319,3.5026896216
1668,ENSRNOG00000004288,Ptrh2,2.2073030285,2.4616633733,4.4103439501,4.3670955251,4.5313580548
1669,ENSRNOG00000004290,Grb10,2.4976383037,1.9967205296,4.4229615677,4.2346965319,4.1112382547
1670,ENSRNOG00000004291,Cltc,8.093918041,8.2402496112,9.4391516445,9.5260540587,9.2944459163
1671,ENSRNOG00000004292,Sptssa,5.9782337809,6.3775677246,5.5953936816,5.33194122,5.9352690665
1672,ENSRNOG00000004298,Dpys,8.3129257878,8.3509508865,6.1167204175,5.862714069,5.6153173845
1673,ENSRNOG00000004300,Gtf2a1,4.8783163838,4.8049299774,5.412008664,5.2885031267,5.3512001347
1674,ENSRNOG00000004301,Dcaf13,4.1769029214,4.6665874933,5.3879481697,5.4756423497,5.671466824
1675,ENSRNOG00000004302,Pah,9.8535693581,9.8569236282,8.6279115679,8.3557300916,8.6072241348
1676,ENSRNOG00000004303,Timp3,2.3836759247,2.7455853517,4.4723566468,4.6958484964,3.6801542442
1677,ENSRNOG00000004304,Syap1,4.8992053983,4.8294546961,5.9567302574,6.0831185374,6.1691369113
1678,ENSRNOG00000004305,Abl2,2.1526798904,2.1343147088,3.9164800029,3.6591573667,2.9151123033
1679,ENSRNOG00000004306,Zbtb39,4.113963353,4.493235885,4.1161561368,4.4980186145,3.9156227535
1680,ENSRNOG00000004307,Tor3a,2.6631005088,1.8763395766,4.0634050235,4.2346965319,3.7073015699
1681,ENSRNOG00000004310,Caskin2,4.5221404697,4.1284207554,4.7173923916,4.8519681963,4.4264646288
1682,ENSRNOG00000004311,Gpr182,4.6849677028,4.5286144954,5.018325464,5.1136949276,5.1083415299
1683,ENSRNOG00000004312,Tmbim4,4.8741020395,4.652911064,6.2851313539,5.9769875662,6.6436837268
1684,ENSRNOG00000004314,Ppm1h,4.055614571,3.8692887676,5.1989396462,5.2895298522,4.9654423503
1685,ENSRNOG00000004316,LOC100911956,-1.1316343958,1.3468771388,2.456423206,2.4483898446,2.5822147078
1686,ENSRNOG00000004320,Tgm4,2.1526798904,0.9957229428,1.8705716508,2.37390098,1.6599412133
1687,ENSRNOG00000004322,Sh3kbp1,1.4492778538,0.9367460903,3.129157749,2.7267283497,3.1834816229
1688,ENSRNOG00000004327,Ddc,6.1635321748,6.4451848297,4.2354051621,4.5922919433,3.7772920398
1689,ENSRNOG00000004328,Deptor,4.1972870368,3.8211852477,3.3389976084,3.5305939483,2.9305532064
1690,ENSRNOG00000004332,Egfr,6.7387001661,8.2110396119,5.6192732748,5.7575898251,5.2866699988
1691,ENSRNOG00000004333,Flywch1,4.6360298783,4.7503181543,6.4657007014,6.4074897941,6.1890459593
1692,ENSRNOG00000004337,Fam20b,5.1252491599,5.2874499916,5.9399869607,6.1852877947,5.8177898742
1693,ENSRNOG00000004339,Yy1,4.0995959009,4.5085045019,5.2256643261,5.0758017782,4.9987851653
1694,ENSRNOG00000004342,Ahr,5.6818369432,6.3360925798,7.2094449302,7.153006681,6.8634716185
1695,ENSRNOG00000004344,Zdhhc3,3.4437183222,3.8771523654,4.9414806283,4.6241467837,4.7818357266
1696,ENSRNOG00000004345,Daam1,6.0787076225,5.8452242593,5.2269840551,5.3351525695,4.9766424629
1697,ENSRNOG00000004346,Notch3,1.698422213,2.0533424129,2.9314016324,3.3002405706,2.2822823839
1698,ENSRNOG00000004351,Slc25a29,0.9698197176,2.1078257099,0.8284841013,1.3165415591,0.3710311519
1699,ENSRNOG00000004353,Ppfia2,0.9052006904,0.4383900585,0.1255569642,0.4047242121,-0.0459928204
1700,ENSRNOG00000004359,Wars,4.2760599499,4.4674235089,6.6352279953,6.4488858741,6.7211527297
1701,ENSRNOG00000004360,Gemin2,1.9433565488,1.9377852882,2.0284058374,2.5610738817,2.7681615093
1702,ENSRNOG00000004361,Parp10,4.8225456324,4.6980038212,5.6064982044,5.4465404885,5.2312012634
1703,ENSRNOG00000004362,Rps6ka5,2.2338581271,1.5224014728,1.8152368115,2.1579024089,2.2822823839
1704,ENSRNOG00000004364,Babam2,4.2502772737,4.3480758412,5.2880326514,4.9966488782,5.3454515849
1705,ENSRNOG00000004367,Elk3,3.3003217668,3.4620245789,4.5889162665,4.3848075495,4.7210225097
1706,ENSRNOG00000004373,Ddx39a,3.0838428996,3.2114126197,5.5111601216,5.6089733228,5.7447039517
1707,ENSRNOG00000004377,Lpin1,5.4705129842,6.8842338839,4.2956942461,4.8962116173,4.1579025276
1708,ENSRNOG00000004378,Abca5,1.7360632449,1.8121599645,3.8179516028,3.9795491174,3.1705349297
1709,ENSRNOG00000004382,Arel1,5.0965970172,5.4649068004,5.7432940311,6.0005798641,5.5691048065
1710,ENSRNOG00000004387,Utp23,1.403225435,1.396744637,3.0662035867,2.9938356328,3.4423550691
1711,ENSRNOG00000004391,AABR07057436.1,8.5548446387,8.512908042,5.3913978193,5.2523033537,5.3017695722
1712,ENSRNOG00000004392,Aatk,1.2555309351,0.7438039612,0.6681467,0.5881817031,0.8320860346
1713,ENSRNOG00000004395,Fbxw11,5.3081850268,5.4253382469,6.0930195397,6.3403573674,5.8886363979
1714,ENSRNOG00000004398,Pkhd1l1,1.2555309351,1.396744637,1.3702945857,0.7509201316,-0.0459928204
1715,ENSRNOG00000004400,Avpr1a,6.4425671647,7.3495615946,1.983682355,2.2432488261,2.5455806476
1716,ENSRNOG00000004401,Mrpl13,3.6841489843,3.884973334,4.8063083931,4.7593815301,5.1646620646
1717,ENSRNOG00000004402,Lpgat1,7.2617677566,7.2934150809,6.7803904134,6.7301044756,6.4158029957
1718,ENSRNOG00000004403,Slc25a32,3.6049851342,4.7925094872,4.2418288584,4.4922765149,4.3307878371
1719,ENSRNOG00000004405,Pigr,11.8897639222,11.9740053131,10.3971243266,10.5790094117,10.0853354431
1720,ENSRNOG00000004409,Sash3,1.0316680824,0.599163856,2.5570807352,2.5165076603,3.3419991499
1721,ENSRNOG00000004411,Tspan8,0.0213328847,-0.0653345537,2.6021585803,2.707032287,3.0903157001
1722,ENSRNOG00000004412,Mtbp,-0.771168893,-0.329202058,1.2990735289,2.0059606632,0.5416177036
1723,ENSRNOG00000004414,F11r,6.8079947049,6.8036448817,8.1910621334,8.1545212486,8.0820813563
1724,ENSRNOG00000004415,Togaram1,3.7501160565,3.5234401718,5.3243561182,5.1098750919,5.0737130614
1725,ENSRNOG00000004417,Fam117a,2.453127683,2.2837814967,3.9400808376,3.6488706562,3.5361818061
1726,ENSRNOG00000004419,Trappc2b,-1.4830209544,-0.6505706513,1.4418062839,2.3514937524,1.098031004
1727,ENSRNOG00000004420,Rad21,6.1041736436,6.0385493125,6.7322166625,6.9740044918,6.6943124561
1728,ENSRNOG00000004421,Rxylt1,3.2621293922,3.4195785316,3.9974471371,3.7866096971,4.005851493
1729,ENSRNOG00000004423,Zbtb18,3.9150038549,3.8613820732,4.1469051254,4.1569802116,3.8110538188
1730,ENSRNOG00000004424,RGD1563962,1.6761318011,1.3989311709,3.1066008533,2.5661118395,2.2589868597
1731,ENSRNOG00000004425,Klhdc1,0.837551073,0.8110261828,1.5650168903,0.4047242121,1.5035434389
1732,ENSRNOG00000004430,Cep131,3.1550453735,2.6200005204,3.8434563696,3.9795491174,3.5462400812
1733,ENSRNOG00000004437,Map2k6,2.4071999656,1.5619672806,1.5343340565,1.3165415591,2.4416463878
1734,ENSRNOG00000004440,Fignl1,-0.9995623168,-1.3342107773,1.6533341916,1.7605438157,1.4616433685
1735,ENSRNOG00000004442,Dglucy,3.5324987968,3.223923355,3.7617785457,4.2616802618,3.6710823449
1736,ENSRNOG00000004444,Ikzf1,1.0909736433,0.8110261828,2.8339850772,2.6254436313,2.5253841857
1737,ENSRNOG00000004448,Acss3,7.4998508867,7.5086574919,7.0823600823,7.0027130173,7.0890318948
1738,ENSRNOG00000004449,E2f6,4.0704244922,4.1865326925,5.7351719423,5.526927665,5.5290922725
1739,ENSRNOG00000004458,Ston2,2.9136074746,2.2599211328,2.0284058374,2.1587726552,1.2316793053
1740,ENSRNOG00000004459,Sdr9c7,6.4030692328,6.6765617135,5.7712925611,5.7335998247,5.5215412638
1741,ENSRNOG00000004461,NEWGENE_6497122,-0.9995623168,-0.4817608179,2.0717844794,1.8708699648,2.8021351332
1742,ENSRNOG00000004464,Sel1l,7.9162553753,8.0513220905,7.2354410991,7.1635949232,6.9189751088
1743,ENSRNOG00000004466,Fam210b,6.7616949256,6.2978784446,5.418975002,5.6404399661,4.8230410962
1744,ENSRNOG00000004471,Polr3h,2.3836759247,2.7455853517,4.7105471981,4.8653576138,5.0491669535
1745,ENSRNOG00000004473,Ppargc1a,1.3064610483,1.6004769004,1.6816113768,1.9733552817,1.7322098856
1746,ENSRNOG00000004474,Klhdc2,4.168736762,4.3452439776,5.7228939208,5.5079869314,5.7340295998
1747,ENSRNOG00000004477,Ublcp1,3.5427307272,3.702283668,4.8488547269,4.93884299,4.9503723141
1748,ENSRNOG00000004479,Aurka,1.877513572,2.0309596176,3.8807045988,4.1350375507,3.1705349297
1749,ENSRNOG00000004481,Adss,5.969766773,6.0901370957,7.0386746273,7.051361772,7.3024650272
1750,ENSRNOG00000004482,Ccdc88c,0.1384049596,0.1576526436,2.1548146537,2.2432488261,1.6599412133
1751,ENSRNOG00000004484,LOC108348189,3.6251870478,3.3421535269,4.611139286,4.3084394921,4.5263871613
1752,ENSRNOG00000004487,Nek2l1,0.2529312716,-0.4111068603,0.0337719943,1.8992662303,0.9275193861
1753,ENSRNOG00000004489,Adgre5,4.3076535501,4.2178954396,5.1170587317,5.1248714741,4.9951549506
1754,ENSRNOG00000004492,Mterf3,3.2749728525,3.0398779197,4.1713401545,4.1642208897,4.4372065963
1755,ENSRNOG00000004493,Tasp1,1.4492778538,1.6004769004,1.9138849923,2.1587726552,2.1301033584
1756,ENSRNOG00000004494,Lta4h,4.5585222606,4.3536665849,5.6958553562,5.6036570657,5.9523890847
1757,ENSRNOG00000004496,Rock2,5.1809008453,4.953645652,6.6988662949,6.6792060619,6.512599146
1758,ENSRNOG00000004500,Myc,5.39015598,4.3488677679,6.5483536138,6.2291021776,6.1954512989
1759,ENSRNOG00000004502,Hal,6.9486499313,7.4558142385,5.4155696979,6.1253370924,5.1744224786
1760,ENSRNOG00000004503,L3hypdh,2.4976383037,2.8768814867,0.6681467,0.8258859755,0.6198986724
1761,ENSRNOG00000004505,Nfic,5.1568169441,5.1252366802,5.7718023088,5.8742837238,5.0241599935
1762,ENSRNOG00000004509,Eapp,3.963412888,4.1545376775,5.1761148131,5.1542590947,5.4853267503
1763,ENSRNOG00000004510,Slc35b1,4.911595153,4.9535712777,6.2694506304,6.3800779663,6.3383866085
1764,ENSRNOG00000004512,Apool,3.8749032787,3.9385641956,4.9939520794,4.5815154205,5.0024427987
1765,ENSRNOG00000004515,Pes1,4.3568069028,4.8851080222,6.7321997645,6.685510185,6.7223065181
1766,ENSRNOG00000004516,Itgbl1,0.4415472377,0.8110261828,0.1255569642,0.303433963,-0.0459928204
1767,ENSRNOG00000004517,Igf1,9.4514939395,9.7908701175,6.0022979429,6.3697175558,6.036834968
1768,ENSRNOG00000004519,Atg2b,5.7692827795,5.3816441355,5.9149114168,6.2436155738,5.5086620123
1769,ENSRNOG00000004520,Wdr60,2.1526798904,2.5230940219,3.9575315015,4.0853269327,3.900020351
1770,ENSRNOG00000004521,Prpf39,4.0459808805,3.7458820364,4.8660825696,4.8711213251,4.7386295272
1771,ENSRNOG00000004524,Desi2,3.9474563479,3.7798362672,4.9059678999,4.8429723797,4.8332227569
1772,ENSRNOG00000004526,Cox7a2l,5.0892351077,5.1412919455,6.8751984177,6.767585154,7.160974447
1773,ENSRNOG00000004527,Lin7a,2.6631005088,3.1215883552,0.442182774,1.367617501,0.6941498189
1774,ENSRNOG00000004532,Fam69b,-0.40063611,0.1576526436,1.9852713166,1.6820083354,1.9897461557
1775,ENSRNOG00000004537,Rxrg,4.4275327732,4.4622051478,4.0308029846,3.9209115994,4.097623599
1776,ENSRNOG00000004538,Brd1,4.6993310995,4.8928860969,5.1379496075,5.2182710061,4.7608695191
1777,ENSRNOG00000004542,Ttc8,1.7720225032,1.6379852579,3.5143162256,3.4017475586,3.4530867239
1778,ENSRNOG00000004544,Ube2e3,4.0699087042,4.3237683997,4.9149283707,4.7449664255,4.9791691125
1779,ENSRNOG00000004549,Dhx40,4.4043406066,4.3136630444,5.125137443,5.1794911927,5.1349782568
1780,ENSRNOG00000004553,Cox20,3.8649139114,3.5919359544,4.4682232117,4.4395424957,4.7560675859
1781,ENSRNOG00000004554,Dcn,3.0983673003,2.9827144599,5.4973861646,4.2553205651,4.6895587296
1782,ENSRNOG00000004555,Sec14l4,8.12348861,6.9395331348,7.8300259637,8.0650866916,7.0437168037
1783,ENSRNOG00000004556,Dcaf5,5.4621142917,5.2485743168,5.8779056619,5.7358856524,5.6874375476
1784,ENSRNOG00000004563,Sec24a,6.3846710138,6.6803755107,6.7282147587,6.842614667,6.2779077581
1785,ENSRNOG00000004566,Arhgef15,2.8970872352,2.9532603008,2.5872885825,2.8213664308,2.6236525878
1786,ENSRNOG00000004571,RGD1563680,1.4492778538,1.4394329983,2.7045107857,2.3230509675,2.5656960698
1787,ENSRNOG00000004572,Zfp472,0.4415472377,0.6732957957,1.7365554472,1.4646451272,1.6599412133
1788,ENSRNOG00000004574,Ofd1,3.2360942838,3.397877825,4.5625492104,4.9515788903,4.6387599254
1789,ENSRNOG00000004575,Il1a,2.9299406811,2.1603261053,2.8589628083,3.0729080463,2.9305532064
1790,ENSRNOG00000004577,Fez2,4.2502772737,4.5085045019,5.3399645107,5.2526430519,5.5813845111
1791,ENSRNOG00000004581,Zdhhc9,5.7144963002,5.5035206294,6.0078643595,5.8368025717,5.9467049553
1792,ENSRNOG00000004585,Tmtc2,-0.5740393878,-1.0695048655,0.7780411767,0.4047242121,0.0700959108
1793,ENSRNOG00000004588,Zbed4,3.2491705664,3.3874545119,4.8003246528,4.705806775,4.6293284851
1794,ENSRNOG00000004591,Alg12,3.5212239007,3.4303076934,5.1786963679,5.0986568898,5.0277898307
1795,ENSRNOG00000004595,Pou6f1,1.4939055888,1.1069020893,1.9138849923,1.5989502717,1.7322098856
1796,ENSRNOG00000004598,Tsen54,2.4071999656,2.6011329746,3.4251432459,3.3894429467,3.5462400812
1797,ENSRNOG00000004601,Hao1,8.6525947365,8.54183661,6.7093681211,6.6588457325,6.7659969691
1798,ENSRNOG00000004602,Rnf145,2.6032538074,2.6386244986,3.855731444,3.6488706562,3.8276429741
1799,ENSRNOG00000004603,Srgap1,-0.40063611,-0.4817608179,0.9727709735,0.8971480798,0.2775246716
1800,ENSRNOG00000004604,Slc38a10,6.3393503276,6.2815880407,7.1815677793,7.2735771932,6.9731026663
1801,ENSRNOG00000004606,Meis1,3.0860309035,2.7455853517,2.4788334726,2.446965641,2.4630408871
1802,ENSRNOG00000004608,Pam16,3.0838428996,3.3076556558,4.5120292167,4.1857274049,4.836136222
1803,ENSRNOG00000004610,Lum,1.0909736433,0.2574261589,1.9375279704,0.4047242121,-0.172246735
1804,ENSRNOG00000004612,Ppp1cb,6.8725821829,6.8316149127,7.6297136203,7.5173702922,7.7184564671
1805,ENSRNOG00000004613,Gpm6b,-0.1060851049,-0.329202058,1.6816113768,1.5108167447,1.6965280199
1806,ENSRNOG00000004616,Npm1,6.7010811916,6.6980966197,9.7666677517,9.678134272,9.9502017624
1807,ENSRNOG00000004621,Rtn4,4.6007580872,4.3536665849,6.9814996345,6.8245284317,7.0221861008
1808,ENSRNOG00000004624,Rnd3,4.8545559001,4.6620430738,5.1530745331,4.934953627,5.2685581259
1809,ENSRNOG00000004626,Slc34a2,6.0985853581,5.6111676599,6.3867770704,6.7190844636,5.8444457257
1810,ENSRNOG00000004628,Dazap2,5.5439789219,5.6275763372,6.608781243,6.5060519996,6.644854333
1811,ENSRNOG00000004629,Fkbp3,4.0179106582,4.1018223117,6.1232039786,5.9728699835,6.5455638835
1812,ENSRNOG00000004637,Fbxo7,4.9719964389,4.934931715,5.7166898811,5.5956457672,5.8225565545
1813,ENSRNOG00000004639,Traf6,3.2515117619,3.1989179392,3.5908610399,3.4260463536,3.06255315
1814,ENSRNOG00000004640,Mtfp1,3.8130221125,3.330745649,3.3389976084,3.5873933694,3.4848108717
1815,ENSRNOG00000004649,Il1b,0.9052006904,1.2590899542,4.0687677819,3.5619619681,4.4155323449
1816,ENSRNOG00000004657,Sec23a,5.3931042886,5.4490088978,5.9722659732,6.2635741468,5.8566215661
1817,ENSRNOG00000004659,Creld2,4.4672430196,4.9820350261,5.6645331324,5.6325003782,5.7935906789
1818,ENSRNOG00000004660,Fzd6,2.6825101523,3.0398779197,4.0741106798,4.5869137441,4.0418425984
1819,ENSRNOG00000004661,AABR07032862.1,-0.1060851049,0.0504629582,1.5026675011,0.8971480798,0.8633169193
1820,ENSRNOG00000004666,Prr5l,-0.2458564208,-0.4817608179,1.7632622073,1.1514761887,1.5035434389
1821,ENSRNOG00000004667,Gen1,1.6597727273,1.6379852579,2.2140944646,2.7267283497,1.9295426416
1822,ENSRNOG00000004668,Slc25a35,0.9052006904,0.5210153764,0.9727709735,0.8971480798,0.8964044584
1823,ENSRNOG00000004670,Ddx56,4.2107181791,4.1801902028,5.3990816087,5.4162634393,5.2156872269
1824,ENSRNOG00000004672,Sec14l2,7.2050174306,6.6621609706,5.1303016173,5.2042895672,4.7254112529
1825,ENSRNOG00000004673,Rbm43,1.6200592611,1.5224014728,3.5299535367,3.5528326291,2.8021351332
1826,ENSRNOG00000004677,Zeb2,3.7591939713,3.397877825,4.9267897458,4.7352757107,4.9002782826
1827,ENSRNOG00000004679,Fign,2.1526798904,1.6327924278,-0.1453807503,1.2086222957,-0.0459928204
1828,ENSRNOG00000004681,Eny2,4.4870820293,4.5618295303,5.0222281851,4.9304593656,5.3007896201
1829,ENSRNOG00000004682,Parpbp,0.6919204765,1.2101230134,1.4709384856,2.0563321,1.4840018774
1830,ENSRNOG00000004685,Mta3,3.3128311345,2.582015406,5.2642963121,5.1614410453,5.2682543266
1831,ENSRNOG00000004686,Spop,5.3171227815,5.299438106,5.7010447793,5.5983746031,5.8341995773
1832,ENSRNOG00000004687,Thbd,3.0089430442,3.1081536667,4.9675530201,4.7641547344,4.8725263808
1833,ENSRNOG00000004688,Rbfox2,2.6631005088,2.2599211328,3.5384050475,3.5636057027,3.3421146216
1834,ENSRNOG00000004692,A1bg,-0.771168893,1.1594355017,0.4222110292,-0.9545056721,-0.4636832123
1835,ENSRNOG00000004693,Pbx1,3.7773607539,3.6203241855,3.5908610399,3.6795133296,3.5760008793
1836,ENSRNOG00000004695,Celf5,-2.042283144,-2.0778818289,1.3968038244,1.7982644401,1.0737595606
1837,ENSRNOG00000004696,Arhgap5,5.1602822146,5.3137631103,5.1632375636,5.2895298522,5.0472913435
1838,ENSRNOG00000004698,Cd244,0.6131937373,0.2574261589,2.5105488523,1.8708699648,2.4841227466
1839,ENSRNOG00000004700,Nxt1,1.0909736433,1.9073895363,3.6985633863,3.8597894499,4.3481396552
1840,ENSRNOG00000004709,Foxn3,5.6438983405,5.5724619167,4.5200772223,4.5537755789,3.8802770268
1841,ENSRNOG00000004710,Rbks,4.6210188642,4.3541174175,4.6794055465,4.2346965319,4.7209781108
1842,ENSRNOG00000004711,Mta1,5.2540772112,5.019074421,5.9723947371,5.8835696172,5.7444855582
1843,ENSRNOG00000004719,Pp2d1,2.9195087534,3.0600527926,3.8279799944,3.5690713315,3.949820121
1844,ENSRNOG00000004720,Kcnj2,-0.2458564208,-0.8459196959,1.2241531101,0.4047242121,0.6198986724
1845,ENSRNOG00000004723,Fcf1,3.7315075337,3.6481645777,5.4260541205,5.0948727598,5.7777132667
1846,ENSRNOG00000004725,Cela1,3.8305275866,3.8771523654,3.5833867476,3.2191302286,4.5965020298
1847,ENSRNOG00000004726,Mapkapk2,6.5652694174,6.6041187452,6.7631274002,6.675410323,6.695487902
1848,ENSRNOG00000004727,Nup37,2.6631005088,2.3975001945,4.0197698367,4.2139129536,4.2699979476
1849,ENSRNOG00000004730,Meis2,2.3354448738,1.9073895363,1.7093449597,2.3986692983,2.2333181861
1850,ENSRNOG00000004733,Wdr25,1.4492778538,1.4398578144,2.0062173925,1.9058469272,1.7322098856
1851,ENSRNOG00000004735,Gzf1,3.7863590739,3.6109233723,4.5625492104,4.4749118038,4.5565560464
1852,ENSRNOG00000004736,Ralgps2,5.1109942169,4.4197644917,5.97978652,5.7730644501,5.7003988336
1853,ENSRNOG00000004737,Cd48,3.645109978,3.272312617,4.8353570501,4.6241467837,5.3625720509
1854,ENSRNOG00000004740,Mmadhc,5.0929751555,5.1707343737,6.3304731068,6.2799812683,6.5049095153
1855,ENSRNOG00000004741,Rpl19,7.6516009553,7.638087008,10.0359683361,9.9326632137,10.4804705588
1856,ENSRNOG00000004742,Chp1,7.444835163,7.2771630646,8.0286991299,7.8845305005,7.9882638289
1857,ENSRNOG00000004743,Cdcp1,-1.2710402838,-2.0778818289,0.6681467,0.4047242121,0.2775246716
1858,ENSRNOG00000004744,Fam84b,3.2491705664,3.3758457097,4.0794338636,3.8236635231,3.3069335253
1859,ENSRNOG00000004749,Slc30a1,5.8243381072,6.0137955367,5.8748933768,5.5631481527,5.4509396096
1860,ENSRNOG00000004751,Jkamp,3.4437183222,3.330745649,4.5472630986,4.5542165862,4.6758809502
1861,ENSRNOG00000004753,Napb,-1.6057271067,-0.8459196959,1.1039303837,1.367617501,1.4616433685
1862,ENSRNOG00000004754,Tc2n,3.3808283117,3.2360819566,3.3485530057,3.232969265,3.2568542394
1863,ENSRNOG00000004755,Commd9,4.204018238,4.2178335135,5.5935717948,5.4763987857,6.0207117802
1864,ENSRNOG00000004760,Lars2,4.3568069028,3.9756601023,4.7071123832,5.0210215465,4.6340519123
1865,ENSRNOG00000004763,Sirpa,4.813770886,4.3305425592,6.6867100565,6.6661320928,6.4335499169
1866,ENSRNOG00000004766,Glis2,1.3064610483,-0.0653345537,2.0284058374,2.037845409,2.1031031136
1867,ENSRNOG00000004772,Cytip,1.2027368821,1.0523832331,2.7826936018,2.2969376679,3.258812856
1868,ENSRNOG00000004773,Yaf2,3.1127469321,3.3869038249,4.3761473002,4.4395424957,4.5110627939
1869,ENSRNOG00000004775,Cstf1,4.2306333123,4.2240130024,5.207716653,5.0872745922,4.9914419609
1870,ENSRNOG00000004776,Ftsj1,3.0594048022,3.0989030514,4.3765797999,4.1703470223,4.2699372535
1871,ENSRNOG00000004777,Esf1,3.8041004682,3.8211852477,5.1462422766,5.2077976503,5.0278257241
1872,ENSRNOG00000004781,Crmp1,-0.9995623168,-0.6523807035,0.8284841013,0.4993671215,0.3710311519
1873,ENSRNOG00000004783,Fam171b,0.5299217162,-0.6523807035,-0.248316855,-0.0516894527,0.8964044584
