,ensembl_gene_id,external_gene_id,con1_ExpCounts,con2_ExpCounts,mic1_ExpCounts,mic2_ExpCounts,mic3_ExpCounts
1,ENSRNOG00000000017,Steap1,-2.042283144,-1.0695048655,2.1946039223,2.1294777703,2.4416463878
2,ENSRNOG00000000021,AABR07061902.1,2.310710896,2.1603261053,3.0727308362,3.2217698809,2.8521276104
3,ENSRNOG00000000024,Hebp1,5.8751148225,6.0712728486,5.5553440522,5.4240357517,5.6806276343
4,ENSRNOG00000000033,Tmcc2,3.1961389079,2.0253092354,2.2710343214,2.5828511435,3.0053719946
5,ENSRNOG00000000034,Nuak2,4.5831033091,3.0948624695,3.8495134945,3.5417561385,3.7339474825
6,ENSRNOG00000000036,Klhdc8a,2.4976383037,3.1607712009,0.2814955352,0.4993671215,-0.4636832123
7,ENSRNOG00000000040,RGD1304622,0.837551073,-0.329202058,0.8284841013,1.1514761887,0.7647658111
8,ENSRNOG00000000041,Slc26a1,7.876674633,8.075616439,7.3883320226,7.1459562454,6.8956118539
9,ENSRNOG00000000042,Xpr1,3.5844963131,3.6481645777,4.679335433,4.8786239081,4.2469333474
10,ENSRNOG00000000043,Idua,4.3392428529,4.2631270899,5.2250640499,5.1573466361,5.2753162838
11,ENSRNOG00000000044,Tmem175,2.5193890138,2.6386244986,3.855731444,3.7095186696,3.8521744356
12,ENSRNOG00000000047,Cd82,5.7140248004,5.6392760845,6.4645619681,6.3096691288,6.4212784675
13,ENSRNOG00000000048,Gak,6.2281759229,6.2546759233,7.2663491331,7.2910379087,7.1649454977
14,ENSRNOG00000000053,Crp,12.1801404908,12.3269671967,9.7100686373,9.5593128538,9.3691591885
15,ENSRNOG00000000054,Abhd8,1.8085212925,1.8763395766,2.446075538,2.5165076603,2.4416463878
16,ENSRNOG00000000062,Pcgf3,2.2073030285,2.1078257099,3.5683209822,3.5626196867,3.3187170202
17,ENSRNOG00000000064,Atp5me,5.8860808297,5.6824586701,6.1260233616,5.9577194475,6.4824037828
18,ENSRNOG00000000066,Fbxo28,3.0983673003,3.5032574151,4.1670462881,4.2953090131,4.2157635591
19,ENSRNOG00000000068,Ppp2r5a,7.2581258392,7.3794060417,6.5357066114,6.6677887533,6.6897598785
20,ENSRNOG00000000070,LOC100910207,2.2824958995,3.1606423434,5.1421273377,4.9499878011,3.9799641839
21,ENSRNOG00000000073,Tmed5,4.4101736944,4.5286144954,4.7906208549,4.8276863765,4.5958242632
22,ENSRNOG00000000075,Mtf2,2.310710896,2.3072536519,3.098024028,3.1624070967,3.420649263
23,ENSRNOG00000000081,Antxr2,4.4275327732,4.1747132712,4.181969752,4.3597980198,4.0245349901
24,ENSRNOG00000000082,Hltf,3.6251870478,3.2360819566,5.0458605136,5.1687314272,5.304557308
25,ENSRNOG00000000095,Gpr89b,5.4760850721,5.3481169695,5.7914297517,5.8230984837,5.9005052457
26,ENSRNOG00000000096,Pdzk1,5.1988046444,5.0918367998,4.703669371,4.9219840239,4.9274679262
27,ENSRNOG00000000098,Rnf115,4.6409990409,4.6890973185,6.8917533059,6.5775793608,6.6800747985
28,ENSRNOG00000000104,Thoc3,4.0179106582,4.1018223117,5.0015990688,5.1542590947,5.0060911825
29,ENSRNOG00000000105,Cplx2,1.4492778538,0.3507436427,2.7021662041,2.8395712494,2.5253841857
30,ENSRNOG00000000108,Aga,4.484153931,4.5435151434,5.7452546329,5.568615512,5.9989056034
31,ENSRNOG00000000111,Coprs,1.2555309351,1.0523832331,2.4786723252,2.37390098,2.732487849
32,ENSRNOG00000000112,Champ1,4.6210188642,4.1415383145,4.8157162347,5.0335297141,4.4045165866
33,ENSRNOG00000000113,Elac1,2.3597619427,1.710197421,2.2439834856,2.6030263153,2.2580080019
34,ENSRNOG00000000121,Pigv,1.9108106527,2.0808412409,3.1188543146,3.777195607,3.3986118913
35,ENSRNOG00000000122,Ak2,7.2099582295,7.1532039511,7.1689203638,7.2601493957,7.0634171572
36,ENSRNOG00000000123,Rnf19b,2.7392198108,2.7108054595,4.5086395667,4.4032842293,4.37095547
37,ENSRNOG00000000127,Kpna6,5.6971382186,5.7779759958,6.3471306607,6.388881823,6.0881838294
38,ENSRNOG00000000130,Dnajb5,3.7863590739,3.923454571,3.9633017957,4.1785941296,3.9463302951
39,ENSRNOG00000000133,Txndc15,5.2387856089,5.23685716,5.5819544372,5.6679530773,5.7078557503
40,ENSRNOG00000000137,Ly86,1.7727471134,1.5224014728,3.2473795825,2.8753058913,3.7772920398
41,ENSRNOG00000000142,Plxdc2,-0.771168893,0.599163856,1.6816113768,1.8350239003,1.5838606095
42,ENSRNOG00000000145,Pik3r3,-0.40063611,0.3507436427,0.6681467,1.5108167447,1.0170296647
43,ENSRNOG00000000150,Dnajc1,4.7645319353,4.7374163374,5.2003573329,5.4222853439,5.3163601479
44,ENSRNOG00000000151,Ldlrap1,2.5408166652,1.9675538319,3.2568076775,3.1328914565,2.9759084402
45,ENSRNOG00000000155,Cog3,3.6049851342,3.7111093827,4.4601655196,4.9133296878,4.5059182843
46,ENSRNOG00000000156,LOC100911486,0.3474039476,0.9367460903,1.8654039048,2.037845409,1.5838606095
47,ENSRNOG00000000157,Atg12,4.830745514,5.015373791,5.8654488717,5.8294203577,5.7033233036
48,ENSRNOG00000000158,Cdo1,9.2634101316,9.5048151981,6.1453270985,5.8450485793,6.6413162012
49,ENSRNOG00000000161,Chm,3.3856916706,3.0398779197,4.4924490202,4.4514288724,4.1911030504
50,ENSRNOG00000000164,Lamp2,8.0826304068,7.9832248987,8.6024087967,8.5472981345,8.9456439088
51,ENSRNOG00000000165,Pfkfb1,4.907477046,5.8338343774,3.7327486071,3.9122508084,3.9156227535
52,ENSRNOG00000000166,Apex2,2.5408166652,2.5029063881,3.3211335534,3.7863281664,3.6801542442
53,ENSRNOG00000000167,Alas2,2.7937843721,3.953517213,-0.7543163191,0.303433963,-0.3106183763
54,ENSRNOG00000000168,Gatm,4.8180771805,4.3870940444,4.1918336507,4.3020861331,4.1634021512
55,ENSRNOG00000000169,Spata5l1,1.2048861571,1.8446066272,2.9775212312,3.0417971878,2.8353270937
56,ENSRNOG00000000170,Slc30a4,4.9238794108,5.1578807829,5.8145972505,5.8923165764,5.8030590903
57,ENSRNOG00000000172,Sqor,4.7276358794,5.0048248643,5.9980879099,6.5593786224,7.5499855721
58,ENSRNOG00000000175,Mier2,3.0543479224,2.35308247,4.3408100861,4.4031006289,3.9741643739
59,ENSRNOG00000000177,Plpp2,3.455048752,2.8768814867,5.8076539069,5.8685548215,5.6529222834
60,ENSRNOG00000000184,Tmprss6,8.544078639,8.5858520088,7.4483593181,7.3646436578,7.386105959
61,ENSRNOG00000000185,Mpst,6.1794843462,6.1771734789,5.7995001254,5.706429301,5.6714438489
62,ENSRNOG00000000186,Tst,8.004261834,8.0994286206,7.0743441712,6.8061315786,7.131806798
63,ENSRNOG00000000187,Csf2rb,3.0543479224,2.9532603008,6.1423672054,5.8693303281,5.4957446031
64,ENSRNOG00000000190,AABR07058539.1,3.0242373316,2.8924841676,3.3566431659,3.3391474043,2.5455806476
65,ENSRNOG00000000195,Vwa5a,2.2129202885,2.1590366136,4.6975550234,4.489396872,4.8279966273
66,ENSRNOG00000000201,Gsta5,10.1467905555,9.3527998642,10.4878026091,10.4171454224,10.6175780581
67,ENSRNOG00000000204,Syncrip,4.9157015386,5.0714193,6.0574502842,6.0195471303,5.8787601056
68,ENSRNOG00000000219,Ano10,4.8950517218,4.8375378244,5.2003573329,5.1061955024,5.1445105846
69,ENSRNOG00000000221,Abhd5,6.2265239753,6.0646082095,5.821888498,6.0114803605,5.8239214815
70,ENSRNOG00000000230,Lmf1,4.4672430196,4.2302275347,4.9299462004,4.9387163282,4.8882691819
71,ENSRNOG00000000231,Kctd17,-0.2458564208,-0.1912440573,1.7632622073,1.2635907904,1.0737595606
72,ENSRNOG00000000236,Zfp207,5.5725049051,5.3253055295,6.2689148976,6.3890672417,6.3950828804
73,ENSRNOG00000000237,RGD1310429,1.9108106527,1.2590899542,1.889848087,1.9399959351,1.5838606095
74,ENSRNOG00000000239,Ccl7,-2.6712702178,-2.0778818289,3.9747736046,3.519344722,4.234546126
75,ENSRNOG00000000244,Coil,1.4939055888,1.710197421,2.5279410516,2.446965641,2.3978813878
76,ENSRNOG00000000245,Slc16a6,2.2599332581,1.5224014728,4.7841152047,4.8836332858,4.1903335933
77,ENSRNOG00000000246,Amz2,4.4217695904,4.1415383145,5.3332735859,5.388679424,5.3163601479
78,ENSRNOG00000000247,Mfsd11,2.7392198108,2.9827144599,5.3922322092,5.3157438535,5.4482601821
79,ENSRNOG00000000248,Srsf2,6.5133067897,6.7850406636,7.7603703298,7.6174539065,7.6575676641
80,ENSRNOG00000000249,Mettl23,2.453127683,2.4824322549,2.6601517146,2.3986692983,3.318482291
81,ENSRNOG00000000250,Jmjd6,2.475554644,2.8290346983,4.6545840026,4.6908434614,4.836136222
82,ENSRNOG00000000257,Smpd3,3.6351829034,3.2304452474,3.2847278263,3.519344722,3.0342458504
83,ENSRNOG00000000258,Prmt7,3.4885157176,3.5726953052,5.0321175006,5.0408255484,5.1873344875
84,ENSRNOG00000000262,Zfp821,1.4939055888,1.8121599645,1.8152368115,1.2086222957,1.9897461557
85,ENSRNOG00000000264,Def8,5.6586743804,5.4332539153,5.7165019804,5.5929654178,5.2776424847
86,ENSRNOG00000000279,Rtn4ip1,4.1067975121,2.6384394439,4.389151958,4.4395424957,4.2834693644
87,ENSRNOG00000000281,Prodh1,6.6807637365,6.7353668359,3.2661745592,3.0729080463,3.0053719946
88,ENSRNOG00000000283,Ess2,2.0368080485,2.2599211328,3.7857488885,3.6795133296,3.5760008793
89,ENSRNOG00000000288,Scarf2,0.2466857824,1.1069020893,2.0284058374,1.7218104106,2.2081984689
90,ENSRNOG00000000299,Foxo3,4.0630385354,4.6204859908,4.0086516611,4.0957403091,3.2709943316
91,ENSRNOG00000000302,Sesn1,4.1700437075,4.7460303558,3.9045332076,4.0748378457,4.1314223261
92,ENSRNOG00000000303,Cep57l1,0.9698197176,1.4398578144,3.1188543146,3.1478708612,3.4530867239
93,ENSRNOG00000000304,Cd164,9.8430506769,9.8945905313,9.3413262861,9.3048794336,9.0759315074
94,ENSRNOG00000000306,Smpd2,2.8970872352,2.9383046065,3.6985633863,3.7095186696,3.7339474825
95,ENSRNOG00000000307,Mical1,0.6131937373,0.9957229428,2.4624659926,1.8708699648,2.7681615093
96,ENSRNOG00000000308,Zbtb24,2.5193890138,2.2837814967,3.3408605656,3.4499426623,3.1039991682
97,ENSRNOG00000000312,Fig4,4.3926031978,4.4035217456,4.5356912782,4.6655544711,4.3989770044
98,ENSRNOG00000000314,Sec63,7.4462410496,7.4062156271,7.3892324872,7.5829187694,7.3076629354
99,ENSRNOG00000000321,Cd24,1.2027368821,0.8752551453,3.4496038245,3.4139481125,3.0342458504
100,ENSRNOG00000000322,Atg5,4.0255306823,4.1423868418,5.066031545,4.9847154117,4.9951182351
101,ENSRNOG00000000323,Prdm1,-0.5740393878,0.4383900585,2.0929942941,1.0919727918,1.6307451265
102,ENSRNOG00000000327,Hace1,3.6647615255,3.2360819566,4.6510131625,4.5440391535,4.6245895425
103,ENSRNOG00000000340,Rtraf,6.0877802314,6.1514667759,7.0505136632,7.0659611234,7.4070303665
104,ENSRNOG00000000341,Nid2,3.0691707854,2.8086205093,3.420368779,3.4681938345,3.0498835525
105,ENSRNOG00000000378,AABR07044914.1,6.2834043648,6.3972788328,4.5093102456,4.2747176201,4.1335587206
106,ENSRNOG00000000386,Pbld1,6.7582461228,6.5199809532,5.9952462173,5.7977165094,6.271692294
107,ENSRNOG00000000387,Slc25a16,5.4887646605,5.4117324023,4.7853861112,5.0758017782,4.6986057347
108,ENSRNOG00000000390,LOC100910755,0.3474039476,-0.0062743026,1.1652936854,1.487915636,0.9275193861
109,ENSRNOG00000000392,Supv3l1,4.040651041,4.3648953493,5.0985113356,4.9682216022,4.9389655738
110,ENSRNOG00000000394,Srgn,2.97785929,2.9532603008,4.3120663899,3.7291810468,4.5763237542
111,ENSRNOG00000000395,Kif1bp,2.0666600987,2.543003064,3.92832868,3.8686813343,3.7073015699
112,ENSRNOG00000000396,Ddx50,4.2567662682,4.4519220796,5.3728530508,5.1972477059,5.4589481628
113,ENSRNOG00000000397,Ccar1,4.7781282616,5.2722935753,5.8779514857,6.0510581449,5.7475182683
114,ENSRNOG00000000398,Zup1,2.6434261678,2.582015406,3.6203768976,3.5963072739,3.6555558525
115,ENSRNOG00000000407,Dcbld1,2.6825101523,2.6386244986,3.0662035867,3.6895846084,2.9458305968
116,ENSRNOG00000000408,Gopc,4.5039815245,4.7921352153,5.1445164474,5.2552221478,5.0309092174
117,ENSRNOG00000000411,Nus1,5.240587279,5.6775363292,6.1537794645,6.1851276345,6.0616075261
118,ENSRNOG00000000414,Cep85l,2.2599332581,3.6754778757,1.889848087,2.2156360813,1.418489905
119,ENSRNOG00000000415,Asf1a,3.0691707854,2.7626658466,4.72420526,4.6908434614,4.7012187892
120,ENSRNOG00000000417,Numa1,6.0264999351,5.6891744573,6.7289262673,6.8958559922,6.2519005932
121,ENSRNOG00000000418,Zbtb12,1.403225435,0.8752551453,1.9375279704,2.3230509675,1.6965280199
122,ENSRNOG00000000419,Cfb,3.9906855363,3.9303490768,2.3184472588,0.8382515754,2.216788337
123,ENSRNOG00000000420,Nelfe,3.8041890723,3.6844685936,5.1122104771,5.1469681198,5.3075170829
124,ENSRNOG00000000421,Skiv2l,5.5386634569,5.5136454601,6.4852437856,6.5703211455,6.2589205419
125,ENSRNOG00000000422,Dxo,2.6434261678,2.4192065396,3.7595252805,3.7291810468,3.6147503815
126,ENSRNOG00000000423,AABR07044388.1,0.2466857824,0.0504629582,2.073279359,1.9058469272,2.0452699438
127,ENSRNOG00000000431,Atf6b,5.1074083641,5.3308991516,6.4213231413,6.3562506329,6.2158381155
128,ENSRNOG00000000432,Fkbpl,1.698422213,2.1078257099,3.6635484329,3.6795133296,3.6801542442
129,ENSRNOG00000000433,Prrt1,-0.40063611,-0.8459196959,1.9138849923,0.8971480798,2.0189312849
130,ENSRNOG00000000435,Ppt2,3.7773607539,3.8927521329,4.4317286966,4.3279138218,4.4202433828
131,ENSRNOG00000000437,Agpat1,2.453127683,2.4405911327,3.9400808376,3.9877346883,4.1447231804
132,ENSRNOG00000000438,Rnf5,5.0783960919,5.0367345807,5.6375046476,5.5128163827,5.7989006431
133,ENSRNOG00000000440,Pbx2,4.386639319,4.0260423054,5.0486586126,4.9846745136,5.0526992132
134,ENSRNOG00000000441,Gpsm3,0.837551073,0.2574261589,2.3612080071,1.7605438157,2.5654982757
135,ENSRNOG00000000442,Notch4,1.9751844074,2.4616633733,3.3389976084,3.0417971878,2.0189312849
136,ENSRNOG00000000443,LOC103689965,10.2311757215,10.5158768516,8.7128587685,8.6246634432,6.9056863877
137,ENSRNOG00000000451,RT1-Ba,4.6210188642,3.9973239656,5.7485999312,4.2886986856,5.7360521698
138,ENSRNOG00000000455,LOC103689996,4.8056064535,4.632010798,6.5313820275,6.8901031125,6.0345860392
139,ENSRNOG00000000456,Psmb8,5.1322182892,5.1579776123,7.1753853307,6.9012827283,7.1525303598
140,ENSRNOG00000000457,Tap1,4.7690782962,4.451711456,6.911146252,6.9023981048,6.4825609257
141,ENSRNOG00000000459,Psmb9,4.2632262069,4.0540613795,6.5254266673,6.413578736,6.3164567904
142,ENSRNOG00000000461,LOC108348112,5.9750890684,5.8095695543,6.4637683904,6.3680567264,5.9069205008
143,ENSRNOG00000000464,Rxrb,4.1210937771,4.1678697928,4.8378719826,4.7986683598,4.60739929
144,ENSRNOG00000000465,Slc39a7,6.4630126297,6.373153753,7.2520301392,7.5341435208,7.2373273481
145,ENSRNOG00000000466,Hsd17b8,3.8563938611,3.9460600771,5.2027983535,4.9219840239,5.2806579369
146,ENSRNOG00000000467,Ring1,4.0331106705,4.1415383145,4.7275996673,4.725519462,4.610278594
147,ENSRNOG00000000470,Vps52,5.062372322,5.2455400364,6.2860179926,6.5469682544,5.9531641792
148,ENSRNOG00000000471,B3galt4,2.7205631825,2.0808412409,2.0929942941,1.7605438157,2.0189312849
149,ENSRNOG00000000473,Pfdn6,4.4275327732,4.3309434184,5.728410787,5.5214688629,6.0062110123
150,ENSRNOG00000000474,Rgl2,3.5637123173,3.2841900936,4.3805095996,4.4273166519,4.4264646288
151,ENSRNOG00000000476,Zbtb22,3.2950353147,3.4620245789,4.3674699673,4.4807232948,4.005851493
152,ENSRNOG00000000477,Daxx,3.8306145824,4.1415383145,5.1340923121,5.2319459749,4.9275448814
153,ENSRNOG00000000478,AA926063,3.0429798034,3.259614807,5.281696405,5.1725423855,5.1615901648
154,ENSRNOG00000000479,Kifc1,0.9698197176,0.9367460903,2.7021662041,3.6995860679,2.9151123033
155,ENSRNOG00000000480,Phf1,4.2379327889,4.1545376775,6.0247532507,6.0562631702,5.9314368702
156,ENSRNOG00000000481,Cuta,4.5004315156,4.6298248992,5.5394982565,5.3287227063,5.5467344586
157,ENSRNOG00000000483,Syngap1,1.403225435,0.8752551453,2.7953002915,2.0690406861,2.0475376987
158,ENSRNOG00000000485,Bak1,1.6200592611,2.0253092354,4.2512931786,4.482867627,4.2411865165
159,ENSRNOG00000000488,Hmga1,-1.6057271067,-0.329202058,2.8152191015,1.6410769428,2.3296391717
160,ENSRNOG00000000490,Rps10,4.7838007283,4.6673132739,5.8839266403,7.0636784986,7.2036372722
161,ENSRNOG00000000493,Snrpc,4.0777728288,4.2362931371,5.9992960427,5.5522336725,6.0025629319
162,ENSRNOG00000000495,Uhrf1bp1,2.6434261678,2.7795464843,4.0362880776,4.4807232948,3.9233611315
163,ENSRNOG00000000498,Anks1a,3.9067753726,3.5726953052,4.4101749674,4.4454979255,4.1839054408
164,ENSRNOG00000000501,Zfp523,3.7315075337,3.4620245789,3.7987809029,3.8236635231,3.8602597613
165,ENSRNOG00000000502,Def6,-0.2458564208,-0.6523807035,1.1451278682,0.4993671215,1.2316793053
166,ENSRNOG00000000503,Ppard,5.2956351326,6.0281161246,4.3122020468,4.2820579305,3.7601101688
167,ENSRNOG00000000504,Fance,3.4322982023,3.2114126197,2.9431288858,3.2602553417,3.3304050502
168,ENSRNOG00000000505,Rpl10a,6.8170899655,6.8258670776,8.9719852075,8.8899183013,9.4339969712
169,ENSRNOG00000000506,Tead3,3.4939089806,3.6446677014,4.7666000022,4.8915075851,4.4724462685
170,ENSRNOG00000000511,Srpk1,3.7221593768,4.2548213774,5.6513145477,5.6013650384,5.4562569109
171,ENSRNOG00000000512,Slc26a8,4.7094429936,4.9197837981,4.2016305663,4.321451543,3.7339474825
172,ENSRNOG00000000513,Mapk14,6.6856175089,6.984096925,6.7922960514,6.8573086355,6.607912377
173,ENSRNOG00000000515,Mapk13,-1.2710402838,-2.0778818289,0.4877356481,0.8258859755,0.7647658111
174,ENSRNOG00000000517,Kctd20,2.8290469574,2.7626658466,4.5745871526,4.5486942813,4.1708975604
175,ENSRNOG00000000519,Stk38,5.0185221363,4.9498476676,5.9994926198,6.2816467192,5.7691504175
176,ENSRNOG00000000520,Srsf3,6.4138078822,6.5909940555,7.2278267524,7.3122876608,7.3981028734
177,ENSRNOG00000000521,Cdkn1a,4.6360298783,6.1003175507,5.8245855064,6.179832347,5.6811754375
178,ENSRNOG00000000523,Ppil1,2.1526798904,2.5230940219,5.2436759906,5.0603613762,5.0385179862
179,ENSRNOG00000000524,RGD735065,6.7798304397,6.6194358058,7.2516824204,7.1199857902,7.3263663165
180,ENSRNOG00000000525,Pi16,-2.6712702178,-2.0778818289,1.9138849923,1.2635907904,2.5253841857
181,ENSRNOG00000000527,Mtch1,5.2829751091,5.3567197359,6.8146520023,6.7533002069,6.9413564059
182,ENSRNOG00000000528,Fgd2,1.7360632449,1.9073895363,3.1084767656,3.0100006283,3.376232667
183,ENSRNOG00000000529,Pim1,1.3556543617,2.1858768171,2.7295111484,2.707032287,2.1301033584
184,ENSRNOG00000000531,Ccdc167,2.3836759247,2.2356595028,2.9891072541,2.8029289536,3.1429627118
185,ENSRNOG00000000532,Cmtr1,6.0528399248,5.96491456,7.145795686,7.1106650874,6.8757578377
186,ENSRNOG00000000540,Btbd9,2.5193890138,2.7795464843,4.3674699673,4.3660911646,4.4746599272
187,ENSRNOG00000000541,Glo1,5.6759660837,5.6111676599,6.1618062603,6.147426662,6.6529406393
188,ENSRNOG00000000543,Frk,4.6109240425,4.4569678428,5.6941213921,5.541069134,5.4879382747
189,ENSRNOG00000000546,Nt5dc1,4.813770886,4.7200324507,6.0076409978,5.8923383775,6.0475140229
190,ENSRNOG00000000547,Tspyl4,1.9108106527,2.2599211328,0.8284841013,0.303433963,0.2775246716
191,ENSRNOG00000000549,Tspyl1,5.3960465842,5.5287007102,5.5347200682,5.5130432532,5.5542298489
192,ENSRNOG00000000551,Fam241b,4.1352497634,3.6389440127,5.045969279,4.8609082676,5.1012637135
193,ENSRNOG00000000552,Col13a1,2.6434261678,2.4051346202,1.8654039048,2.6574038195,2.6795532779
194,ENSRNOG00000000557,Sar1a,7.6675289715,7.79021126,8.2932593118,8.2392224048,8.3621025303
195,ENSRNOG00000000560,Lrrc20,2.8463602196,2.543003064,3.8180152933,3.6693712499,3.835866563
196,ENSRNOG00000000561,Pald1,6.1307354878,6.3169385975,4.5161962295,4.9599242446,4.7775728714
197,ENSRNOG00000000562,Prf1,1.4939055888,1.396744637,1.335123506,1.9399959351,1.5442608754
198,ENSRNOG00000000563,Adamts14,0.7665725517,1.6004769004,2.446075538,2.446965641,2.0755879025
199,ENSRNOG00000000565,Sgpl1,7.2186430647,6.0646082095,7.4950905301,7.5868172931,7.3749893
200,ENSRNOG00000000566,Pcbd1,7.5502725121,7.5130801002,7.0535326883,6.7769084572,7.2134619065
201,ENSRNOG00000000567,Unc5b,1.5792215715,2.0533424129,5.5353981025,5.2525751187,5.6247456424
202,ENSRNOG00000000568,Slc29a3,3.1127469321,2.9827144599,4.3232827295,4.0748378457,4.5110627939
203,ENSRNOG00000000569,Vsir,2.3129544003,2.8403417181,4.6366407578,4.3971515909,4.7651388813
204,ENSRNOG00000000571,Psap,8.9814330486,9.0718043848,10.4934209439,10.2863904662,10.4408465362
205,ENSRNOG00000000576,Anapc16,3.0393711806,3.134767901,4.0308029846,4.067133141,3.96893949
206,ENSRNOG00000000579,Marcks,3.7315075337,4.0609819398,4.9931625834,4.6403335997,5.2883488962
207,ENSRNOG00000000581,Cdc40,4.631043541,4.6010551726,5.4754663577,5.5376443141,5.4695575451
208,ENSRNOG00000000582,Ddo,1.877513572,1.8446066272,2.1345007887,1.6820083354,1.5838606095
209,ENSRNOG00000000583,Cdk19,3.5319638903,3.2841900936,4.3543553175,4.4632181169,4.1447231804
210,ENSRNOG00000000585,Amd1,4.6409990409,5.3953437016,6.94260991,6.8449933544,7.0079276827
211,ENSRNOG00000000586,Gtf3c6,3.9231856717,3.9623412692,4.5319297779,4.6188862486,4.5958242632
212,ENSRNOG00000000587,Rpf2,2.2599332581,2.6930959527,4.4642406858,4.3471287731,4.4587730508
213,ENSRNOG00000000588,Slc16a10,3.1688736828,3.1215883552,2.5570807352,2.4936974269,2.6045271024
214,ENSRNOG00000000589,RGD1310495,2.9861619268,2.4166189564,2.7304588969,2.5014934391,2.2714094268
215,ENSRNOG00000000590,Naglt1,0.469526741,-0.3248654969,2.5210719088,1.5778503262,2.3160649999
216,ENSRNOG00000000593,Rev3l,4.2173871492,3.9756601023,4.6687796314,4.6807809974,4.4100349797
217,ENSRNOG00000000595,Traf3ip2,3.5104033583,3.081311543,3.9459212104,4.1642208897,3.6431444304
218,ENSRNOG00000000596,Fyn,2.1245726711,2.7965636353,4.3679920817,3.8392181874,4.3481396552
219,ENSRNOG00000000598,Tube1,1.2761192308,1.3523032821,1.3699470855,1.7802815769,1.6746874627
220,ENSRNOG00000000599,Lama4,3.2360942838,2.8127265214,3.4985075635,3.6175629861,3.2830738127
221,ENSRNOG00000000604,Hdac2,5.3543284069,5.5558514699,5.4406054745,5.5801653079,5.645947085
222,ENSRNOG00000000609,Ipmk,4.8340037824,4.8213260244,4.6050250914,4.4690768081,4.2466866424
223,ENSRNOG00000000610,Cisd1,5.8604691202,5.8314079646,5.7781344516,5.7695080867,6.1793358385
224,ENSRNOG00000000611,Ube2d1,1.9433565488,2.1237774001,3.5221560676,3.767719683,3.1963131656
225,ENSRNOG00000000613,Tfam,4.8698753483,4.5968707637,5.6083406767,5.6378676405,5.7648498585
226,ENSRNOG00000000614,Bicc1,2.7205631825,2.1603261053,5.6695715522,5.0804401304,5.3603504349
227,ENSRNOG00000000622,Hint1,6.5503979002,6.6334665514,7.5188191439,7.4091980302,7.9445520888
228,ENSRNOG00000000632,Cdk1,1.3064610483,1.9967205296,3.5833867476,4.2139129536,4.1380880815
229,ENSRNOG00000000633,Rhobtb1,5.6389391713,5.4973604288,5.5103720665,5.3187643279,5.3557253489
230,ENSRNOG00000000634,Cabcoco1,-1.2710402838,-0.6523807035,0.7235961884,1.4646451272,1.2316793053
231,ENSRNOG00000000635,Arid5b,3.2621293922,3.4409576522,4.5549264,4.3282361771,3.6617680118
232,ENSRNOG00000000638,Zfp365,-2.042283144,-2.0778818289,0.7669986356,0.4047242121,-0.6349364916
233,ENSRNOG00000000639,Ado,1.3556543617,1.3523032821,2.6168768738,2.7653316908,2.3978813878
234,ENSRNOG00000000640,Egr2,-0.5740393878,-0.4817608179,1.8405384058,1.5108167447,1.8984717924
235,ENSRNOG00000000641,Nrbf2,5.318891304,6.0173579004,4.6160926383,4.5419283177,4.4571746987
236,ENSRNOG00000000645,Reep3,7.5101532187,7.5183253986,7.288283131,7.4053915133,7.1828101437
237,ENSRNOG00000000648,Jmjd1c,6.1294277861,6.3538266659,6.2021623924,6.3624962872,5.888596869
238,ENSRNOG00000000653,Nr5a2,6.0217072392,5.4063354476,5.2329437699,5.504454048,5.2003230598
239,ENSRNOG00000000655,Ptprc,3.7500240683,4.0471074614,5.8798290085,5.5299016065,6.0703465595
240,ENSRNOG00000000657,Nek7,2.8803756298,2.9827144599,3.8495134945,3.9958740777,3.793174063
241,ENSRNOG00000000658,Acacb,6.2380480818,6.4439279428,6.3583524301,6.7042465199,6.008031599
242,ENSRNOG00000000661,Hps4,4.204018238,4.0747242566,4.3322291109,4.3971515909,3.8842473658
243,ENSRNOG00000000662,Srrd,0.9698197176,1.1069020893,1.5029844627,1.7218104106,1.8984717924
244,ENSRNOG00000000663,Tfip11,4.3748160701,4.5680125784,5.4713013404,5.5356078462,5.1809252076
245,ENSRNOG00000000664,Tpst2,5.0375269576,4.949922234,4.8099636174,4.9515788903,5.0242679421
246,ENSRNOG00000000665,Pitpnb,5.0413281321,5.1739299573,5.8185340069,5.950052676,5.6686381411
247,ENSRNOG00000000692,Ung,4.9030576144,4.6251630016,5.1353962609,4.8961246448,4.648130109
248,ENSRNOG00000000695,Ssh1,2.5193890138,1.481719904,3.5579093809,3.7291810468,2.9759084402
249,ENSRNOG00000000697,Coro1c,5.5834649908,5.2666471929,6.4819312391,6.3471493164,6.4332112018
250,ENSRNOG00000000699,Selplg,1.2027368821,1.6379852579,3.8742260972,3.3391474043,3.835866563
251,ENSRNOG00000000700,Tmem119,-0.5740393878,-0.329202058,1.0615217983,0.9650552509,2.0189312849
252,ENSRNOG00000000701,Iscu,6.0245999766,6.1627216086,6.8309736169,6.6779419249,7.1664542439
253,ENSRNOG00000000702,Sart3,3.442808032,3.8613820732,5.0127715181,5.0292930588,4.6150647007
254,ENSRNOG00000000704,Cmklr1,1.3556543617,1.2590899542,3.8306972161,3.4733330142,3.6337417032
255,ENSRNOG00000000718,Cggbp1,5.1809008453,4.9393325819,5.8549026432,5.8407168294,5.8287503888
