"geneNames","geneIDs.bg_rn4_filt.","feature","id","fc","pval","qval"
"Xkr9","Xkr9","transcript","12879",155.499287513366,0.0628297072241203,0.768686649185781
"Wdr73","Wdr73","transcript","1022",16.8190049723109,0.0628790224616813,0.768686649185781
"Fkbp2","Fkbp2","transcript","1999",772.340886509876,0.0629649710220439,0.768686649185781
"Iah1","Iah1","transcript","14133",187.938155648807,0.0630030716418069,0.768686649185781
"Hsd17b4","Hsd17b4","transcript","7859",27.0387156303627,0.0631407444745296,0.768686649185781
"Edc4","Edc4","transcript","8303",0.0161868151783805,0.0631716359426389,0.768686649185781
"Asah1","Asah1","transcript","6889",439.257308589292,0.0632037425661274,0.768686649185781
"Mrpl1","Mrpl1","transcript","5596",406.28328586231,0.0632108789019847,0.768686649185781
"Zkscan1","Zkscan1","transcript","4592",0.0187571674183602,0.0634479181266527,0.768686649185781
"Snx15","Snx15","transcript","1971",0.068523458896928,0.0634843673990138,0.768686649185781
"Rpl4","Rpl4","transcript","16446",19.4724906437492,0.0634928366391816,0.768686649185781
"Cactin","Cactin","transcript","14836",0.0169533606494399,0.0635307637790363,0.768686649185781
"Ccdc12","Ccdc12","transcript","16786",16.002963715999,0.0636486753575198,0.768686649185781
"Sp1","Sp1","transcript","15808",0.0311114678845262,0.0639439514717355,0.768686649185781
"Serpinb9","Serpinb9","transcript","7347",426.253241773344,0.063975846465209,0.768686649185781
"Tdrd7","Tdrd7","transcript","13107",0.0544942587889562,0.0640636788164424,0.768686649185781
"Igfbp2","Igfbp2","transcript","17259",19287979492.9692,0.0642281998649639,0.768686649185781
"Ngly1","Ngly1","transcript","6108",24.4798769279366,0.0642361861813671,0.768686649185781
"Ddx58","Ddx58","transcript","13026",0.000148333962187063,0.0642427783219887,0.768686649185781
"Cd9","Cd9","transcript","12638",356.175623490812,0.0643885511016876,0.768686649185781
"Gosr2","Gosr2","transcript","3724",5.47027473036393,0.0644743560746677,0.768686649185781
"Slc41a2","Slc41a2","transcript","15033",0.00339241727675276,0.064489253393233,0.768686649185781
"Ndufb5","Ndufb5","transcript","8875",108.158637034643,0.0645158892355495,0.768686649185781
"Brd4","Brd4","transcript","14966",0.00245438943315407,0.0645448895436154,0.768686649185781
"Scaf4","Scaf4","transcript","4006",0.00533158555262229,0.0645519668438148,0.768686649185781
"Rpl32","Rpl32","transcript","12490",56664.4571513401,0.0645666265209586,0.768686649185781
"Snx7","Snx7","transcript","9446",98.7683257366779,0.0648607917220214,0.768686649185781
"Rabggta","Rabggta","transcript","6308",4.79130208631892,0.0650966338372323,0.768686649185781
"Lypla2","Lypla2","transcript","13691",2.40015779077555,0.0652267168535861,0.768686649185781
"Rps3a","Rps3a","transcript","9064",518.977801474725,0.0652507190706694,0.768686649185781
"Psph","Psph","transcript","4707",75.9950901561761,0.0653898687288891,0.768686649185781
"Larp4b","Larp4b","transcript","7518",0.0109963917053723,0.065709436802327,0.768686649185781
"Rpl27a","Rpl27a","transcript","1426",18423.1793079052,0.0658474174631074,0.768686649185781
"Trem2","Trem2","transcript","16922",91398.0791422681,0.0660496576801913,0.768686649185781
"Dhtkd1","Dhtkd1","transcript","7562",0.0545324866933573,0.0660790324907441,0.768686649185781
"Ypel3","Ypel3","transcript","1564",69.4284783241138,0.0660826857999437,0.768686649185781
"Exosc4","Exosc4","transcript","15435",8.66374905199231,0.0661563715016829,0.768686649185781
"Gigyf1","Gigyf1","transcript","4614",0.021523872703007,0.0662518685942721,0.768686649185781
"Ubap2","Ubap2","transcript","13043",0.0244614127091277,0.0662981186493046,0.768686649185781
"Fndc3a","Fndc3a","transcript","6477",0.0208534568276465,0.0664051939277905,0.768686649185781
"Itih4","Itih4","transcript","6632",5.07446896432325e-05,0.066422911571568,0.768686649185781
"Rps5","Rps5","transcript","395",679.194324935578,0.066890322464111,0.768686649185781
"Gadd45g","Gadd45g","transcript","7242",0.0471647362185001,0.0668953387227702,0.768686649185781
"Clmn","Clmn","transcript","14517",0.00188899851630589,0.0669264779709559,0.768686649185781
"Vmp1","Vmp1","transcript","3425",190.108020116534,0.066979828660171,0.768686649185781
"Urb1","Urb1","transcript","4011",0.00248984647223175,0.066993078060342,0.768686649185781
"Cdk5","Cdk5","transcript","11770",132.192850803602,0.0670282613060681,0.768686649185781
"Sash3","Sash3","transcript","18112",1501.62199961777,0.0670415883718665,0.768686649185781
"Sdf2","Sdf2","transcript","3292",152.181069312468,0.0670787473167216,0.768686649185781
"Tfrc","Tfrc","transcript","4246",0.0146317062319456,0.0671043638528341,0.768686649185781
"Bag6","Bag6","transcript","9772",0.0205777253265375,0.0671559081537916,0.768686649185781
"Osmr","Osmr","transcript","8716",0.00469602018105961,0.0671814998757423,0.768686649185781
"Ulk1","Ulk1","transcript","4891",0.000297928067359536,0.0672509281227172,0.768686649185781
"Lpp","Lpp","transcript","4294",0.000577801952012807,0.0672734045808351,0.768686649185781
"Disp1","Disp1","transcript","5427",0.0162075353624681,0.0673462293864455,0.768686649185781
"Plekhm1","Plekhm1","transcript","3721",0.0108048345076538,0.0675947175681597,0.768686649185781
"Vcl","Vcl","transcript","6065",0.0965472540041105,0.0676401769261314,0.768686649185781
"Shpk","Shpk","transcript","3194",0.0198953909838342,0.067710736039051,0.768686649185781
"Eif2s2","Eif2s2","transcript","11441",80.9741671759725,0.0678735240729971,0.768686649185781
"Ing2","Ing2","transcript","6863",39.9038833076734,0.0678871802821598,0.768686649185781
"Chmp5","Chmp5","transcript","13038",8.64711757143536,0.0680772802989424,0.768686649185781
"Tie1","Tie1","transcript","13444",37.5868309784681,0.068389013946031,0.768686649185781
"Pnkd","Pnkd","transcript","17278",0.00427785817814154,0.0684156272269245,0.768686649185781
"Rps4x","Rps4x","transcript","17988",15818.2847651376,0.0685091428986077,0.768686649185781
"Atraid","Atraid","transcript","14061",10.0154721115871,0.0685730689652118,0.768686649185781
"Gba2","Gba2","transcript","13076",3.96270452546186,0.0687545611556106,0.768686649185781
"Edf1","Edf1","transcript","10267",38.0876568810583,0.0689173352428856,0.768686649185781
"Csmd1","Csmd1","transcript","7042",0.00221357351941287,0.0689541495178778,0.768686649185781
"Tcea2","Tcea2","transcript","11709",9401.15604678731,0.0690492447491029,0.768686649185781
"Lias","Lias","transcript","5762",5.42870882900413,0.06940286648523,0.768686649185781
"Nagk","Nagk","transcript","12304",156.336170891852,0.0694056518613166,0.768686649185781
"Fpgt","Fpgt","transcript","9608",3.58489827159707,0.0694827689968119,0.768686649185781
"Glcci1","Glcci1","transcript","11880",0.0239431768711966,0.0695756736026311,0.768686649185781
"Krtcap2","Krtcap2","transcript","9133",23.5203308889249,0.0696961786072217,0.768686649185781
"Aldh8a1","Aldh8a1","transcript","65",0.0357421740870717,0.0698136787313044,0.768686649185781
"Rangrf","Rangrf","transcript","3060",24.0289164466335,0.0698205399301574,0.768686649185781
"Wdr81","Wdr81","transcript","3253",0.0351853766954643,0.0700551363723607,0.768686649185781
"Ppib","Ppib","transcript","16471",13.0755321990092,0.0702644166243329,0.768686649185781
"Bles03","Bles03","transcript","1930",9.94735476719961,0.0703357809594725,0.768686649185781
"Tmem242","Tmem242","transcript","174",43.8498567932587,0.0703544261281912,0.768686649185781
"Eloc","Eloc","transcript","12864",2.85149223143692e-09,0.0704372559596474,0.768686649185781
"Dbndd2","Dbndd2","transcript","11554",266.980886886304,0.0704891669445495,0.768686649185781
"Armc9","Armc9","transcript","17362",7.88950700906126,0.0704929241884308,0.768686649185781
"Cdk5rap1","Cdk5rap1","transcript","11433",4.95299007253378,0.0705454771096328,0.768686649185781
"Krt18","Krt18","transcript","8769",153.278129997371,0.0705834004661116,0.768686649185781
"Usp22","Usp22","transcript","2987",0.00593917884754471,0.0705938491823574,0.768686649185781
"Gnai1","Gnai1","transcript","11805",0.132911070989263,0.0706137172101609,0.768686649185781
"Ackr3","Ackr3","transcript","17406",0.00531133139314919,0.0707161197906574,0.768686649185781
"Eif3i","Eif3i","transcript","8952",147.674428613061,0.0708098695745378,0.768686649185781
"Mapk8","Mapk8","transcript","6669",0.0637503200150872,0.0710764045843364,0.768686649185781
"Khsrp","Khsrp","transcript","17551",0.000771083075777766,0.071136638798908,0.768686649185781
"Ppp4r1","Ppp4r1","transcript","17486",0.13360141816463,0.0711614481429814,0.768686649185781
"Pkib","Pkib","transcript","10110",1.02598542960905e-05,0.071542024832166,0.768686649185781
"Hnrnpa3","Hnrnpa3","transcript","10631",425.210934137733,0.0716289344051728,0.768686649185781
"Nsa2","Nsa2","transcript","8596",790.003769678145,0.0716456643796021,0.768686649185781
"Gna13","Gna13","transcript","3787",0.243684084030208,0.0716641878887899,0.768686649185781
"Camsap1","Camsap1","transcript","10286",0.0261391133008376,0.0716798309856688,0.768686649185781
"Mmp23","Mmp23","transcript","13897",259.177569916252,0.0716887426481662,0.768686649185781
"Igfbp4","Igfbp4","transcript","3584",0.0130987305340847,0.071726578749666,0.768686649185781
"Rpl13a","Rpl13a","transcript","831",686.262116519933,0.0719271114839493,0.768686649185781
"Gak","Gak","transcript","5513",0.410578506959701,0.0719783053566383,0.768686649185781
"Slco1b2","Slco1b2","transcript","12800",7437854.61009179,0.0720382382192073,0.768686649185781
"Cyp2c6v1","Cyp2c6v1","transcript","2293",107.971641987178,0.0720926606874833,0.768686649185781
"Nsmce1","Nsmce1","transcript","1540",12.0681701527106,0.0721096104830732,0.768686649185781
"Serpinf2","Serpinf2","transcript","3252",0.00625551028281041,0.0721541312845643,0.768686649185781
"Cbwd1","Cbwd1","transcript","2205",3.05740911032773,0.0723340832884337,0.768686649185781
"Dusp16","Dusp16","transcript","12759",0.00631127732636942,0.0725199423114837,0.768686649185781
"Abl2","Abl2","transcript","5171",0.00317110458267868,0.0726079545602094,0.768686649185781
"Arsb","Arsb","transcript","8575",0.0570635417364747,0.0726755241524514,0.768686649185781
"Rab1b","Rab1b","transcript","1918",8.0655947941369,0.0727079317944077,0.768686649185781
"Marveld2","Marveld2","transcript","8618",0.00184070912092555,0.0730387916686696,0.768686649185781
"Aco2","Aco2","transcript","15564",12.5726709935952,0.0732753915439822,0.768686649185781
"Grk6","Grk6","transcript","7204",9310322841.55399,0.0733019321394238,0.768686649185781
"Cyp4b1","Cyp4b1","transcript","13389",32.3271392245653,0.0733838168185359,0.768686649185781
"Igfals","Igfals","transcript","2636",1.6717572254114e-05,0.0734152190416021,0.768686649185781
"Hcls1","Hcls1","transcript","4205",53.1526094902082,0.0734336361596497,0.768686649185781
"Rpl8","Rpl8","transcript","15469",293.815119655221,0.0735054487881891,0.768686649185781
"Sardh","Sardh","transcript","10334",0.000771662169856475,0.0735069073833741,0.768686649185781
"Dhodh","Dhodh","transcript","8346",18.2416392126418,0.0735256978020526,0.768686649185781
"Sec61b","Sec61b","transcript","13125",56.2559565634722,0.0735758013557424,0.768686649185781
"Gstm5","Gstm5","transcript","9379",518.878164555914,0.0736045622881402,0.768686649185781
"Dopey2","Dopey2","transcript","4045",0.00265867726340284,0.0736064067745562,0.768686649185781
"Abhd17c","Abhd17c","transcript","1053",0.118446521918404,0.07364590684858,0.768686649185781
"Mrpl12","Mrpl12","transcript","3913",4.49947022138591,0.0737614093913845,0.768686649185781
"Foxk1","Foxk1","transcript","4546",0.00131924599427505,0.0738316261443919,0.768686649185781
"Ap1s2","Ap1s2","transcript","17872",60651.5520904272,0.0738825570648364,0.768686649185781
"LOC691083","LOC691083","transcript","11008",0.00616771061113623,0.0739318745640491,0.768686649185781
"Tubgcp6","Tubgcp6","transcript","15638",0.0066275202150886,0.0740642337215019,0.768686649185781
"Tceal1","Tceal1","transcript","18089",2.24643338010534,0.0741437292688057,0.768686649185781
"Sgta","Sgta","transcript","14851",0.298570327373026,0.0742738944843293,0.768686649185781
"Ilf3","Ilf3","transcript","15994",0.176535041934322,0.0743583136555357,0.768686649185781
"Med23","Med23","transcript","73",0.0451609352456275,0.0745348625936577,0.768686649185781
"Tm4sf19","Tm4sf19","transcript","4251",2706.52733516839,0.0746095234751609,0.768686649185781
"Erlec1","Erlec1","transcript","6049",21.2186343621862,0.0746202997278644,0.768686649185781
"Arid5b","Arid5b","transcript","10036",0.00109074191591795,0.0746213661377688,0.768686649185781
"Stat2","Stat2","transcript","14701",0.000944841637634995,0.074689077969574,0.768686649185781
"Rpl29","Rpl29","transcript","16687",1096.34668526322,0.0748484458905454,0.768686649185781
"Kdelr1","Kdelr1","transcript","879",5.18238503014593,0.0748810534544849,0.768686649185781
"Prrc2a","Prrc2a","transcript","9771",0.00247578674376894,0.0749120856642165,0.768686649185781
"Mettl13","Mettl13","transcript","5209",0.0754662134249607,0.0750447525332556,0.768686649185781
"Gda","Gda","transcript","2187",0.0133386677715009,0.0751232867741535,0.768686649185781
"Nhej1","Nhej1","transcript","17298",163.694386541185,0.0752555663115033,0.768686649185781
"Dyrk1b","Dyrk1b","transcript","613",0.00394240001968189,0.0752786244704648,0.768686649185781
"Snapc2","Snapc2","transcript","4436",0.136800555147978,0.0753170590456175,0.768686649185781
"Lrmda","Lrmda","transcript","6055",1168.86334850064,0.0753217371718533,0.768686649185781
"Ddit3","Ddit3","transcript","15218",13147541095793.3,0.0753661829700246,0.768686649185781
"Tut4","Tut4","transcript","13355",0.00606805454835528,0.0754107648659428,0.768686649185781
"Mnt","Mnt","transcript","3239",0.0003574969275296,0.0755187778563298,0.768686649185781
"Ica1","Ica1","transcript","11881",58.6417720043057,0.0755537126414507,0.768686649185781
"Rlim","Rlim","transcript","18001",0.0112199199018749,0.0758076117614415,0.768686649185781
"Rpl19","Rpl19","transcript","3554",972.584294402844,0.0758728922731057,0.768686649185781
"LOC680254","LOC680254","transcript","5177",593.536253373078,0.0761948888156665,0.768686649185781
"Hmg20b","Hmg20b","transcript","14833",0.528021202025228,0.0762260919756688,0.768686649185781
"Morn2","Morn2","transcript","13961",4244.24296568989,0.0763249492814883,0.768686649185781
"Aprt","Aprt","transcript","8444",54.0037107379695,0.0763584018385255,0.768686649185781
"Agxt","Agxt","transcript","17441",0.00718749074308452,0.0763625953899627,0.768686649185781
"Gpr137b","Gpr137b","transcript","7503",8.28755812489998,0.0763863354610343,0.768686649185781
"Nr1i3","Nr1i3","transcript","5291",5548107997096.5,0.0763880507832226,0.768686649185781
"Serpine2","Serpine2","transcript","17334",208.662971965747,0.0764297647296703,0.768686649185781
"Blvra","Blvra","transcript","11199",984.024517628878,0.0764840505958311,0.768686649185781
"Ap3d1","Ap3d1","transcript","14870",0.139100583953105,0.0765776090290993,0.768686649185781
"Slc16a2","Slc16a2","transcript","18000",9.11708957152246e-05,0.0765976542169003,0.768686649185781
"Rchy1","Rchy1","transcript","5618",25.111818189509,0.0766031893542638,0.768686649185781
"Exosc8","Exosc8","transcript","8940",129.561829437778,0.0767562603093404,0.768686649185781
"Dcaf7","Dcaf7","transcript","3746",0.133976780871986,0.0768284668873861,0.768686649185781
"Pon2","Pon2","transcript","11865",8.5736806565555,0.0768788935310083,0.768686649185781
"Mbnl1","Mbnl1","transcript","8977",0.00297261682615296,0.0771229669982171,0.768686649185781
"Epn1","Epn1","transcript","345",0.255379462441783,0.0771655630443583,0.768686649185781
"Bzw1","Bzw1","transcript","17187",12.7988893094273,0.0774335395034753,0.768686649185781
"Rab5if","Rab5if","transcript","11477",54.5422785901614,0.0774706360941291,0.768686649185781
"Vars","Vars","transcript","9792",0.0747804150825091,0.077494039666625,0.768686649185781
"Zdhhc6","Zdhhc6","transcript","2425",12.1401641524928,0.0776367231837671,0.768686649185781
"Rin3","Rin3","transcript","14479",0.0642746494214137,0.0780766563614899,0.768686649185781
"Ciz1","Ciz1","transcript","10412",0.0469196306703689,0.0781916780541447,0.768686649185781
"Sf1","Sf1","transcript","1983",0.000116865872095735,0.0783314026856419,0.768686649185781
"Ppp6r2","Ppp6r2","transcript","15645",0.0147021103008297,0.0784083310979099,0.768686649185781
"Psca","Psca","transcript","15382",13247.133665858,0.0784125598192831,0.768686649185781
"Dtymk","Dtymk","transcript","17457",31.7818242443289,0.0784717027521152,0.768686649185781
"Serpina6","Serpina6","transcript","14500",0.0126729023553338,0.0785312638084168,0.768686649185781
"Krcc1","Krcc1","transcript","12229",469.02462991442,0.078562439268459,0.768686649185781
"Rps14","Rps14","transcript","7902",2464.9121460927,0.0785716257945157,0.768686649185781
"Ccdc90b","Ccdc90b","transcript","1100",303.292032468295,0.0786335862942203,0.768686649185781
"Rpl37","Rpl37","transcript","8709",21308.8453924997,0.0786453669743605,0.768686649185781
"Mir293","Mir293","transcript","309",2.31904287228445e-07,0.0787554082121392,0.768686649185781
"Gng5","Gng5","transcript","9576",2919.01070404871,0.0788505408355442,0.768686649185781
"Anxa3","Anxa3","transcript","5594",81.8996884138721,0.0790248676207659,0.768686649185781
"Taok2","Taok2","transcript","1575",0.0714342723236929,0.0791602548875794,0.768686649185781
"Sptbn1","Sptbn1","transcript","6043",0.0218790483608772,0.0792901474878829,0.768686649185781
"Clptm1l","Clptm1l","transcript","136",0.23389910849227,0.079318875842695,0.768686649185781
"Dapk1","Dapk1","transcript","7160",0.0095646487052967,0.0794113566274546,0.768686649185781
"Mff","Mff","transcript","17341",0.00546183203609592,0.0794496505491631,0.768686649185781
"Ndufa2","Ndufa2","transcript","7754",443.753270642229,0.0795533094478621,0.768686649185781
"LOC302022","LOC302022","transcript","17617",91.8934589084179,0.079574839850042,0.768686649185781
"Tspan8","Tspan8","transcript","15155",128.748203686511,0.0796023968625381,0.768686649185781
"Cr1l","Cr1l","transcript","5492",18.8267987332072,0.0797723272394624,0.768686649185781
"Osbp","Osbp","transcript","2110",0.209975131604672,0.0797999067998157,0.768686649185781
"Zfyve26","Zfyve26","transcript","14349",0.0102653394052803,0.0798370209625127,0.768686649185781
"Gpr89b","Gpr89b","transcript","9277",2.5065548829931,0.0799232153438112,0.768686649185781
"Rps2","Rps2","transcript","2627",72915.1793480978,0.079947899273215,0.768686649185781
"Ctdp1","Ctdp1","transcript","8014",0.352532282333577,0.079975675737727,0.768686649185781
"Slc38a3","Slc38a3","transcript","16723",0.00601421960057057,0.0801561935934136,0.768686649185781
"Lpxn","Lpxn","transcript","2135",31592.2469379984,0.0802056879623779,0.768686649185781
"Hira","Hira","transcript","4421",0.0479780842441789,0.080291494523405,0.768686649185781
"Ddr1","Ddr1","transcript","9740",355943428.516217,0.0803621996925977,0.768686649185781
"Zfp275","Zfp275","transcript","18215",0.606683663844855,0.0807295487716466,0.768686649185781
"Zc3h18","Zc3h18","transcript","8435",0.0139699809522991,0.0808623098964412,0.768686649185781
"Adamts4","Adamts4","transcript","5297",0.000880769897775869,0.0809458598957354,0.768686649185781
"Nfic","Nfic","transcript","14828",0.000528670693606417,0.0810581777227093,0.768686649185781
"Rps24","Rps24","transcript","6600",9184.43142721228,0.0811178092246269,0.768686649185781
"Rps20","Rps20","transcript","12921",180184.996347517,0.0811353450115834,0.768686649185781
"Celf2","Celf2","transcript","7559",46.4555226488197,0.0812233750543925,0.768686649185781
"Hnrnpa2b1","Hnrnpa2b1","transcript","12141",9.28934381748541,0.0813706635206113,0.768686649185781
"Gaa","Gaa","transcript","17610",0.111830188606751,0.0814325490811167,0.768686649185781
"Nsf","Nsf","transcript","3727",0.0425406708118569,0.0816554059787633,0.768686649185781
"Plpp5","Plpp5","transcript","6968",0.245580657794568,0.0818520435219586,0.768686649185781
"Inhbc","Inhbc","transcript","15224",0.00133369673623945,0.0818936866989119,0.768686649185781
"Akt2","Akt2","transcript","606",0.0650348822180476,0.0819652304928875,0.768686649185781
"Itgb1bp1","Itgb1bp1","transcript","14131",29.4815297884248,0.0820266703809198,0.768686649185781
"Cflar","Cflar","transcript","17195",0.0236275078990549,0.0820441516643515,0.768686649185781
"Rpl10","Rpl10","transcript","18253",260.283237614775,0.0820612468477319,0.768686649185781
"Bex3","Bex3","transcript","18088",3.14029720774759,0.082156901028733,0.768686649185781
"Gnb1","Gnb1","transcript","13892",7.30321330787658,0.0822643190094439,0.768686649185781
"Mapk12","Mapk12","transcript","15640",381.967984419118,0.0822665637695206,0.768686649185781
"Xcl1","Xcl1","transcript","5234",310874099.483362,0.0823692184475912,0.768686649185781
"Spint2","Spint2","transcript","658",1.49627037018247e-05,0.082504004486688,0.768686649185781
"Atxn2l","Atxn2l","transcript","1553",0.00384255785135776,0.0826058423052172,0.768686649185781
"LOC100911664","LOC100911664","transcript","7398",0.266131438370849,0.0826123258250879,0.768686649185781
"Lmbr1","Lmbr1","transcript","11738",10.4803749686345,0.0826520234786409,0.768686649185781
"Rab22a","Rab22a","transcript","11641",0.115739326218651,0.082680785321963,0.768686649185781
"Eci1","Eci1","transcript","2608",74.8746487840083,0.0827261173763105,0.768686649185781
"Gnptg","Gnptg","transcript","2646",371.726326156912,0.0827326835675015,0.768686649185781
"Tmem86b","Tmem86b","transcript","366",0.0112843088872167,0.0828068338809922,0.768686649185781
"Glrx2","Glrx2","transcript","5110",69.2972997256053,0.0828962038032989,0.768686649185781
"Dbn1","Dbn1","transcript","7200",0.0351498771291372,0.0828967695097932,0.768686649185781
"Lamc1","Lamc1","transcript","5142",0.124650737402904,0.0829697212514932,0.768686649185781
"Ttyh3","Ttyh3","transcript","4549",0.0174277687730393,0.0830166427453418,0.768686649185781
"Gltpd2","Gltpd2","transcript","3143",0.0100607467443339,0.0832636343056524,0.768686649185781
"Zfp36","Zfp36","transcript","622",0.00156958191351782,0.0834125792005073,0.768686649185781
"Txnrd1","Txnrd1","transcript","15036",0.0364640592066711,0.0835131909646236,0.768686649185781
"Dpy19l1","Dpy19l1","transcript","16024",3.6903142407217,0.0835409701040604,0.768686649185781
"Mrpl17","Mrpl17","transcript","1356",4832.31953675306,0.0837415398424095,0.768686649185781
"Psme2","Psme2","transcript","6295",19.2039007476976,0.0837682070418759,0.768686649185781
"Rnaseh2b","Rnaseh2b","transcript","6380",264.020609578308,0.0837691201731593,0.768686649185781
"Prss23","Prss23","transcript","1086",42.651336124371,0.0838838642696529,0.768686649185781
"Spart","Spart","transcript","8946",0.362956091549639,0.0839038477747721,0.768686649185781
"C1qtnf1","C1qtnf1","transcript","3894",508.087493121619,0.0839550247092842,0.768686649185781
"Rad23b","Rad23b","transcript","13164",3.52013443336176,0.0839840231538537,0.768686649185781
"Apoc1","Apoc1","transcript","494",2.71843261470558e-05,0.0840188721520664,0.768686649185781
"Atf6b","Atf6b","transcript","9812",0.090398767581766,0.084061318225065,0.768686649185781
"Ndufs1","Ndufs1","transcript","17220",4.06103123073023,0.0840796847264543,0.768686649185781
"Sgk1","Sgk1","transcript","104",1.36072517116286e-15,0.0841275748005552,0.768686649185781
"Zfp346","Zfp346","transcript","7216",0.0564868851093783,0.0841861277846427,0.768686649185781
"RGD1309748","RGD1309748","transcript","2507",0.180958086498306,0.084202663503591,0.768686649185781
"Tipin","Tipin","transcript","17511",0.0880761206015119,0.0842318788961198,0.768686649185781
"Ing3","Ing3","transcript","11913",40.4665654533527,0.0842789469937866,0.768686649185781
"Rfx5","Rfx5","transcript","9216",0.0329348064090927,0.0843796761034229,0.768686649185781
"Cald1","Cald1","transcript","11995",0.0965826003808573,0.0844603176504918,0.768686649185781
"Glrx3","Glrx3","transcript","1687",29.743365762519,0.0844637913629405,0.768686649185781
"Acad11","Acad11","transcript","16672",0.124751824537134,0.0845017116634723,0.768686649185781
"Src","Src","transcript","11486",0.0217889326914848,0.08454553970069,0.768686649185781
"Tmsb10","Tmsb10","transcript","12257",3578.67474368761,0.0845706034112259,0.768686649185781
"Chchd4","Chchd4","transcript","12380",12011.5458349238,0.0846366315471268,0.768686649185781
"Atp5me","Atp5me","transcript","5517",145.395980969181,0.0846948110530391,0.768686649185781
"Ubd","Ubd","transcript","9680",8.44011248010942e-26,0.0847388227692267,0.768686649185781
"Tnfrsf1a","Tnfrsf1a","transcript","12637",0.0211011107028354,0.0848379209116861,0.768686649185781
"Mcee","Mcee","transcript","952",18.8581087974728,0.084855184461007,0.768686649185781
"Psmc1","Psmc1","transcript","14464",6.20097499757757,0.085016637708884,0.768686649185781
"Pdcd10","Pdcd10","transcript","9025",147.970977574842,0.0850427265279091,0.768686649185781
"Efna5","Efna5","transcript","17475",0.000274858018088296,0.08505750240958,0.768686649185781
"Sdhd","Sdhd","transcript","16314",20.3699874640163,0.0851213174404801,0.768686649185781
"Fbxw9","Fbxw9","transcript","8176",24.7774113169713,0.085215115583601,0.768686649185781
"Nme1","Nme1","transcript","3475",45.3533279048719,0.0852167491664098,0.768686649185781
"Ndst1","Ndst1","transcript","7901",0.000200498227986409,0.0852320228381187,0.768686649185781
"Wfs1","Wfs1","transcript","5828",0.00641584450441121,0.0852717102708003,0.768686649185781
"Trim25","Trim25","transcript","3460",0.000671138648957599,0.0855394877225863,0.768686649185781
"Rbbp8","Rbbp8","transcript","7643",7.27579167126574,0.0855967016115102,0.768686649185781
"Foxp4","Foxp4","transcript","16926",0.0153259509892215,0.0856389893612995,0.768686649185781
"Mink1","Mink1","transcript","3147",0.0853512410492932,0.0856616868471097,0.768686649185781
"Prodh1","Prodh1","transcript","4372",0.0159322832762806,0.0857417876267126,0.768686649185781
"Cyb5d2","Cyb5d2","transcript","3183",0.706922740799895,0.0857746560367932,0.768686649185781
"Tceal8","Tceal8","transcript","18083",66.3577206263302,0.0857792976671443,0.768686649185781
"Aldh2","Aldh2","transcript","4791",0.00630353209380006,0.0858412517955985,0.768686649185781
"Loxl4","Loxl4","transcript","2316",0.00441253774392799,0.0859274649432343,0.768686649185781
"Ccdc80","Ccdc80","transcript","4164",0.00553398033578422,0.0859588185449107,0.768686649185781
"Parg","Parg","transcript","6658",0.0971221043721533,0.085968801895759,0.768686649185781
"Pmm2","Pmm2","transcript","2510",11.409981702632,0.0861874158281299,0.768686649185781
"Scamp1","Scamp1","transcript","8577",2.59266294783747,0.0862087470359367,0.768686649185781
"Lpin2","Lpin2","transcript","17505",0.00827897833032895,0.0862833837478796,0.768686649185781
"Shc1","Shc1","transcript","9145",0.000209554169425359,0.0862948228923345,0.768686649185781
"Tjp3","Tjp3","transcript","14839",0.154014748540091,0.0865556018328465,0.768686649185781
"Prpf38a","Prpf38a","transcript","13356",62.1875003095849,0.0866083315377708,0.768686649185781
"Rps17","Rps17","transcript","1029",182666.87537272,0.0866860590217682,0.768686649185781
"Rnf31","Rnf31","transcript","6296",0.0115842983678122,0.0867361265004097,0.768686649185781
"Ppp1r14b","Ppp1r14b","transcript","1997",91.1002188137962,0.0869074297706807,0.768686649185781
"Chmp4bl1","Chmp4bl1","transcript","12850",48.0003815397481,0.0869501933833601,0.768686649185781
"Ppp1r3b","Ppp1r3b","transcript","6913",0.0014931824645729,0.0870250013272701,0.768686649185781
"Bag3","Bag3","transcript","1632",0.0015835802626283,0.0870593588812775,0.768686649185781
"Atp6v1e1","Atp6v1e1","transcript","12548",567.062728260504,0.0870710809262327,0.768686649185781
"Mrpl15","Mrpl15","transcript","12911",11.0007826782748,0.0872096919036522,0.768686649185781
"Erp44","Erp44","transcript","13128",2.76209607539589,0.0873938217118774,0.768686649185781
"Hnf4a","Hnf4a","transcript","11525",5.28367918867887e-19,0.0874731183485409,0.768686649185781
"Taf13","Taf13","transcript","9402",51.9897325307068,0.0877009532656864,0.768686649185781
"Sec24a","Sec24a","transcript","2833",0.00632325942785174,0.0877086127722374,0.768686649185781
"Il10rb","Il10rb","transcript","4017",40.5878596648434,0.0878690256594776,0.768686649185781
"Slc23a1","Slc23a1","transcript","7735",0.0139510125948245,0.0878800015724586,0.768686649185781
"Igsf11","Igsf11","transcript","4182",0.0284786252403308,0.0879240410158522,0.768686649185781
"Gtf3c4","Gtf3c4","transcript","10352",0.00626399006411495,0.0879920128731604,0.768686649185781
"Nup214","Nup214","transcript","10405",0.0237438871491143,0.0881718255696857,0.768686649185781
