"geneNames","geneIDs.bg_rn4_filt.","feature","id","fc","pval","qval"
"Map2k6","Map2k6","transcript","3793",58896.2694661377,0.0121789546558109,0.768686649185781
"Acyp2","Acyp2","transcript","6046",382.121814910587,0.0130402166830357,0.768686649185781
"Eef1akmt2","Eef1akmt2","transcript","1668",5992.71056988905,0.0130989420540284,0.768686649185781
"Calml4","Calml4","transcript","16436",87.1950101946551,0.0132446179293548,0.768686649185781
"Cd164","Cd164","transcript","10151",0.0448888823509031,0.0133351583825834,0.768686649185781
"C1d","C1d","transcript","5994",151.874776589643,0.0133988853396526,0.768686649185781
"Kbtbd3","Kbtbd3","transcript","15855",23.4186317329535,0.0134661709142088,0.768686649185781
"S100a9","S100a9","transcript","9185",7.52567464496132e-05,0.0136537565149641,0.768686649185781
"Rabl2","Rabl2","transcript","15659",0.0517734684395956,0.0137025192421703,0.768686649185781
"Fgl1","Fgl1","transcript","6891",0.000561078418275124,0.0137672484259672,0.768686649185781
"Rps6ka3","Rps6ka3","transcript","17894",57.323710373966,0.0138837574789584,0.768686649185781
"Vps37b","Vps37b","transcript","4747",0.124428052356635,0.0138924800406015,0.768686649185781
"Anp32b","Anp32b","transcript","13115",2.10820664161763,0.0138977447080297,0.768686649185781
"Igf1","Igf1","transcript","15050",0.000795377741413504,0.0140074356271882,0.768686649185781
"Llgl2","Llgl2","transcript","3845",0.0157745392643329,0.0142007161711006,0.768686649185781
"Rammet","Rammet","transcript","1036",14.9186739921313,0.0142801850370712,0.768686649185781
"Acss3","Acss3","transcript","15128",0.144643211160463,0.014341290308737,0.768686649185781
"Rpl15","Rpl15","transcript","6104",2660.89162155388,0.0143750898116256,0.768686649185781
"Arhgap26","Arhgap26","transcript","7813",0.00628502455980179,0.0144824330167134,0.768686649185781
"Lpgat1","Lpgat1","transcript","5470",0.0182294015302111,0.0145119465975416,0.768686649185781
"Mir290","Mir290","transcript","313",2.28516843844211e-07,0.0145392136054835,0.768686649185781
"Akap17a","Akap17a","transcript","4585",0.00279085151935208,0.0145848666016233,0.768686649185781
"Taco1","Taco1","transcript","3747",0.0602054417271691,0.0146953948420833,0.768686649185781
"Crp","Crp","transcript","5345",0.0032619224824867,0.0147502336419891,0.768686649185781
"Anxa5","Anxa5","transcript","8888",12.0756176370305,0.014897626608136,0.768686649185781
"Actr1b","Actr1b","transcript","17085",0.192519869525774,0.0149992672585393,0.768686649185781
"Aip","Aip","transcript","1876",3.95128797613572,0.0151891761141463,0.768686649185781
"Zbtb7b","Zbtb7b","transcript","9140",0.156745801252024,0.0154398279966661,0.768686649185781
"Wdr26","Wdr26","transcript","5415",0.188975380758089,0.0155051201807562,0.768686649185781
"Strbp","Strbp","transcript","10490",5.09122308454761,0.0156757730513581,0.768686649185781
"Rn7sl1","Rn7sl1","transcript","14262",303967361.055704,0.015715332435698,0.768686649185781
"Uchl5","Uchl5","transcript","5112",1071.33687361413,0.015723962747531,0.768686649185781
"Uxt","Uxt","transcript","17691",2335.79839022472,0.0158042174562998,0.768686649185781
"Rps21","Rps21","transcript","11671",23957.6731491024,0.0159329812304747,0.768686649185781
"Smg7","Smg7","transcript","5139",0.00418590314793168,0.0159344304453213,0.768686649185781
"Tbc1d22b","Tbc1d22b","transcript","9928",0.0286518678013507,0.0162018137269802,0.768686649185781
"Atp5po","Atp5po","transcript","4031",255.153761716209,0.0162962843004736,0.768686649185781
"Chic2","Chic2","transcript","5713",32.5067289464919,0.0163077073578772,0.768686649185781
"Prdm4","Prdm4","transcript","15017",0.0208507621764265,0.0166287939651593,0.768686649185781
"Foxo3","Foxo3","transcript","10155",0.000135043505402107,0.0166621294468007,0.768686649185781
"Zbtb7a","Zbtb7a","transcript","14847",0.0101410301674985,0.0167254274350683,0.768686649185781
"Tead1","Tead1","transcript","1454",9.72947758011701e-05,0.0168103664530184,0.768686649185781
"Serinc3","Serinc3","transcript","11528",8.99077756886363,0.0168788459371219,0.768686649185781
"Tada2b","Tada2b","transcript","5837",0.0821591530283762,0.0169446852290369,0.768686649185781
"Cdc42se2","Cdc42se2","transcript","2864",23.5149925593146,0.016954294753221,0.768686649185781
"Gipc1","Gipc1","transcript","8226",2.05876660889519,0.0169967769712102,0.768686649185781
"Cpt2","Cpt2","transcript","13349",5.39313692392369,0.0171876332868754,0.768686649185781
"Ppara","Ppara","transcript","15621",0.000343091096424925,0.0172564457064986,0.768686649185781
"Ndufv3","Ndufv3","transcript","9948",0.0249603476456246,0.017427076874422,0.768686649185781
"Rgs16","Rgs16","transcript","5147",0.00012205468988155,0.0174638460967859,0.768686649185781
"Fam53a","Fam53a","transcript","5876",0.0157606834245385,0.017717079185156,0.768686649185781
"Prg4","Prg4","transcript","5125",2.04279890321969e-05,0.0177570270322895,0.768686649185781
"Plscr3","Plscr3","transcript","3103",0.0269087009941335,0.0179902528769912,0.768686649185781
"Cant1","Cant1","transcript","3893",0.230749535526157,0.0179963504814165,0.768686649185781
"Cherp","Cherp","transcript","6710",0.00407433490755843,0.018016783266812,0.768686649185781
"Gfm1","Gfm1","transcript","9002",4.12852151721171,0.0180979369957321,0.768686649185781
"Thoc6","Thoc6","transcript","2577",44.8516018985162,0.0181020194947332,0.768686649185781
"Zc3hav1","Zc3hav1","transcript","12016",0.00425545463268715,0.0181587086656005,0.768686649185781
"Stxbp6","Stxbp6","transcript","14208",31841.0245385728,0.0182303815848824,0.768686649185781
"Socs3","Socs3","transcript","3887",0.000781130250846773,0.0183829635843243,0.768686649185781
"Adgrg2","Adgrg2","transcript","17888",1787.59505587708,0.0184820713760144,0.768686649185781
"C4a","C4a","transcript","9808",4.13444786816422e-11,0.0184980688569291,0.768686649185781
"Hand2","Hand2","transcript","6842",807.325834705114,0.0185619062258238,0.768686649185781
"Eln","Eln","transcript","4676",8.45542415467823e-08,0.0186038763374934,0.768686649185781
"Tbpl1","Tbpl1","transcript","101",39.4930879676105,0.0188922228073837,0.768686649185781
"Sgsm3","Sgsm3","transcript","15550",0.609499634848854,0.0189028717431959,0.768686649185781
"Slc25a1","Slc25a1","transcript","4375",0.00377819444370891,0.0189214614930452,0.768686649185781
"Alkbh6","Alkbh6","transcript","671",15.463288613283,0.0190067480061871,0.768686649185781
"Manbal","Manbal","transcript","11485",44.2236591921565,0.0190507061216654,0.768686649185781
"Fkbp1a","Fkbp1a","transcript","11367",4.69488592543024,0.0192238275998076,0.768686649185781
"Papss1","Papss1","transcript","9501",3.98604504839115,0.0192678828373523,0.768686649185781
"Abcb1b","Abcb1b","transcript","11827",653.839405862798,0.0193554544005351,0.768686649185781
"RGD1305464","RGD1305464","transcript","16384",0.0235489889965144,0.0194102103370243,0.768686649185781
"Hcfc1r1","Hcfc1r1","transcript","2578",41983.7354700089,0.0194330393120672,0.768686649185781
"Gpr137","Gpr137","transcript","1994",642.338178472119,0.019740920236841,0.768686649185781
"Esrp2","Esrp2","transcript","8315",0.040567916890931,0.0198393047863366,0.768686649185781
"Rpl7","Rpl7","transcript","12872",27250.580294136,0.0199730866143777,0.768686649185781
"Ap2s1","Ap2s1","transcript","433",17.058836359336,0.0199837885273209,0.768686649185781
"Tbkbp1","Tbkbp1","transcript","3538",21.9871927251314,0.0200010030642118,0.768686649185781
"Wiz","Wiz","transcript","14969",0.0168779725113874,0.0200842832680513,0.768686649185781
"Tspan14","Tspan14","transcript","6698",0.083491799079693,0.020107527004074,0.768686649185781
"Rpl27","Rpl27","transcript","3668",793.467575822774,0.0201180511608056,0.768686649185781
"Slc35f5","Slc35f5","transcript","4959",0.0805249907375406,0.0201295244680466,0.768686649185781
"Mcrip1","Mcrip1","transcript","3918",4.81879075128182,0.0202259723480336,0.768686649185781
"Lcn12","Lcn12","transcript","10263",0.000513573779511951,0.0202519833214458,0.768686649185781
"Rmdn1","Rmdn1","transcript","12969",8.36565006820123,0.0202862304843974,0.768686649185781
"Srp54a","Srp54a","transcript","14230",12.1600662873323,0.0203092458725851,0.768686649185781
"Cyb5r1","Cyb5r1","transcript","5052",0.0741320626096547,0.0205325075386578,0.768686649185781
"Ambra1","Ambra1","transcript","10942",0.023030923370808,0.0205681363368387,0.768686649185781
"Rfx1","Rfx1","transcript","8214",0.0628470760261098,0.0207056133932662,0.768686649185781
"Plekhj1","Plekhj1","transcript","14868",47.6067737655054,0.0208171562778023,0.768686649185781
"Trak1","Trak1","transcript","16857",0.00144415563880237,0.020826766456187,0.768686649185781
"Atp13a1","Atp13a1","transcript","6805",0.0106248941359809,0.0208390410602086,0.768686649185781
"Adra1b","Adra1b","transcript","2745",0.00175099559444512,0.0208686974877607,0.768686649185781
"Tpt1","Tpt1","transcript","6499",289.044809094147,0.0210496708737363,0.768686649185781
"Syvn1","Syvn1","transcript","1962",0.00365194572766822,0.0210900045690205,0.768686649185781
"Nans","Nans","transcript","13116",13.8603830439841,0.02113676189164,0.768686649185781
"Plp2","Plp2","transcript","17762",129.940907208142,0.0213322364433965,0.768686649185781
"Thumpd3","Thumpd3","transcript","12439",127.720081289855,0.0213918127045262,0.768686649185781
"Ube2i","Ube2i","transcript","2650",41.4671755027475,0.0216686804883401,0.768686649185781
"Vasn","Vasn","transcript","2541",0.0165163609676897,0.0216705803263737,0.768686649185781
"Mrpl35","Mrpl35","transcript","12236",102.071804762188,0.0216741090960854,0.768686649185781
"F9","F9","transcript","18168",0.0102941434931345,0.0217676296082706,0.768686649185781
"Neil2","Neil2","transcript","6392",1913.24444666643,0.0218948870991642,0.768686649185781
"Kifap3","Kifap3","transcript","5220",3.65188640132311,0.0219440986354289,0.768686649185781
"Hrasls5","Hrasls5","transcript","2021",74.4001852800116,0.0219630805207498,0.768686649185781
"Ssr4","Ssr4","transcript","18228",141.849196980443,0.0219989112590098,0.768686649185781
"Atp5f1b","Atp5f1b","transcript","14690",5.30186809835381,0.0220170565177709,0.768686649185781
"Actr10","Actr10","transcript","14286",36.7166298511747,0.0221130479070948,0.768686649185781
"Uba2","Uba2","transcript","5380",0.00669156208512756,0.0224242845928125,0.768686649185781
"RGD1306746","RGD1306746","transcript","12331",131.217153434059,0.0224574386127463,0.768686649185781
"Copg2","Copg2","transcript","11977",0.0671285073741374,0.0224782435326347,0.768686649185781
"Ikbkg","Ikbkg","transcript","18256",0.00912153082091018,0.0227587439251551,0.768686649185781
"Chka","Chka","transcript","1864",0.000724634495194449,0.0232937324407867,0.768686649185781
"Fau","Fau","transcript","1966",2073208.51078492,0.0233821081417608,0.768686649185781
"Dvl1","Dvl1","transcript","13909",0.0655869944776735,0.0234543285996223,0.768686649185781
"Gga1","Gga1","transcript","15500",0.0299546061175066,0.0235048899856081,0.768686649185781
"Snrnp27","Snrnp27","transcript","12333",12168.3150181685,0.0235691840125489,0.768686649185781
"Smo","Smo","transcript","11959",0.00868870892746889,0.0236172590347137,0.768686649185781
"Alg5","Alg5","transcript","8941",12.6662638324377,0.023689143865721,0.768686649185781
"Mfge8","Mfge8","transcript","992",717.246644534956,0.023735993457751,0.768686649185781
"Asgr1","Asgr1","transcript","3123",0.11163410838173,0.0237886612028602,0.768686649185781
"Olr59","Olr59","transcript","1210",0.323648514579809,0.0239831400947561,0.768686649185781
"Usp48","Usp48","transcript","13712",0.184936517080357,0.0240476210713316,0.768686649185781
"Cfh","Cfh","transcript","5106",0.00329941705626651,0.0241178315426983,0.768686649185781
"Pus7","Pus7","transcript","11782",0.113267564761158,0.0241208268218815,0.768686649185781
"Farsb","Farsb","transcript","17325",44.3354615719358,0.0241231940582964,0.768686649185781
"Ptms","Ptms","transcript","12616",0.0335073504425334,0.0242769771655342,0.768686649185781
"Sfpq","Sfpq","transcript","13554",0.124329518859449,0.0243288886283846,0.768686649185781
"Tor1aip2","Tor1aip2","transcript","5166",0.0744063130355265,0.0245196775633348,0.768686649185781
"Cldn4","Cldn4","transcript","4674",560.983169464934,0.0246155995308206,0.768686649185781
"Nck1","Nck1","transcript","16650",55.7823538380377,0.0246164739080195,0.768686649185781
"Naa10","Naa10","transcript","18233",7.94077436499688,0.0247078961832927,0.768686649185781
"Rps16","Rps16","transcript","620",1557.68831115561,0.0247685139852418,0.768686649185781
"Tgfbr1","Tgfbr1","transcript","13123",30.3061353210531,0.0247796407039763,0.768686649185781
"Sertad2","Sertad2","transcript","6001",0.0012052377012037,0.0249007052653498,0.768686649185781
"Fuz","Fuz","transcript","816",120.296255555158,0.0250422949266256,0.768686649185781
"Psmd2","Psmd2","transcript","4332",3.04309912599735,0.0251886568966369,0.768686649185781
"Retreg3","Retreg3","transcript","3650",0.297465280664001,0.0253946052501455,0.768686649185781
"Mark2","Mark2","transcript","2012",0.020235112511877,0.0254153777060495,0.768686649185781
"Aar2","Aar2","transcript","11473",0.181792870494776,0.0254381743949779,0.768686649185781
"Sept4","Sept4","transcript","3437",670.967685659059,0.025507494238209,0.768686649185781
"Pde4b","Pde4b","transcript","13313",9.23508586297595e-05,0.0255843529044577,0.768686649185781
"Plg","Plg","transcript","202",0.0030012167000902,0.0256271961567146,0.768686649185781
"Atp6v1d","Atp6v1d","transcript","14340",2589.52781458033,0.025872458717441,0.768686649185781
"Hnf4a","Hnf4a","transcript","11526",0.00144482957308066,0.0260308541742458,0.768686649185781
"Ift22","Ift22","transcript","4631",16.102428029298,0.0260543418996655,0.768686649185781
"Mark4","Mark4","transcript","484",0.0805128832677547,0.026147448281712,0.768686649185781
"Fyco1","Fyco1","transcript","16888",0.0170580924543474,0.0262811529638429,0.768686649185781
"Sh2b3","Sh2b3","transcript","4789",0.221719451128573,0.0263412810617347,0.768686649185781
"Adcy7","Adcy7","transcript","8152",36.455302830671,0.0264101557492549,0.768686649185781
"Hcn3","Hcn3","transcript","9123",0.000558041076065182,0.0264240551195125,0.768686649185781
"Dpys","Dpys","transcript","15281",0.00248494378543497,0.0264332818213578,0.768686649185781
"Dao","Dao","transcript","4877",168.072175447966,0.0264687771353921,0.768686649185781
"Maz","Maz","transcript","1583",0.0160932474818539,0.0265227249570528,0.768686649185781
"Tbc1d5","Tbc1d5","transcript","16912",0.210525770626936,0.0265917758462694,0.768686649185781
"Fam3c","Fam3c","transcript","11915",323.301878127504,0.026670011857558,0.768686649185781
"Pld4","Pld4","transcript","14643",271.286583372237,0.0269440997831496,0.768686649185781
"RGD1359158","RGD1359158","transcript","2188",175.430339422173,0.0271714052978405,0.768686649185781
"Bud23","Bud23","transcript","4670",146.432753488497,0.0272558284527129,0.768686649185781
"Rbm42","Rbm42","transcript","696",0.364546018150554,0.0276700796249527,0.768686649185781
"Tp53","Tp53","transcript","3083",0.0640462908476834,0.0277223562667052,0.768686649185781
"R3hdm2","R3hdm2","transcript","15225",0.00701130578227322,0.0277391617469158,0.768686649185781
"Dpm3","Dpm3","transcript","9134",1792.86375487768,0.0278710441660661,0.768686649185781
"Sparc","Sparc","transcript","2877",11.8432603046676,0.0281165614036458,0.768686649185781
"Trappc2l","Trappc2l","transcript","8446",6336.80084246653,0.0282863963565232,0.768686649185781
"Rpl14","Rpl14","transcript","16855",40.5801532634936,0.0283407764837795,0.768686649185781
"Donson","Donson","transcript","4027",0.00421338692687827,0.0284011361734187,0.768686649185781
"Tnk2","Tnk2","transcript","4245",0.00804783652463977,0.028596963970558,0.768686649185781
"Rps8","Rps8","transcript","13424",2210.29003061275,0.0286782745301006,0.768686649185781
"Faf1","Faf1","transcript","13371",17.8590668239363,0.0286827316826384,0.768686649185781
"Dynll2","Dynll2","transcript","3449",0.223789108713137,0.0288894340916401,0.768686649185781
"Med7","Med7","transcript","2758",4.09169540977524,0.0289563306405242,0.768686649185781
"Terf2ip","Terf2ip","transcript","8381",0.0250482552663067,0.0292531702812782,0.768686649185781
"Mterf1","Mterf1","transcript","11843",149.010931440246,0.029343733800985,0.768686649185781
"Cldn12","Cldn12","transcript","11838",0.012163047282609,0.0295166791152581,0.768686649185781
"Dynll1","Dynll1","transcript","4851",731.724426409029,0.0297411104194996,0.768686649185781
"RGD1308147","RGD1308147","transcript","7468",27.0124031799366,0.0297854619817697,0.768686649185781
"Ascc1","Ascc1","transcript","10056",19.1524894143629,0.0298947746133086,0.768686649185781
"Rgs18","Rgs18","transcript","5116",518.992174927099,0.0299294130528451,0.768686649185781
"Echdc2","Echdc2","transcript","13352",38.7879313531743,0.0299588166604056,0.768686649185781
"Spa17","Spa17","transcript","16095",3331.72724639352,0.0299722145340771,0.768686649185781
"Ppp4r3b","Ppp4r3b","transcript","6035",0.143763517279147,0.0299863271333948,0.768686649185781
"Itfg1","Itfg1","transcript","8162",17.1862268230226,0.0300768328236468,0.768686649185781
"Tgoln2","Tgoln2","transcript","12255",0.114115308086399,0.0300955833551275,0.768686649185781
"Pde12","Pde12","transcript","6611",0.00394511868220454,0.0302500944612467,0.768686649185781
"Gadd45gip1","Gadd45gip1","transcript","8195",17.0196882077974,0.0303175309570812,0.768686649185781
"Tagln2","Tagln2","transcript","5339",34.0250352210756,0.0306050274424982,0.768686649185781
"Gtf2h1","Gtf2h1","transcript","895",4.25349447300038,0.0309414264598908,0.768686649185781
"Nagpa","Nagpa","transcript","2519",4.72471588081299,0.0309626359040744,0.768686649185781
"Ephx1","Ephx1","transcript","5412",16.8716536408968,0.030998386110546,0.768686649185781
"Pms2","Pms2","transcript","4523",0.198782569520054,0.0310134268731812,0.768686649185781
"Sf3a3","Sf3a3","transcript","13513",10.9905401737303,0.0310281895068965,0.768686649185781
"Timm23","Timm23","transcript","6657",78.2675789685998,0.0310580024109051,0.768686649185781
"Cyld","Cyld","transcript","8147",65.0200443442013,0.0311380001942727,0.768686649185781
"Zup1","Zup1","transcript","10092",4.19574063075611,0.0312665747821035,0.768686649185781
"Zranb2","Zranb2","transcript","9612",0.383909832706108,0.0312774697256752,0.768686649185781
"Pgp","Pgp","transcript","2610",0.0257665862786301,0.0313293223939592,0.768686649185781
"Sh3yl1","Sh3yl1","transcript","14165",4547.70476690648,0.0313429881833953,0.768686649185781
"Cbx6","Cbx6","transcript","15533",0.00440429580865649,0.0313826284718619,0.768686649185781
"Gpr19","Gpr19","transcript","12761",49.9609223605809,0.0314383462328434,0.768686649185781
