"","ensembl_gene_id","symbol","logFC","unshrunk_logFC","logCPM","PValue","FDR"
"275","ENSRNOG00000005599","Mug2",-3.96074959567254,-3.9609774920427,8.65406911013146,2.27321151989794e-07,2.75544134232289e-05
"619","ENSRNOG00000011944","Snx10",4.299117580538,4.30454223706984,4.98180715494591,2.38555223076693e-07,2.86380957703126e-05
"495","ENSRNOG00000009788","Serpina4",-3.25680855736414,-3.25690579208913,9.1940367234246,2.45536550806702e-07,2.9016531989263e-05
"217","ENSRNOG00000004298","Dpys",-3.45611145764661,-3.45638592815131,7.88847772938922,2.46355818250851e-07,2.9016531989263e-05
"297","ENSRNOG00000005992","UP3_RAT",-7.53514069139872,-7.5354530677998,11.7439500203866,2.50610343871355e-07,2.92417770395689e-05
"1243","ENSRNOG00000025019","Dio1",-4.80879408198416,-4.8101436652653,6.91634497940655,2.59317848711048e-07,2.99776235292355e-05
"943","ENSRNOG00000018086","Slc22a8",-4.43453541598901,-4.43512443726131,7.74233270998644,2.62440639799695e-07,3.00602879623779e-05
"255","ENSRNOG00000005041","Crip2",-3.27574432765105,-3.27641890134308,6.41005173862232,2.69930668102955e-07,3.04142543785114e-05
"298","ENSRNOG00000005998","F1LSF2_RAT",-3.01586307010018,-3.01799794368859,4.45960467532347,2.74620358682972e-07,3.04142543785114e-05
"504","ENSRNOG00000009921","Serpina3m",-4.3438343912363,-4.34419757700435,8.35927314404987,2.74639687385834e-07,3.04142543785114e-05
"962","ENSRNOG00000018402","Apoc2",-3.72120135968442,-3.72147390784908,8.15967863179097,2.75275189809515e-07,3.04142543785114e-05
"171","ENSRNOG00000003430","F1M1M6_RAT",-3.17128717356975,-3.17153795310419,7.7395514202993,2.81606577223826e-07,3.0840860672276e-05
"34","ENSRNOG00000000850","Apom",-2.97469796958544,-2.97494841785172,7.54818923117586,2.99139060927428e-07,3.22245283479311e-05
"4","ENSRNOG00000000053","Crp",-3.7198490616708,-3.7198641724852,12.3355867959456,2.99402906556669e-07,3.22245283479311e-05
"1027","ENSRNOG00000019372","Pc",-3.12704574813775,-3.12715825988364,8.8557479823391,3.09188750750295e-07,3.29933466078413e-05
"133","ENSRNOG00000002878","Afm",-5.06968973571445,-5.06994547161153,9.58015735703684,3.15282037348702e-07,3.33584426804962e-05
"1095","ENSRNOG00000020470","Slc25a24",3.59759421336327,3.60093938001991,4.95808758005591,3.27126573442547e-07,3.40357338319856e-05
"829","ENSRNOG00000015774","Mreg",-3.57151769156807,-3.57288497652311,5.66801892764044,3.27135607516081e-07,3.40357338319856e-05
"576","ENSRNOG00000011361","Slc37a4",-3.16671386922028,-3.16707456594028,7.21008183474564,3.31830295544088e-07,3.42076696761819e-05
"665","ENSRNOG00000012876","Slc6a13",-3.1540759998065,-3.15449768922323,6.97010468807347,3.34267977612671e-07,3.42076696761819e-05
"1443","ENSRNOG00000032895","Cyp4f4",-3.51941435729466,-3.51997238971879,6.92078113343772,3.54556822459932e-07,3.59889587675793e-05
"999","ENSRNOG00000018937","Gstm7",-4.15712441358686,-4.15948201067385,5.45842569598351,3.7217339445526e-07,3.74724583046284e-05
"727","ENSRNOG00000013925","Nox4",-5.47719138796566,-5.49750066908731,3.58129661986667,3.78770751232775e-07,3.78316226331296e-05
"211","ENSRNOG00000004166","D3ZEQ7_RAT",-3.86468885034632,-3.86872040057528,4.36832324017166,3.88395428936644e-07,3.84850550021746e-05
"142","ENSRNOG00000002948","Abcc3",4.39676229462922,4.39902275691025,6.32485628028491,3.929896352528e-07,3.85197695016648e-05
"1093","ENSRNOG00000020467","Nrep",-6.65178135668789,-6.67883512683398,4.38195241074375,3.97014425586735e-07,3.85197695016648e-05
"1415","ENSRNOG00000031531","F1LYQ5_RAT",-2.98946287961214,-2.98989305141483,6.77710818313678,3.98001623205027e-07,3.85197695016648e-05
"1004","ENSRNOG00000019018","Plat",4.83729683228157,4.83927397829195,6.9609434988984,4.03705197532893e-07,3.87712260861398e-05
"225","ENSRNOG00000004400","Avpr1a",-5.80313133893723,-5.80724661817094,6.291898369837,4.08215685319083e-07,3.89051361160973e-05
"762","ENSRNOG00000014555","Aox4",-4.085547842813,-4.0869900808819,6.09301796711418,4.22627496624844e-07,3.9838546974824e-05
"238","ENSRNOG00000004601","Hao1",-2.87994493910622,-2.88008874536067,8.25740693747689,4.24391409503531e-07,3.9838546974824e-05
"556","ENSRNOG00000011019","Faah",-3.08481560443011,-3.08518712191297,7.08585074643394,4.27994779001373e-07,3.98769762375533e-05
"807","ENSRNOG00000015317","Ces1f",-2.93464645923838,-2.93477887932928,8.43058756833484,4.40514486422042e-07,4.013072457798e-05
"918","ENSRNOG00000017597","F16P1_RAT",-2.96087158932552,-2.96108605471164,7.75952312193204,4.42986420232582e-07,4.013072457798e-05
"1429","ENSRNOG00000032374","Paqr9",-4.67213444004985,-4.67480557023224,5.79076150410193,4.43250773973348e-07,4.013072457798e-05
"945","ENSRNOG00000018122","TSN17_RAT",7.40210946979355,7.47060388966076,4.49953851011998,4.47937295437518e-07,4.013072457798e-05
"1226","ENSRNOG00000024577","Gamt",-3.08054322137852,-3.08089215710677,7.17155355518623,4.5548928875922e-07,4.013072457798e-05
"258","ENSRNOG00000005126","Pqlc3",4.83588412983856,4.84785043228516,4.40958360850266,4.55895184645246e-07,4.013072457798e-05
"882","ENSRNOG00000016776","Extl1",-4.24978670017406,-4.25384869845034,4.74792009145441,4.58094296672094e-07,4.013072457798e-05
"425","ENSRNOG00000008364","Cat",-3.2387622544091,-3.2387894824927,11.0141968506506,4.58680875032019e-07,4.013072457798e-05
"664","ENSRNOG00000012865","Parp3",2.91545861920636,2.91607901313105,6.6439082135535,4.59647065650872e-07,4.013072457798e-05
"955","ENSRNOG00000018287","RGD1307603",-6.5830322846143,-6.58642303012804,7.3465947933288,4.83733412195384e-07,4.18427215718486e-05
"1116","ENSRNOG00000020834","Vwce",-3.91855216734919,-3.92303549782425,4.25512716017269,4.88670983084271e-07,4.18427215718486e-05
"356","ENSRNOG00000007159","Ccl2",5.9573443787854,5.98314622002527,4.44046008269222,4.89310160151374e-07,4.18427215718486e-05
"82","ENSRNOG00000001806","Fetub",-3.84328622055402,-3.84332556066414,11.0756884340181,5.01695824639842e-07,4.24950682894238e-05
"1438","ENSRNOG00000032707","Egf",-4.45080477131964,-4.46193429360929,3.43062358185685,5.0634482543835e-07,4.24950682894238e-05
"1527","ENSRNOG00000038455","Gpx2",7.08795758107932,7.12938263201587,4.88581281024869,5.07149793762447e-07,4.24950682894238e-05
"1117","ENSRNOG00000020836","F1LRS6_RAT",-3.22738104512497,-3.22793263208568,6.65086845693975,5.22570810403526e-07,4.34953104525868e-05
"629","ENSRNOG00000012142","Glyat",-4.06159392736621,-4.06222878865742,7.26494993337595,5.36961897489063e-07,4.43971476168937e-05
"1551","ENSRNOG00000040120","BHMT2_RAT",-2.95858715132344,-2.95872656632952,8.37967148858079,5.43895318388292e-07,4.46745595399857e-05
"263","ENSRNOG00000005278","Trhde",-4.35644638178135,-4.37005248840218,3.03215975150652,5.57124899746084e-07,4.54621200871232e-05
"1444","ENSRNOG00000032917","Zfand2a",3.34303306887544,3.34369262090136,7.00529310260704,5.93976268114684e-07,4.81545045935833e-05
"1232","ENSRNOG00000024705","Rarres2",-3.30478404138073,-3.30499294216986,8.13696060827774,6.21034609011408e-07,5.00233360871447e-05
"1282","ENSRNOG00000026647","Cxcl16",3.53441453363622,3.5365362108642,5.53843315933193,6.32478208932926e-07,5.06185284520999e-05
"371","ENSRNOG00000007395","Baat",-3.46393698737572,-3.46400419047762,9.93074202559185,6.40162899672286e-07,5.09072216713917e-05
"982","ENSRNOG00000018662","Amacr",-3.54550248550759,-3.54586708802298,7.56560711543529,6.52544662356279e-07,5.15634184146718e-05
"537","ENSRNOG00000010549","Tspo",4.95715747518459,4.96420478791103,5.27121498352092,6.58722223373551e-07,5.17241947095521e-05
"161","ENSRNOG00000003260","Nr1i3",-2.8634672556879,-2.86511093367266,4.69316403949384,6.64503432741766e-07,5.18520334861309e-05
"1453","ENSRNOG00000033164","LOC100361724",-3.14834050003834,-3.14843664481089,9.10380187768449,6.75957360079065e-07,5.24181841030256e-05
"969","ENSRNOG00000018487","Slc3a2",2.99277723211448,2.99290466126505,9.00081697635393,7.31765416826099e-07,5.63956248708262e-05
"637","ENSRNOG00000012315","Agmat",-2.59729790621357,-2.59779712505066,6.17240509746813,7.45101931269249e-07,5.67960109730282e-05
"909","ENSRNOG00000017427","Pfn2",5.12928377940654,5.13716424072555,5.28783835955135,7.46058934687755e-07,5.67960109730282e-05
"409","ENSRNOG00000008050","Stac3",-10.0485348986057,-10.1231097990483,6.38563443956572,8.11037131726106e-07,6.13684763006087e-05
"613","ENSRNOG00000011861","Aadat",-3.2006823167575,-3.2010663313386,7.15114741674577,8.17684968317872e-07,6.14987760810158e-05
"141","ENSRNOG00000002947","Dpt",-4.01861339763455,-4.01900051965411,7.94526360327183,8.35225161542193e-07,6.20850078798115e-05
"749","ENSRNOG00000014365","Gne",-2.53750409906186,-2.53789829383629,6.45611236963993,8.35425015923775e-07,6.20850078798115e-05
"369","ENSRNOG00000007378","Acox2",-3.13498417982633,-3.13516538361736,8.17553631346646,8.82116016593614e-07,6.51669731785282e-05
"253","ENSRNOG00000004936","Sdc2",-2.71636416427615,-2.71644962333896,8.84742980616787,9.04016430276235e-07,6.63920301882282e-05
"903","ENSRNOG00000017223","Plg",-3.32829321706929,-3.32831703325517,11.2952535185245,9.28900040839182e-07,6.78205673092233e-05
"937","ENSRNOG00000017976","Slco2b1",-4.13361812788915,-4.134379196997,7.07811805484717,9.35742738673968e-07,6.79229540252586e-05
"125","ENSRNOG00000002753","Adam11",-5.79428488967063,-5.82468430316812,3.32000515646547,9.47985638034029e-07,6.84138768257506e-05
"603","ENSRNOG00000011637","Q7TMC0_RAT",-2.83464269284827,-2.83529523061245,6.01923485182355,9.83855423898735e-07,7.03678394053739e-05
"124","ENSRNOG00000002701","Hgd",-2.86995387885284,-2.87018944774672,7.53368492776381,9.86333351697272e-07,7.03678394053739e-05
"698","ENSRNOG00000013464","Spink3",-4.26635241633223,-4.28605065539112,2.37234767768885,9.92957202377833e-07,7.04379015436775e-05
"1137","ENSRNOG00000021130","ABCC8_RAT",-5.88835509013737,-5.99723794323386,1.45948619162283,1.00083296475591e-06,7.05954777682344e-05
"1342","ENSRNOG00000028870","Acot1",8.87751523664884,8.95626155661902,5.75030315603449,1.04548633316802e-06,7.31382204600238e-05
"772","ENSRNOG00000014743","Hagh",-2.66994361015937,-2.67025057754613,6.95114563170513,1.04859763414852e-06,7.31382204600238e-05
"591","ENSRNOG00000011517","Tnfrsf21",3.20659220777648,3.20984424623678,4.59724633699433,1.06108047277218e-06,7.35977205697812e-05
"458","ENSRNOG00000008965","Socs2",-4.07268516283975,-4.0743268034324,5.89958852825536,1.0916439954733e-06,7.5299310958476e-05
"455","ENSRNOG00000008902","Pon1",-3.44380451543331,-3.44388590437521,9.63444481582401,1.12660234559531e-06,7.67917924519793e-05
"6","ENSRNOG00000000158","Cdo1",-4.13794330398669,-4.1381637031394,8.87684512932752,1.12806405016069e-06,7.67917924519793e-05
"1359","ENSRNOG00000029478","Cyp4f39",-4.11054715361782,-4.11669817625582,3.98953071467668,1.13173326481091e-06,7.67917924519793e-05
"910","ENSRNOG00000017428","Map1b",5.7382827091386,5.75045413028376,5.27182875038772,1.15328148910697e-06,7.78309156297329e-05
"135","ENSRNOG00000002911","Alb",-3.67030746449489,-3.67030831784774,16.4335949940881,1.17421001445961e-06,7.88172689813343e-05
"1138","ENSRNOG00000021174","Macrod1",-2.85131261992236,-2.85319610165973,4.47915215725777,1.18658089197388e-06,7.88486909044225e-05
"102","ENSRNOG00000002159","Agpat9",4.56195395465464,4.58707271376162,3.12916218422885,1.18730908210104e-06,7.88486909044225e-05
"565","ENSRNOG00000011200","Bhmt",-3.99192873856979,-3.99197680513453,10.9324961699158,1.23684970199768e-06,8.17040662933391e-05
"1321","ENSRNOG00000028368","Etnk2",-2.68706866695442,-2.68749565317248,6.48713815868437,1.25104772324802e-06,8.22070043407973e-05
"350","ENSRNOG00000007080","Kif12",4.32009537120156,4.32636493103367,4.80255683352802,1.25898334363853e-06,8.22953248446443e-05
"452","ENSRNOG00000008816","Gpnmb",4.82512189189946,4.82562895902183,8.90163798646875,1.29035952776107e-06,8.39069724171718e-05
"915","ENSRNOG00000017531","Akr1c18",-4.64972911062356,-4.68614627014222,1.81626706316012,1.30880059862489e-06,8.46651578955013e-05
"1005","ENSRNOG00000019058","Gstm3",4.7671749176751,4.77316676227811,5.30669431222976,1.35239461774836e-06,8.70342618690115e-05
"207","ENSRNOG00000004101","Mosc1",-3.53538099763298,-3.53587782262054,7.10620146553615,1.36174207251921e-06,8.71864091046276e-05
"179","ENSRNOG00000003566","Apoh",-3.21188772021639,-3.2119107007231,11.232649747224,1.3822628929397e-06,8.78292849216918e-05
"374","ENSRNOG00000007454","Aloxe3",4.69531119634181,4.72409399088934,3.07611777808442,1.38585255342998e-06,8.78292849216918e-05
"1026","ENSRNOG00000019358","Esr1",-4.01532333480587,-4.03186758505871,2.37587180775623,1.39965107671734e-06,8.82024068111012e-05
"343","ENSRNOG00000006889","Ambp",-3.4896077008438,-3.48963406317158,11.3069111882634,1.40586935966433e-06,8.82024068111012e-05
"1354","ENSRNOG00000029218","Mut",-2.49577682766036,-2.49649842544685,5.53260380542792,1.42333430746542e-06,8.84095961627152e-05
"1472","ENSRNOG00000033730","Mut",-2.49577682766036,-2.49649842544685,5.53260380542792,1.42333430746542e-06,8.84095961627152e-05
