"","ensembl_transcript_id","symbol","logFC","unshrunk_logFC","logCPM","PValue","FDR"
"644","ENSRNOT00000071109","Cabp2-201",-5.69134030653694,-5.70070620563792,5.02945298573401,7.09193348979516e-07,0.00037909816083676
"347","ENSRNOT00000025097","Olr59-201",-8.74153740013985,-8.84726635271583,4.60502858259638,8.06878833718697e-07,0.000388938245369581
"927","ENSRNOT00000092017","Cyp2d1-204",-3.78121228327932,-3.78262371622965,5.9213106733472,9.32858893445775e-07,0.000388938245369581
"421","ENSRNOT00000030135","Coq8a-201",-4.36428202771782,-4.364970059072,7.56561551057359,9.33242537407202e-07,0.000388938245369581
"924","ENSRNOT00000091845","Hao2-203",-4.37990291140635,-4.38085583875342,7.10269163333769,9.54110432827943e-07,0.000388938245369581
"576","ENSRNOT00000056680","Pxmp2-201",-3.52224144085301,-3.52315150078581,6.3154385369707,9.91980133837564e-07,0.000388938245369581
"205","ENSRNOT00000015189","Sult1c3-201",-5.68377515587563,-5.68540994159276,7.61838580759372,1.0144515708828e-06,0.000388938245369581
"219","ENSRNOT00000015723","Mbl1-201",-3.44964394428494,-3.45015619682346,7.08791285168288,1.01732052464283e-06,0.000388938245369581
"869","ENSRNOT00000088001","LOC100912405-201",-7.48971090672095,-7.49701423099946,7.24661404153786,1.01949723350864e-06,0.000388938245369581
"295","ENSRNOT00000021081","Ghr-201",-4.05083004146493,-4.05270170662225,5.77446926416109,1.04721016295217e-06,0.000388938245369581
"622","ENSRNOT00000066670","Cxcl12-201",-4.11270306330188,-4.11323801098039,7.68225094069712,1.09228593158206e-06,0.000388938245369581
"906","ENSRNOT00000090985","Apoc3-202",-5.38078723370457,-5.38776645262107,5.15337259296259,1.0945074282799e-06,0.000388938245369581
"70","ENSRNOT00000005561","Enpp2-201",-3.87231835177412,-3.87451959928894,5.35060301317864,1.10601798418177e-06,0.000388938245369581
"801","ENSRNOT00000083500","Ces1f-206",-3.40442363980549,-3.40531471428736,6.22634092804608,1.11068032759051e-06,0.000388938245369581
"774","ENSRNOT00000081488","Mug1-204",-6.19248193493329,-6.1925322370057,13.1642835267116,1.11835518205769e-06,0.000388938245369581
"848","ENSRNOT00000086488","AABR07004549.1-201",-7.38787922354209,-7.39009801083449,8.88339277653169,1.12707023668409e-06,0.000388938245369581
"96","ENSRNOT00000007825","Slc10a1-201",-5.87372933111554,-5.87487953534426,8.32199865473429,1.13685143453679e-06,0.000388938245369581
"510","ENSRNOT00000044470","Cyp2d1-201",-6.01491995492448,-6.01684941561587,7.70731153105673,1.14103604648253e-06,0.000388938245369581
"261","ENSRNOT00000018318","S1pr1-201",-3.63918807462663,-3.63996726028467,6.6607460430986,1.15007990001264e-06,0.000388938245369581
"14","ENSRNOT00000001699","Ftcd-201",-3.57407053000835,-3.5745362402114,7.3499430349852,1.229856388608e-06,0.000403592194794843
"683","ENSRNOT00000074942","Apoc3-201",-4.28012079871879,-4.28021098942753,10.4289371696848,1.25024433964706e-06,0.000403592194794843
"339","ENSRNOT00000024622","Ces1f-203",-4.04812984591483,-4.04820792198503,10.4091619480752,1.26647722704314e-06,0.000403592194794843
"43","ENSRNOT00000004070","Slc25a47-201",-3.68370800082844,-3.68439563357546,6.88738396386981,1.33090863479786e-06,0.000416122395985574
"728","ENSRNOT00000077912","LOC100365958-203",-3.91728116283045,-3.91895869248193,5.80162837412221,1.37599519695084e-06,0.000422252155716156
"661","ENSRNOT00000073228","Gckr-201",-3.47556045464408,-3.47593362773271,7.57728125407554,1.41815264695646e-06,0.00042727650023119
"231","ENSRNOT00000016205","Csad-201",-3.83184703024023,-3.83230567787863,7.62684558880656,1.44544345885714e-06,0.000427722206370029
"430","ENSRNOT00000032108","Agmo-201",-3.28962466743385,-3.28996768643225,7.51598747535785,1.48505048789912e-06,0.000431732835701338
"470","ENSRNOT00000039954","Vtn-201",-4.64086706156149,-4.64093892091754,11.1123214375758,1.61553782614522e-06,0.000461566554781529
"842","ENSRNOT00000086306","Coq8a-202",-4.3374539647646,-4.33932626196445,6.06292096824722,1.64337859707382e-06,0.000461566554781529
"834","ENSRNOT00000085897","Ndrg2-203",-5.58289822304285,-5.58407500860084,8.00019366845729,1.75893629167482e-06,0.000485788888155724
"765","ENSRNOT00000080525","Dhrs9-201",7.90603555214183,8.03085493037727,4.34562143068316,1.89249693568901e-06,0.000514107651168896
"651","ENSRNOT00000072215","Gstz1-201",-3.35729007758168,-3.35761500342312,7.66140496747522,1.93439566622204e-06,0.00051701404169299
"862","ENSRNOT00000087471","LOC102549726-203",5.17506566076734,5.1819154522967,5.62749834357598,2.04965086662471e-06,0.000530900454471499
"684","ENSRNOT00000074990","Dhrs7l1-202",-6.17589534992563,-6.17814351638015,7.64301261106881,2.07012620321097e-06,0.000530900454471499
"485","ENSRNOT00000041527","Tmem86b-201",-3.22626806747305,-3.22677867138072,6.86984027920268,2.09588789798512e-06,0.000530900454471499
"52","ENSRNOT00000004686","Otc-201",-3.49049645222647,-3.49079404727062,7.92189346573479,2.17969374283447e-06,0.000530900454471499
"187","ENSRNOT00000013896","Serpina3c-201",-7.76443402245334,-7.76483692614902,11.7294871980743,2.2106207973839e-06,0.000530900454471499
"499","ENSRNOT00000043056","Mup4-202",-5.93734741672596,-5.9378783405784,9.50402639720297,2.22959923696912e-06,0.000530900454471499
"334","ENSRNOT00000024196","Gpld1-201",-3.56138793374703,-3.56185510953363,7.33326103723227,2.23288033078263e-06,0.000530900454471499
"400","ENSRNOT00000028102","Tkfc-201",-3.85877770443565,-3.85937099040095,7.27921063508369,2.28799610067944e-06,0.000530900454471499
"456","ENSRNOT00000037218","LOC100365958-201",-3.75788420135512,-3.76008061516096,5.22965766376092,2.31272187680227e-06,0.000530900454471499
"167","ENSRNOT00000012413","Cyp2d2-201",-4.00387989246142,-4.00401441014907,9.57907800711354,2.34322716116032e-06,0.000530900454471499
"553","ENSRNOT00000051244","LOC100910877-201",3.88618296529038,3.88621591245964,12.0072746741741,2.39142858280818e-06,0.000530900454471499
"473","ENSRNOT00000040541","Tymp-201",-4.63817879181137,-4.63896364628345,7.64623685909925,2.47920471708127e-06,0.000530900454471499
"715","ENSRNOT00000077053","Cdh13-202",6.72560322872194,6.75768114828402,5.02196095646907,2.48185515987961e-06,0.000530900454471499
"498","ENSRNOT00000042860","Rup2-201",-7.58409477814223,-7.58439386022229,11.9781347039231,2.50536928967089e-06,0.000530900454471499
"111","ENSRNOT00000008840","Fabp1-201",-3.61627353819823,-3.61633242269895,10.3929546514137,2.50949834407428e-06,0.000530900454471499
"756","ENSRNOT00000080175","Bbox1-201",-3.90676028893357,-3.90863539978219,5.62558229750103,2.51731232717318e-06,0.000530900454471499
"535","ENSRNOT00000048302","Clpx-201",-3.24286224060799,-3.24313284280991,7.81567781014699,2.53099607164616e-06,0.000530900454471499
"42","ENSRNOT00000003977","Abcc3-201",12.3186008382126,144269489.952414,5.13512625246906,2.60460746347622e-06,0.000539511878465806
"197","ENSRNOT00000014235","Acsl1-201",-3.80214973754725,-3.80221738887569,10.3747552976098,2.69631594755778e-06,0.000542850926120796
"502","ENSRNOT00000043533","Kynu-201",-4.21628387747093,-4.21719976261044,7.00029575045169,2.71049477719933e-06,0.000542850926120796
"662","ENSRNOT00000073241","LOC108348093-202",3.44753302938856,3.44865144211459,6.47857533962314,2.71900469905413e-06,0.000542850926120796
"166","ENSRNOT00000012293","LOC259244-201",-5.88233968397972,-5.88246759809798,11.5079948917242,2.78919309858434e-06,0.00055023474805525
"534","ENSRNOT00000047655","Ugt2b15-202",-3.6796754316044,-3.67994103769037,8.27269211701707,3.05845190642178e-06,0.00059625419460371
"599","ENSRNOT00000061686","Anxa7-201",3.71363222157041,3.71431638992622,7.4791279421192,3.10071452709034e-06,0.00059746442358621
"303","ENSRNOT00000021812","Ces1d-201",-5.8704973429085,-5.87342611374904,6.96474768252672,3.21714942759614e-06,0.000603782271266737
"215","ENSRNOT00000015516","Serpina11-201",-3.73537451380773,-3.73653225768596,6.17140099144036,3.27035391778544e-06,0.000603782271266737
"909","ENSRNOT00000091101","Prodh2-202",-3.76039678963853,-3.76207424887424,5.63766108932481,3.29970427308295e-06,0.000603782271266737
"796","ENSRNOT00000082763","Lipc-201",-3.60675171222689,-3.60729255099273,7.16463777076121,3.33327163427263e-06,0.000603782271266737
"829","ENSRNOT00000085680","Igf1-204",-4.0752524042116,-4.07636481420293,6.57318946036675,3.36785549464083e-06,0.000603782271266737
"273","ENSRNOT00000019554","Anxa5-201",3.29502989350651,3.2956326661152,7.2334094503805,3.38088575929008e-06,0.000603782271266737
"270","ENSRNOT00000019237","Klkb1-201",-4.20849504488351,-4.20912205783216,7.54512731276936,3.39520211690223e-06,0.000603782271266737
"233","ENSRNOT00000016265","Snx10-201",4.73787788520124,4.74627634683957,4.92923732293005,3.42499146093013e-06,0.000603782271266737
"309","ENSRNOT00000022113","Ttr-201",-3.65480095613119,-3.65482370629912,11.8041393449535,3.51491522422073e-06,0.000613112212426966
"691","ENSRNOT00000075474","Ptprd-201",-3.74389053114048,-3.74476109301185,6.59927649148309,3.56581217338003e-06,0.000615511182552921
"463","ENSRNOT00000038610","Neurl3-201",4.44004857695141,4.44659001818858,5.04672701595473,3.72912713064396e-06,0.000637065625586609
"141","ENSRNOT00000010333","Col27a1-201",-3.72536107834102,-3.72981950753508,4.10493594917402,3.77980667959764e-06,0.000639134453955229
"321","ENSRNOT00000023241","Slc17a2-201",-3.9575757738806,-3.95881604865999,6.29130338217561,3.88139483561706e-06,0.000649682765868791
"504","ENSRNOT00000043908","Apon-201",-3.71613883787551,-3.71719104678837,6.29227999400833,3.9420949003323e-06,0.000653244545934066
"3","ENSRNOT00000000058","Crp-201",-3.56534613448498,-3.56537135550371,11.5675820787129,4.13627436770458e-06,0.000670848937185428
"593","ENSRNOT00000060535","Afm-201",-4.96091817770132,-4.96119730624446,9.46634697167416,4.1457320271133e-06,0.000670848937185428
"526","ENSRNOT00000046951","Ghr-202",-3.40883359153533,-3.40929539835421,7.19960465921183,4.21737021938965e-06,0.000670848937185428
"819","ENSRNOT00000085245","Cyp2a3-205",-3.75995976205683,-3.76031937888898,7.91174448751439,4.23405135063089e-06,0.000670848937185428
"138","ENSRNOT00000010240","Inhbc-201",-3.5166830513756,-3.51740563384523,6.64873510208101,4.25074759546617e-06,0.000670848937185428
"256","ENSRNOT00000018074","Rcn1-201",3.28727016059923,3.28855441934866,6.14881882310435,4.3962758221877e-06,0.000682376891181457
"327","ENSRNOT00000023659","Srd5a1-201",-3.98221967945296,-3.98278073191328,7.48458429211092,4.45000394893893e-06,0.000682376891181457
"665","ENSRNOT00000073710","Cmya5-201",-4.87377378935134,-4.8868418585701,3.65822542896826,4.47828247264e-06,0.000682376891181457
"404","ENSRNOT00000028249","Cyp2a3-202",-3.83270617121372,-3.8337978712775,6.35173133393831,4.51624760204962e-06,0.000682376891181457
"656","ENSRNOT00000072465","Mug2-201",-3.82539051138505,-3.82566188864833,8.38606522713325,4.52968789028787e-06,0.000682376891181457
"145","ENSRNOT00000010639","Stac3-201",-9.73481646072348,-9.80965593314416,6.15764420746308,4.69398884727146e-06,0.000700757560253473
"359","ENSRNOT00000025763","Plat-201",4.61823293957763,4.62010977048216,6.94199037584978,4.81119559996273e-06,0.000709510593436034
"73","ENSRNOT00000005829","Avpr1a-201",-5.6109135520927,-5.61501843387623,6.19197875101527,4.90700264382646e-06,0.000709510593436034
"776","ENSRNOT00000081738","AABR07070117.1-201",-3.43709842014127,-3.43912753841998,5.03251927970006,4.9101324788632e-06,0.000709510593436034
"562","ENSRNOT00000054729","Cyp2c24-201",3.94530713285462,3.9456956945576,8.48514299648349,4.92388620150527e-06,0.000709510593436034
"78","ENSRNOT00000006004","Dpys-201",-3.35111712379051,-3.35141851844448,7.76433987264631,5.08111410537488e-06,0.000725854671035924
"697","ENSRNOT00000075964","Gbe1-202",-2.92882339282039,-2.9292803464947,6.73731165526369,5.14053228361245e-06,0.000728066328818306
"318","ENSRNOT00000022702","Gulo-201",-3.11573709945008,-3.11583795977955,9.12264208394601,5.34989474340293e-06,0.000751297506719745
"525","ENSRNOT00000046942","Hao2-201",-3.94560850343751,-3.94605545903446,7.77921530454777,5.44382423499839e-06,0.000755039804845689
"533","ENSRNOT00000047634","Zfand2a-201",3.51103884660481,3.5119088601757,6.9425849094294,5.51845835908765e-06,0.000755039804845689
"503","ENSRNOT00000043572","Khk-201",-3.25013304726817,-3.25054071410645,7.22413354998394,5.53011943089316e-06,0.000755039804845689
"545","ENSRNOT00000049437","AABR07044914.1-201",-3.07731935444896,-3.07827473399428,5.79864575100834,5.55879887702457e-06,0.000755039804845689
"486","ENSRNOT00000041709","Tspan17-201",11.5549636721246,144269489.18858,4.40879247193498,5.72156546400409e-06,0.000770829766699283
"591","ENSRNOT00000060160","AABR07021096.1-201",-3.22706458312643,-3.22795174841256,6.05385858991478,5.89530883965524e-06,0.000787831957918765
"547","ENSRNOT00000049729","Paqr9-201",-4.61409898421211,-4.61557714709408,6.69221772430258,5.97011536540298e-06,0.000791446253760743
"773","ENSRNOT00000081484","Mat1a-202",-3.09482433174887,-3.09491857217245,9.20005718038689,6.09838049418984e-06,0.000802033834676348
"174","ENSRNOT00000013045","Serpina4-201",-3.16197529596611,-3.16208277658232,9.07599785371978,6.20891164858065e-06,0.000810140747469527
"464","ENSRNOT00000038677","Anxa2-201",5.12566085481975,5.12654558457631,8.59419646799089,6.36017299158008e-06,0.000823393958152137
"769","ENSRNOT00000081017","Esr1-203",-3.95365169604671,-3.95756440779462,4.54004701840248,6.59853656458608e-06,0.000833307720452661
"264","ENSRNOT00000018761","Aadac-201",-3.96181904793577,-3.96399482994263,5.4617853545028,6.62289602375909e-06,0.000833307720452661
"675","ENSRNOT00000074349","LOC298111-201",-5.64235203790895,-5.64328431082037,8.39031101360074,6.64638020654223e-06,0.000833307720452661
"77","ENSRNOT00000005995","Igf1-201",-3.33079095835968,-3.33255025273029,5.14183369274384,6.65384642661295e-06,0.000833307720452661
"10","ENSRNOT00000001126","Apom-201",-2.86220807703439,-2.86248044922604,7.42805746488608,6.68818579567943e-06,0.000833307720452661
"767","ENSRNOT00000080859","Acot1-201",8.82978729546456,8.92839946264843,5.54074531963353,6.80542963711489e-06,0.000841587869527096
"748","ENSRNOT00000079830","Gpx3-201",3.2574707958848,3.2588242487486,6.018963481569,7.29166118675702e-06,0.000895037907598152
"868","ENSRNOT00000087937","Adra1b-201",-3.7286845035966,-3.73205373287543,4.54870010525166,7.36589303630238e-06,0.00089750156988652
"939","ENSRNOT00000093430","Ggt1-202",4.46686179883027,4.47819234823158,4.27485919412849,7.61347714264084e-06,0.000920897297304389
"360","ENSRNOT00000025800","Gstm3l-201",5.26019505350706,5.26926622269147,5.38035665054538,8.0109134506075e-06,0.00096194816514505
"604","ENSRNOT00000063853","Ugt1a9-206",7.78400598208731,7.78860387945998,8.71728073654952,8.15475271361382e-06,0.000972175591491328
"99","ENSRNOT00000007903","LOC680406-201",-7.15461932861578,-7.15547755786893,10.0252559335599,8.50754470407559e-06,0.00100698945208026
"176","ENSRNOT00000013175","Serpina3m-201",-4.20775073054717,-4.20813920992177,8.24378240998509,8.71575984707356e-06,0.00102431813067983
"886","ENSRNOT00000089382","AABR07048474.1-202",-5.4775820148288,-5.4777764397734,10.5006664711399,8.85537230602418e-06,0.0010333970034023
"825","ENSRNOT00000085439","RGD1307603-202",-6.41919752737773,-6.42354805623833,6.92538366617596,9.01811860464467e-06,0.00104502967410886
"827","ENSRNOT00000085619","Mreg-202",-3.42203098575453,-3.42245759338486,7.3286375167274,9.38442957772709e-06,0.00107596134777751
"804","ENSRNOT00000083698","Pemt-201",-3.50718357875061,-3.5079320287411,6.58728520852199,9.41490528198291e-06,0.00107596134777751
"539","ENSRNOT00000048739","Fetub-201",-3.7048260044175,-3.7048715497935,10.8507733486706,9.78409177966757e-06,0.00111049441699227
"125","ENSRNOT00000009611","Ttpa-201",-3.08614690968463,-3.08627289844322,8.77114998000152,9.9265962395442e-06,0.00111164846137021
"109","ENSRNOT00000008719","Ptprz1-201",6.90196437620658,7.02628691409711,3.40603043116489,9.92842751087989e-06,0.00111164846137021
"423","ENSRNOT00000031384","Aldh5a1-201",-2.85715178383622,-2.85778472433453,6.18672872109696,1.01279550121431e-05,0.00112323895854778
"338","ENSRNOT00000024488","Slc22a8-201",-4.25200829101085,-4.25267170105637,7.50206949278091,1.01675121466518e-05,0.00112323895854778
"49","ENSRNOT00000004559","F9-201",-3.03780675167173,-3.03790741567261,9.04842798456749,1.03970637101457e-05,0.0011409916737803
"588","ENSRNOT00000059892","Slc13a4-201",-5.16115046505537,-5.16671082495627,5.27417237030564,1.05437915949448e-05,0.00114213900478732
"292","ENSRNOT00000020908","Nol3-201",7.18922101593592,7.21075063473847,6.01509712575669,1.06396560578308e-05,0.00114213900478732
"162","ENSRNOT00000011948","Socs2-201",-4.03489278322868,-4.03637233281685,6.10845753884861,1.07085458778077e-05,0.00114213900478732
"113","ENSRNOT00000008987","Cd302-201",-2.93166786354952,-2.93192095425067,7.60510232043324,1.07202975675762e-05,0.00114213900478732
"30","ENSRNOT00000002936","Gpat3-201",4.52562072045257,4.54339396899132,3.75326522362175,1.075213835899e-05,0.00114213900478732
"152","ENSRNOT00000011230","Cat-201",-3.13918759647988,-3.13921759800699,10.8987392975068,1.12556359217498e-05,0.0011880072793587
"626","ENSRNOT00000067042","Rorc-201",-3.10908156286011,-3.10975607410944,6.34134992259517,1.17184171614534e-05,0.00122310629270373
"267","ENSRNOT00000018990","Nox4-201",-5.7299821863173,-5.74685482580562,4.16075381242884,1.17357975101016e-05,0.00122310629270373
"744","ENSRNOT00000079522","Hebp2-201",4.6877008089148,4.70850756404873,3.70684236029023,1.18713937118697e-05,0.0012283217147524
"210","ENSRNOT00000015336","Bhmt-201",-3.86130187935023,-3.86135755546334,10.7140450830537,1.20032864445725e-05,0.0012283217147524
"600","ENSRNOT00000061708","Bhmt2-201",-2.78624882933102,-2.78639005933863,8.30808735733696,1.20082142169989e-05,0.0012283217147524
"631","ENSRNOT00000067843","Cth-201",-3.77502700193114,-3.77520995346079,8.90898498488921,1.22173157778249e-05,0.00124204380217385
"552","ENSRNOT00000051075","LOC100365958-202",-3.92268341118665,-3.92332260358945,7.23457777866311,1.24966711247025e-05,0.00125771275394238
"322","ENSRNOT00000023368","Plg-201",-3.23842717838151,-3.23845375774819,11.1711394418436,1.25232396596761e-05,0.00125771275394238
"237","ENSRNOT00000016454","Glyat-201",-3.83847835044746,-3.83924629154539,6.87614405997496,1.35376158175545e-05,0.0013513965765825
"19","ENSRNOT00000001990","LOC100361492-201",5.59818236858841,5.61461894434373,4.82999699671077,1.37307287068737e-05,0.00135707168503729
"126","ENSRNOT00000009777","Baat-201",-3.35467984870144,-3.35476062721101,9.67880261565534,1.37582549686962e-05,0.00135707168503729
"623","ENSRNOT00000066691","RGD1307603-201",-7.11469703940734,-7.14617397142058,4.69879376914025,1.39635324454018e-05,0.00136916979972043
"788","ENSRNOT00000082208","Arhgap22-202",7.28731952823021,7.41187428289446,3.76501328030056,1.43462306806714e-05,0.0013984199329965
"477","ENSRNOT00000041034","Cyp4f4-201",-3.40996625805092,-3.41059013289984,6.756997246402,1.45282457241868e-05,0.0013995365159255
"917","ENSRNOT00000091521","Dio1-201",-4.67797360914259,-4.6797112320878,6.51876923456561,1.45547712496739e-05,0.0013995365159255
"747","ENSRNOT00000079796","Dpt-204",-3.86211810828072,-3.86256823970117,7.68568187897792,1.47450296199283e-05,0.0013995365159255
"706","ENSRNOT00000076695","Gbe1-201",-2.87621218919289,-2.87684371321664,6.20722017458345,1.47743309066049e-05,0.0013995365159255
"546","ENSRNOT00000049499","Slc30a10-201",-3.4211767029501,-3.42176566909105,6.85622910963921,1.47799704475869e-05,0.0013995365159255
"328","ENSRNOT00000023685","Fbp1-201",-2.90706373077864,-2.90721734106013,8.30656836360926,1.51167528668646e-05,0.00140365711569603
"795","ENSRNOT00000082697","Plekhb1-202",-4.00053688823859,-4.0061830347889,4.03684913378333,1.52189475806289e-05,0.00140365711569603
"345","ENSRNOT00000024968","Cidea-201",4.41911609003434,4.42870216511025,4.44508299155111,1.52564174818842e-05,0.00140365711569603
"775","ENSRNOT00000081558","Ghr-203",-4.17009830533286,-4.17590905642751,4.15866068142569,1.53069155792191e-05,0.00140365711569603
"220","ENSRNOT00000015810","Slc37a4-201",-2.97563396389575,-2.97604875397494,6.92708442358976,1.53145722983186e-05,0.00140365711569603
"341","ENSRNOT00000024800","Apoc2-201",-3.51863644870166,-3.5188558383428,8.39267769005004,1.54127866894788e-05,0.00140365711569603
"214","ENSRNOT00000015451","Ces2a-201",3.03742377711851,3.03765775294665,8.31033983248593,1.54164259885751e-05,0.00140365711569603
"217","ENSRNOT00000015609","Rab3d-201",3.29571332805241,3.29732281547684,5.86875426399045,1.5618560917851e-05,0.00140736501355991
"85","ENSRNOT00000006804","Crip2-201",-3.17182025834929,-3.17258041433256,6.23336997562901,1.5707950183967e-05,0.00140736501355991
"555","ENSRNOT00000051289","Ust5r-201",-5.69157599311634,-5.69513609069337,6.47546051814456,1.57119381756432e-05,0.00140736501355991
"140","ENSRNOT00000010260","Acox2-201",-3.0269246919539,-3.02713037893068,8.0014511844194,1.59205059536226e-05,0.00141838012987892
"335","ENSRNOT00000024281","Slco2b1-201",-4.03833167272613,-4.03927851523777,6.77040718228415,1.61443392113551e-05,0.00143063018754741
"571","ENSRNOT00000055723","Dpyd-201",-2.80300385496531,-2.80363355918839,6.14004450127941,1.67434664235017e-05,0.00147248181020679
"563","ENSRNOT00000054859","Cttn-201",12.1401863487927,144269489.773963,4.96430454207388,1.67943432580462e-05,0.00147248181020679
"474","ENSRNOT00000040637","Slc16a2-201",-3.53639010291841,-3.53720270721282,6.49544937793896,1.70479730415768e-05,0.00148274273677214
"394","ENSRNOT00000027765","Slc25a24-201",3.53579999962743,3.53951321678225,4.94298336378657,1.7090330259096e-05,0.00148274273677214
"647","ENSRNOT00000071633","Cyp2c13-201",-6.98603889624222,-6.98664563251695,10.3579606422042,1.74405336220134e-05,0.00148904110741829
"759","ENSRNOT00000080270","Gpx2-201",6.40521669721761,6.42360648414681,5.46365959516699,1.74933518018589e-05,0.00148904110741829
"36","ENSRNOT00000003645","Hgd-201",-2.78238006710806,-2.78264286532777,7.4008744327587,1.75172117307701e-05,0.00148904110741829
"4","ENSRNOT00000000172","Cdo1-201",-4.02735388278591,-4.02759824121564,8.73700511407884,1.75223592991713e-05,0.00148904110741829
"218","ENSRNOT00000015667","Faah-201",-2.8278069224028,-2.82831823416732,6.471917445408,1.7659310637079e-05,0.0014930226355461
"870","ENSRNOT00000088313","Vcan-204",6.5159721079581,6.55279194585128,4.69121843880362,1.85537755863436e-05,0.00155265654724743
"324","ENSRNOT00000023460","Map1b-201",6.08582061997887,6.10412694228085,5.20640876455436,1.86486078695319e-05,0.00155265654724743
"40","ENSRNOT00000003921","Alb-201",-3.57751969848818,-3.57752063146377,16.3372880162575,1.86944400586357e-05,0.00155265654724743
"814","ENSRNOT00000084685","LOC500712-207",-4.06040540442836,-4.06088688580753,7.78605958394148,1.87580824687575e-05,0.00155265654724743
"704","ENSRNOT00000076437","AABR07048473.1-201",-6.13339900913668,-6.1919054476051,2.53059266119667,1.88331401844628e-05,0.00155265654724743
"889","ENSRNOT00000089501","Acsl1-202",-4.06002507378174,-4.06105204169675,6.67727923724139,1.91091053739443e-05,0.00156760883738431
