"","ensembl_transcript_id","symbol","logFC","unshrunk_logFC","logCPM","PValue","FDR"
"163","ENSRNOT00000011486","Angptl3",-4.70064204353018,-4.70173976749215,7.34157688335215,2.42348997319621e-06,0.00103920596433972
"462","ENSRNOT00000032108","Tmem195",-3.32077797084861,-3.32113619614317,7.60925808683807,2.50128480987251e-06,0.00104357658405411
"273","ENSRNOT00000018318","S1pr1",-3.65860965556869,-3.65939126769706,6.80674260982043,2.67700400423342e-06,0.0010591344024974
"46","ENSRNOT00000004070","Hdmcp",-3.68522178672433,-3.68593834730639,6.95909784246942,2.7077029978785e-06,0.0010591344024974
"265","ENSRNOT00000017969","Spink1",-4.68461663482552,-4.68837467061345,5.51606196766811,2.7444047483252e-06,0.0010591344024974
"13","ENSRNOT00000001699","Ftcd",-3.59640219203569,-3.59684791309621,7.56328565138728,2.81314613464509e-06,0.00105918382635406
"342","ENSRNOT00000023241","Slc17a2",-4.06822131288411,-4.07043961844932,5.67703485189879,3.26048798362623e-06,0.0011537739825078
"540","ENSRNOT00000043533","Kynu",-4.29768223246525,-4.29895612905841,6.72804525996054,3.32446982019745e-06,0.0011537739825078
"277","ENSRNOT00000018641","Q9QZD1_RAT",-4.23579144405388,-4.23638312369788,7.78288533015041,3.34844676640903e-06,0.0011537739825078
"526","ENSRNOT00000041957","LOC297568",-6.23058661303634,-6.23063815816905,13.2860335633851,3.36333673724499e-06,0.0011537739825078
"567","ENSRNOT00000046942","Hao2",-4.09685171518192,-4.09717131558124,8.53892716586794,3.63390987458628e-06,0.0012194927550867
"103","ENSRNOT00000007825","Slc10a1",-5.89333780769739,-5.89449061459601,8.46066691401352,4.00021077682064e-06,0.00129638346163332
"519","ENSRNOT00000041527","Tmem86b",-3.2330317450453,-3.23353331184299,7.03144590103834,4.24697868491718e-06,0.00129638346163332
"121","ENSRNOT00000008840","Fabp1",-3.63540872877499,-3.63546815175575,10.5184596813562,4.30108757430495e-06,0.00129638346163332
"241","ENSRNOT00000016205","Csad",-3.80612999842621,-3.80653700396478,7.90117004642388,4.31195528381267e-06,0.00129638346163332
"206","ENSRNOT00000014235","Acsl1",-3.83956047993475,-3.83962509205548,10.5976510421332,4.37204831676835e-06,0.00129638346163332
"59","ENSRNOT00000004686","Otc",-3.50672065867698,-3.50702495817256,8.02921514758172,4.389598435812e-06,0.00129638346163332
"376","ENSRNOT00000025097","Olr59",-8.74935010758932,-8.85517896647385,4.77947611750859,4.45088575931631e-06,0.00129638346163332
"568","ENSRNOT00000046951","Ghr",-3.43698123276827,-3.43741661152929,7.44019976040691,4.91570156446267e-06,0.0014042674742601
"660","ENSRNOT00000061686","Anxa7",3.68498425236537,3.68563394674425,7.62927759273988,5.12086156907968e-06,0.0014042674742601
"357","ENSRNOT00000024196","Gpld1",-3.58069585121326,-3.58116464161982,7.47310236675622,5.16197908592107e-06,0.0014042674742601
"547","ENSRNOT00000044470","Cyp2d3",-5.45299734130711,-5.45409737494653,8.08806322930541,5.32335181204566e-06,0.0014042674742601
"323","ENSRNOT00000021812","Ces1d",-5.86157324080064,-5.86273453508329,8.42262895635695,5.33082997976833e-06,0.0014042674742601
"175","ENSRNOT00000012413","Cyp2d2",-4.02303111184479,-4.02316601270232,9.71430902901524,5.40150346252429e-06,0.0014042674742601
"226","ENSRNOT00000015516","Serpina11",-3.79434829812824,-3.79567902299907,6.15960284648063,5.49683291942852e-06,0.0014042674742601
"328","ENSRNOT00000022113","Ttr",-3.681982269708,-3.68200525647533,11.9351526289673,5.54902610156548e-06,0.0014042674742601
"423","ENSRNOT00000028102","Dak",-3.87812086135498,-3.8787158785879,7.42199166264623,5.74873909006622e-06,0.00141160288978933
"290","ENSRNOT00000019554","Anxa5",3.27839207841036,3.27899071387898,7.33963312395006,5.76089797607874e-06,0.00141160288978933
"593","ENSRNOT00000049698","D4A4R6_RAT",11.9089473467949,13.9035359235366,5.23960385463871,5.86929239548131e-06,0.00141569166732883
"2","ENSRNOT00000000058","Crp",-3.60746531836301,-3.6074824362967,12.2875884684921,6.11112542877856e-06,0.00143055612479455
"211","ENSRNOT00000014743","NDRG2_RAT",-5.63350828260337,-5.63464291250725,8.2269189662352,6.11625991037378e-06,0.00143055612479455
"507","ENSRNOT00000039954","Q7TQ11_RAT",-4.60132680399058,-4.60140963467431,10.9877652889203,6.24304391662865e-06,0.00143357803629965
"534","ENSRNOT00000042860","Rup2",-7.66105999289095,-7.66178765105077,10.8898231901266,6.34749987053831e-06,0.00143357803629965
"196","ENSRNOT00000013896","Serpina3k",-7.79204615252136,-7.79242977905447,11.9468809495616,6.40777900529094e-06,0.00143357803629965
"87","ENSRNOT00000006197","Bbox1",-3.95809956018036,-3.9599020925935,5.87673305534097,6.89740437811104e-06,0.00152107473407
"580","ENSRNOT00000048302","Clpx",-3.31018716228719,-3.31049963098045,7.79754789357091,7.49779607150946e-06,0.00162560647008611
"287","ENSRNOT00000019298","Cdh13",7.20121447426786,7.24339966264898,5.20357898297421,7.58202149680636e-06,0.00162560647008611
"582","ENSRNOT00000048543","Sez6",-7.44549879914849,-7.4607389542403,6.26261524719845,8.05591078195046e-06,0.00168580365770339
"597","ENSRNOT00000049976","Lipc",-3.70334395731113,-3.70376659964999,7.74701843501332,8.08119911058176e-06,0.00168580365770339
"594","ENSRNOT00000049729","Paqr9",-4.48772848523498,-4.49139596306774,5.35644141742443,8.57834815154239e-06,0.00174862412565352
"500","ENSRNOT00000038610","Neurl3",4.40802896671755,4.41446617683187,5.14072866808961,8.62635366298297e-06,0.00174862412565352
"145","ENSRNOT00000010240","Inhbc",-3.60072613444867,-3.60150334575012,6.75631482473212,8.72216477782739e-06,0.00174862412565352
"86","ENSRNOT00000006103","F1M0I4_RAT",-4.1107810710389,-4.1118070961528,6.85988039475428,9.17590152358352e-06,0.00179940436708514
"243","ENSRNOT00000016265","Snx10",4.72920127595587,4.73751053184273,5.0231106574554,9.20858618900862e-06,0.00179940436708514
"8","ENSRNOT00000001126","Apom",-2.87125490336789,-2.87153454411704,7.52451860302419,9.53114125155419e-06,0.00182512030248775
"285","ENSRNOT00000019237","Klkb1",-4.2238137595227,-4.22445332678835,7.6563085336547,9.83056685118233e-06,0.00182512030248775
"184","ENSRNOT00000013045","Serpina4",-3.18150641642869,-3.1816143111122,9.21067796569006,1.01120098928803e-05,0.00182512030248775
"266","ENSRNOT00000018074","Rcn1",3.3937217795607,3.39471475492405,6.75401656467323,1.01366041204111e-05,0.00182512030248775
"717","ENSRNOT00000068087","GGLO_RAT",-3.12854185125653,-3.12868189863592,8.78142258379042,1.01956454404967e-05,0.00182512030248775
"577","ENSRNOT00000047634","Zfand2a",3.48563579166858,3.48648516221664,7.05970450302674,1.02282316249729e-05,0.00182512030248775
"543","ENSRNOT00000043908","Apon",-3.73445398893994,-3.73550984417656,6.4376206792699,1.02405687982092e-05,0.00182512030248775
"648","ENSRNOT00000060160","F1LWS4_RAT",-3.20541981157615,-3.20687917916885,5.43423486916099,1.0386134645844e-05,0.00182512030248775
"425","ENSRNOT00000028249","Cyp2a2",-3.80417633597462,-3.80438031704997,8.90056577024792,1.04042616194158e-05,0.00182512030248775
"85","ENSRNOT00000006004","Dpys",-3.37521222569147,-3.37551996561621,7.88238644538407,1.06041299437267e-05,0.00183928038136302
"546","ENSRNOT00000044408","D4AA52_RAT",-3.89710805010137,-3.8973732708831,8.61214601691719,1.08329627776477e-05,0.00185809384887276
"155","ENSRNOT00000010867","Khk",-3.26980607250085,-3.27023893868056,7.28292040535129,1.10739661598516e-05,0.00187855841329263
"348","ENSRNOT00000023659","Srd5a1",-4.01081343884659,-4.01138081639614,7.6223509592961,1.18974212825042e-05,0.00197933291047176
"152","ENSRNOT00000010639","Stac3",-9.7532324222113,-9.82817224325539,6.32350020172401,1.19244646416968e-05,0.00197933291047176
"56","ENSRNOT00000004559","F1M1M6_RAT",-3.04261807446741,-3.04288999732095,7.73445562490548,1.22362255536104e-05,0.00199275819241547
"719","ENSRNOT00000068432","Vcan",9.59279009394197,9.88397364748261,4.96948975750741,1.22635245371166e-05,0.00199275819241547
"388","ENSRNOT00000025763","Plat",4.59846733724831,4.60032022367589,7.05113454428172,1.25347577325211e-05,0.002015615157468
"652","ENSRNOT00000060535","Afm",-4.97062531736392,-4.97091652388835,9.53566007735933,1.30893542752789e-05,0.00208309651492248
"105","ENSRNOT00000007903","UP3_RAT",-7.44475041843214,-7.44507646463295,11.8339901326654,1.39710951211144e-05,0.00220073260596574
"501","ENSRNOT00000038677","Anxa2",5.10864369049705,5.10958198411901,8.60437109220852,1.41434999253154e-05,0.00220538594289994
"520","ENSRNOT00000041709","TSN17_RAT",11.607411509375,144269489.359982,4.54952711560847,1.48040514059775e-05,0.00228530141554074
"429","ENSRNOT00000028392","Prodh2",-3.96565612866067,-3.96693952662107,6.37828893054005,1.50379962201886e-05,0.0022984311648619
"161","ENSRNOT00000011230","Cat",-3.15613624124776,-3.156167538443,10.973869772675,1.58481193372113e-05,0.00239316519098129
"78","ENSRNOT00000005829","Avpr1a",-5.71448699025219,-5.71909069164033,6.27016881737641,1.59781306587483e-05,0.00239316519098129
"349","ENSRNOT00000023685","F16P1_RAT",-2.86308354954706,-2.86331839937137,7.77036011060741,1.61558122353947e-05,0.00239316519098129
"135","ENSRNOT00000009611","Ttpa",-3.10592887714942,-3.10605538618064,8.90607203261583,1.62779260901105e-05,0.00239316519098129
"661","ENSRNOT00000061708","BHMT2_RAT",-2.79615020475639,-2.79631122673194,8.25044006756654,1.66917103089127e-05,0.00243084841545929
"125","ENSRNOT00000008987","Cd302",-2.95120823207243,-2.95146239966975,7.74265295670049,1.74196088616358e-05,0.00251314487847731
"509","ENSRNOT00000040325","LOC100361547",-6.96119507385656,-6.96258274621903,9.2627019207202,1.77345845658602e-05,0.00253489612910355
"576","ENSRNOT00000047618","D3ZBF1_RAT",-6.43766271093939,-6.47479402733983,3.85968911999235,1.80331388238277e-05,0.00255392260571953
"279","ENSRNOT00000018761","Aadac",-3.97856038270345,-3.98074053465444,5.61767366639296,1.82268115317411e-05,0.00255788445104988
"216","ENSRNOT00000015049","D3ZQX6_RAT",-3.81583271917761,-3.81650585826765,7.18062423403682,1.86738504533777e-05,0.00258420480125048
"399","ENSRNOT00000026316","Pc",-3.04177817695214,-3.04190541425781,8.83447097845504,1.87491700291542e-05,0.00258420480125048
"389","ENSRNOT00000025800","Gstm3",5.23945142857106,5.24839841063357,5.48182036931091,1.89570804170018e-05,0.00258973849909076
"118","ENSRNOT00000008719","Ptprz1",6.88637483137223,7.00916479445806,3.48515866111217,1.94931559886898e-05,0.00263309195659262
"343","ENSRNOT00000023368","Plg",-3.2573108762193,-3.25733759998763,11.3013241127425,1.96155713550658e-05,0.00263309195659262
"559","ENSRNOT00000046113","Egf",-4.70991065440164,-4.7237439750273,3.55180273603933,2.01273505123464e-05,0.0026784992229232
"554","ENSRNOT00000045276","F1LYQ5_RAT",-2.89823717779883,-2.89872298601387,6.74625685365293,2.05057740463668e-05,0.00270553533293816
"219","ENSRNOT00000015225","Hebp2",4.64859756329744,4.6690944283694,3.78181316890756,2.11249111608801e-05,0.00276360384398734
"186","ENSRNOT00000013175","Serpina3m",-4.21455421290524,-4.21497892900096,8.24367947484751,2.20366161815749e-05,0.00285864910920144
"667","ENSRNOT00000063853","Ugt1a2",7.62860687734708,7.63385580360757,8.49177527494584,2.26623079207226e-05,0.00291412366452199
"570","ENSRNOT00000047053","Srebf1",-3.41631527310059,-3.41664899222153,7.80494069341191,2.29416963704251e-05,0.00291412366452199
"427","ENSRNOT00000028292","F1LRS6_RAT",-3.13839006910679,-3.13904658224296,6.54428003194645,2.30305815295513e-05,0.00291412366452199
"538","ENSRNOT00000043192","D3ZVX8_RAT",-2.77736664364917,-2.77877122090529,5.06380251278469,2.33971379389961e-05,0.00292222548514653
"514","ENSRNOT00000040989","LOC100361724",-3.06298876396892,-3.06309348679549,9.1372260312623,2.34732111263956e-05,0.00292222548514653
"367","ENSRNOT00000024770","Cabp2",-5.09100814204525,-5.1021897238418,4.30240282519645,2.38518458839918e-05,0.00293881155122643
"366","ENSRNOT00000024681","F1LTA4_RAT",-6.53820598527717,-6.54202644788904,7.36239654637704,2.39871902218391e-05,0.00293881155122643
"720","ENSRNOT00000068435","Clic1",4.00276400449551,4.01173544476238,4.2662856761551,2.43106056851248e-05,0.00295498283434072
"383","ENSRNOT00000025404","Q6AZ73_RAT",-3.9637533071206,-3.96911070457978,4.25172158543757,2.49985653769162e-05,0.00298693577216058
"346","ENSRNOT00000023469","Pfn2",4.90157272096954,4.90894499142799,5.35311909310519,2.50060832508233e-05,0.00298693577216058
"222","ENSRNOT00000015336","Bhmt",-3.87987433273375,-3.87993017444182,10.8479865516393,2.51539580476048e-05,0.00298693577216058
"274","ENSRNOT00000018447","Scd1",-5.86680946157655,-5.86749298946311,9.19352876059695,2.64804607420773e-05,0.00310393355267483
"231","ENSRNOT00000015810","Slc37a4",-2.99029241533735,-2.99070734800738,7.0686098409293,2.65413764949847e-05,0.00310393355267483
"267","ENSRNOT00000018083","Slc6a13",-3.04134531177815,-3.0418218271836,6.91732017149537,2.68747517234069e-05,0.00310717184935657
"37","ENSRNOT00000003645","Hgd",-2.80176640938726,-2.80203066492583,7.53816002760619,2.69716284131489e-05,0.00310717184935657
"336","ENSRNOT00000022522","Extl1",-4.26800829807327,-4.27261171832514,4.79276034314927,2.78135282862591e-05,0.00316511644784337
"147","ENSRNOT00000010260","Acox2",-3.04626119431659,-3.04646769392314,8.13840765603099,2.80943408637829e-05,0.00316511644784337
"362","ENSRNOT00000024488","Slc22a8",-4.27184012469255,-4.27250588181433,7.64240296710688,2.82939277504108e-05,0.00316511644784337
"44","ENSRNOT00000003959","B2RZ77_RAT",-3.91358900043338,-3.91403085385366,7.88924649704347,2.86844662099128e-05,0.00316511644784337
"214","ENSRNOT00000014977","D4A496_RAT",-5.18587091428327,-5.1914490315349,5.43711366840702,2.87764382520877e-05,0.00316511644784337
"42","ENSRNOT00000003921","Alb",-3.59246396547112,-3.59246492766654,16.4263892349132,2.90559512599525e-05,0.00316511644784337
"545","ENSRNOT00000044375","Dio1",-4.74556474914762,-4.74713807375645,6.86219531095735,2.90819762829934e-05,0.00316511644784337
"578","ENSRNOT00000047655","Ugt2b37",-3.50190321624208,-3.50209683222672,8.67931134744883,2.91604059792145e-05,0.00316511644784337
"136","ENSRNOT00000009777","Baat",-3.36948359009616,-3.36956036359056,9.88719021229201,2.93199230447368e-05,0.00316511644784337
"90","ENSRNOT00000006330","Hao1",-2.79412246400645,-2.79428527263519,8.23257867392899,3.01437392413654e-05,0.00321968350074254
"54","ENSRNOT00000004477","Grin2c",12.7334187364967,144269490.48624,5.6352465551284,3.02425411419102e-05,0.00321968350074254
"444","ENSRNOT00000029338","D3ZZJ9_RAT",-4.32266490549237,-4.32387770389665,6.81655926696639,3.06814355354169e-05,0.0032387394679505
"308","ENSRNOT00000020908","Nol3",7.1735199843273,7.19478178113119,6.11700453727257,3.10113836176657e-05,0.0032387394679505
"561","ENSRNOT00000046199","Fetub",-4.51888101332578,-4.51901539386572,10.2071664386356,3.10509452132327e-05,0.0032387394679505
"224","ENSRNOT00000015451","Ces2a",3.03490192411679,3.03501992396962,9.40676353852007,3.13065519556543e-05,0.00324348484925795
"468","ENSRNOT00000032303","Vps13a",10.7178042883582,144269488.469981,3.70867751511522,3.16287428686487e-05,0.00325501935775553
"356","ENSRNOT00000024187","Ces1f",-2.8495994536375,-2.84974838812874,8.41654587031166,3.22139089346924e-05,0.00329328551142283
"93","ENSRNOT00000006804","Crip2",-3.19029608825101,-3.19105879053465,6.37879579426642,3.27483230900082e-05,0.00330971381965993
"218","ENSRNOT00000015190","Mat1a",-3.08250162725206,-3.08254858101789,10.3159064630277,3.31396336368889e-05,0.00330971381965993
"283","ENSRNOT00000018990","Nox4",-5.57559532396804,-5.60121112419712,3.56048600622522,3.32349854856293e-05,0.00330971381965993
"61","ENSRNOT00000004756","Apoh",-3.13836170723799,-3.13838720655562,11.2522616863516,3.33682999988043e-05,0.00330971381965993
"683","ENSRNOT00000065288","Nrip3",11.807746826188,144269489.560378,4.74099289564002,3.3446612416075e-05,0.00330971381965993
"97","ENSRNOT00000007255","Sdc2",-2.63212098802496,-2.63221616568043,8.84856734743027,3.505771416346e-05,0.00343962596812977
"586","ENSRNOT00000048854","App",2.60740248040042,2.60761774856751,8.07442749180618,3.52650954310214e-05,0.00343962596812977
"426","ENSRNOT00000028268","Vwce",-3.77003986236172,-3.77506760339562,4.1382002057525,3.5471318941936e-05,0.00343962596812977
"368","ENSRNOT00000024800","Apoc2",-3.62717571966631,-3.62748231984381,8.13574545255821,3.57062459678989e-05,0.00343962596812977
"537","ENSRNOT00000043056","Obp3",-6.62854029799707,-6.63317029200291,7.15014183599065,3.58735363651547e-05,0.00343962596812977
"515","ENSRNOT00000041034","Cyp4f4",-3.41853016416738,-3.41917937129479,6.83689334984801,3.68893616432934e-05,0.00351519182523161
"606","ENSRNOT00000051289","Ust5r",-5.71118167894276,-5.71475538409911,6.622229290035,3.75087158978823e-05,0.00355228249886877
"712","ENSRNOT00000067843","Cth",-3.78999076678753,-3.79021697265862,8.73794855821392,3.83459079087121e-05,0.00360370788389476
"373","ENSRNOT00000024968","Cidea",3.84167833929789,3.84524328406798,5.32538620130369,3.86053989109438e-05,0.00360370788389476
"122","ENSRNOT00000008897","F1LM72_RAT",-3.97272502358081,-3.97555962513902,5.21695068363593,3.88148849651728e-05,0.00360370788389476
"228","ENSRNOT00000015609","Rab3d",3.25570291336985,3.25750317469084,5.78383025372123,3.89855034404628e-05,0.00360370788389476
"3","ENSRNOT00000000172","Cdo1",-4.05283729310636,-4.05308848064717,8.84446669552958,3.98365951071763e-05,0.00361536401805303
"641","ENSRNOT00000058591","Gpx2",7.52968598486185,7.59257923047442,4.98197262374234,3.98742683428093e-05,0.00361536401805303
"710","ENSRNOT00000067549","D3ZJ83_RAT",-3.80037385797624,-3.80144023451455,6.4914516161112,4.02365734040153e-05,0.00361536401805303
"674","ENSRNOT00000064429","Adam11",-5.55032370790868,-5.58528269282186,3.0618042862742,4.04145098054137e-05,0.00361536401805303
"327","ENSRNOT00000022095","Clu",3.34492571802166,3.3449364761524,13.1790635949181,4.04818551370025e-05,0.00361536401805303
"419","ENSRNOT00000027765","Slc25a24",3.50993387021176,3.51369007103995,5.00980677115039,4.06224171637959e-05,0.00361536401805303
"493","ENSRNOT00000037218","Q6P6V2_RAT",-3.55348441583443,-3.55480208806497,5.9363153008619,4.10941749058571e-05,0.00361536401805303
"230","ENSRNOT00000015801","LOC100359880",-6.46255812592136,-6.46360553930589,9.16387203707176,4.11266904469783e-05,0.00361536401805303
"489","ENSRNOT00000036496","Gpx3",3.42021615690004,3.4247250261971,4.60790033592544,4.13498201062056e-05,0.00361536401805303
"345","ENSRNOT00000023460","Map1b",6.06268186742697,6.08074589830439,5.30269713781384,4.14536134738217e-05,0.00361536401805303
"249","ENSRNOT00000016648","Agmat",-2.5625118396885,-2.56307706081826,6.18989080235423,4.17157894724617e-05,0.00361779012408085
"166","ENSRNOT00000011823","Pon1",-3.35346289733686,-3.35355347985279,9.63246978013321,4.28659391211665e-05,0.00368684787338073
"358","ENSRNOT00000024281","Slco2b1",-4.06265965662827,-4.06355961675716,6.99910688881288,4.30552820867121e-05,0.00368684787338073
"498","ENSRNOT00000038480","Krt8",3.35136468248437,3.3514454400629,10.2705143200597,4.32746014015424e-05,0.00368684787338073
"128","ENSRNOT00000009248","Ambp",-3.37098502656698,-3.37101660825749,11.1717850814957,4.3467403832046e-05,0.00368684787338073
"579","ENSRNOT00000048252","D4A8Y5_RAT",10.9978839009204,11.4394868069346,5.82828172415377,4.39340415806229e-05,0.00370606448021899
"477","ENSRNOT00000033918","Rarres2",-3.20365247531883,-3.20389768070848,8.04436853196394,4.48688069950122e-05,0.00376434659555436
"337","ENSRNOT00000022628","Oat",-3.66395426966481,-3.66457678095237,7.14574243871775,4.52773514258695e-05,0.00377808904843864
"441","ENSRNOT00000028969","Gamt",-2.98820369650743,-2.98863654994239,7.00334149707219,4.68296318850704e-05,0.00387157555137709
"313","ENSRNOT00000021152","Mreg",-3.49607089260594,-3.49765361394456,5.60524629170573,4.689930868093e-05,0.00387157555137709
"613","ENSRNOT00000052175","LOC259246",-5.50893413571226,-5.50896482893478,13.3174640435649,4.73518967585175e-05,0.00388814484181508
"160","ENSRNOT00000011208","Tagln2",2.59348247239724,2.59379717218132,7.51229289968939,4.86509685589378e-05,0.00395420190088348
"246","ENSRNOT00000016454","Glyat",-3.89242715707198,-3.8931339288729,7.1795674767955,4.8668676631979e-05,0.00395420190088348
"407","ENSRNOT00000026677","F10",-2.81676869372807,-2.81692871107704,8.28049980374705,4.96850596825234e-05,0.0040156453733985
"299","ENSRNOT00000020192","Hagh",-2.64786498551153,-2.64821390166617,6.98014564696276,5.02069360734441e-05,0.00403668995919665
"73","ENSRNOT00000005582","D3ZEQ7_RAT",-3.74899510562803,-3.75356498900296,4.26681636016577,5.055873813343e-05,0.00404382448173906
"234","ENSRNOT00000015918","Tnfrsf21",3.38670380084136,3.39120196245695,4.57724808520905,5.08195860243168e-05,0.00404382448173906
"583","ENSRNOT00000048739","FETUB_RAT",-3.07955281474336,-3.07961839993424,9.82985971124252,5.15778765208974e-05,0.00408311630693894
"601","ENSRNOT00000050984","Q7TMC0_RAT",-2.83486320203707,-2.83557345398012,6.1280882096242,5.19400625869627e-05,0.00409080992936196
"235","ENSRNOT00000015961","Faah",-2.97409857235012,-2.97453727320014,6.97040664676704,5.23400565251548e-05,0.00410138808415642
"379","ENSRNOT00000025323","Amacr",-3.45822640849636,-3.45863249862043,7.56112689513325,5.50620503640087e-05,0.0042928932902485
"141","ENSRNOT00000010040","Kif12",4.17909838354455,4.185527847084,4.86562264947507,5.54086561685509e-05,0.00429820816720563
"483","ENSRNOT00000035240","S100a10",4.97198848902792,4.97369325262681,7.58836485420503,5.57314116206902e-05,0.00430162900594297
"372","ENSRNOT00000024947","Tubb6",3.62980609047302,3.63155274261806,6.26110056084138,5.7903041138413e-05,0.00444701117439643
"435","ENSRNOT00000028594","GRWD1_RAT",10.6670522104688,144269488.419198,3.66120642099615,5.84126631010166e-05,0.00446394198163561
"237","ENSRNOT00000015974","Aadat",-3.10124010485005,-3.10167352420602,7.11403024795832,6.22391482776771e-05,0.00473241737299593
"108","ENSRNOT00000008018","Suox",-2.85798322147096,-2.85866860791266,6.2045209668791,6.25389093794888e-05,0.00473241737299593
"443","ENSRNOT00000029294","LOC683745",-3.36482994405886,-3.36732171327924,4.78910102091105,6.36267792041054e-05,0.00474387345676276
"261","ENSRNOT00000017577","Serinc2",5.54873161428286,5.58006738742718,3.9964199795552,6.36936444577491e-05,0.00474387345676276
"595","ENSRNOT00000049873","Nr1i3",-3.33297386710212,-3.33595109044767,4.50112665494426,6.37791073698342e-05,0.00474387345676276
