"","ensembl_gene_id","symbol","logFC","unshrunk_logFC","logCPM","PValue","FDR"
"528","ENSRNOG00000018426","Apoc1",-5.60565012078342,-5.60603545579493,9.61542597709059,8.36396620344062e-09,6.12214646911472e-06
"123","ENSRNOG00000004391","AABR07057436.1",-4.1523158328377,-4.15278481376896,7.87407424247726,8.54183170784099e-09,6.12214646911472e-06
"523","ENSRNOG00000018339","Cabp2",-5.74528045846997,-5.75470081993838,4.93124261105562,8.70664542763321e-09,6.12214646911472e-06
"831","ENSRNOG00000043201","Coq8a",-4.4090667314025,-4.40957243064709,8.02264680566247,1.05250621394063e-08,6.75609288492402e-06
"451","ENSRNOG00000015519","Ces1d",-6.00466729220402,-6.00612653133261,8.07386760653359,1.14844808279634e-08,6.75609288492402e-06
"150","ENSRNOG00000005794","Slc10a1",-5.92339593311314,-5.92455078830113,8.33495520753804,1.16857302547673e-08,6.75609288492402e-06
"292","ENSRNOG00000010389","Ndrg2",-4.98409746371353,-4.98464568423204,8.48120635568375,1.17624489368487e-08,6.75609288492402e-06
"648","ENSRNOG00000023587","Dhtkd1",-4.0666865848661,-4.06714018374254,7.83907343193014,1.21710286696057e-08,6.75609288492402e-06
"952","ENSRNOG00000056194","LOC100912405",-7.54541421596407,-7.55274139444489,7.24046341151421,1.30370905485638e-08,6.75609288492402e-06
"751","ENSRNOG00000031612","Gls2",-4.01693882693847,-4.01796252949848,6.56619507721853,1.31480849556905e-08,6.75609288492402e-06
"570","ENSRNOG00000019587","Ptprn",5.56795112037567,5.56944591737425,8.1834902233693,1.56762505886914e-08,7.60444393423363e-06
"786","ENSRNOG00000034228","Pik3c2g",-4.64777662036146,-4.65494773857231,4.18265789972099,1.59374573471962e-08,7.60444393423363e-06
"59","ENSRNOG00000002636","Abat",-4.00640025990889,-4.00750151933411,6.44935563898426,1.79723048364559e-08,8.14238727376622e-06
"390","ENSRNOG00000013410","Spink1l",-4.5895164817463,-4.59178308938425,5.92551653941759,1.82838037584571e-08,8.14238727376622e-06
"707","ENSRNOG00000028701","C8g",-3.76357434013606,-3.76457187434046,6.34809506755375,2.12672482565669e-08,8.97339584348766e-06
"986","ENSRNOG00000059330","AABR07004549.1",-7.44520292418539,-7.44742873112785,8.90409934127563,2.14931636969764e-08,8.97339584348766e-06
"395","ENSRNOG00000013589","Cxcl12",-4.16693621784822,-4.16747425703362,7.6862502031786,2.62275275741646e-08,1.06181747997224e-05
"113","ENSRNOG00000004089","Enpp2",-3.83915155474214,-3.84112373937515,5.38426770843748,2.7983835351793e-08,1.09960011852928e-05
"566","ENSRNOG00000019470","Hao2",-4.16254115260531,-4.16283587588776,8.56828657282364,3.21706912419564e-08,1.20023619853436e-05
"454","ENSRNOG00000015654","Ghr",-3.64068874223161,-3.64102811415434,7.84035428795693,3.25915327722421e-08,1.20023619853436e-05
"128","ENSRNOG00000004517","Igf1",-4.44288293500982,-4.4431486380566,8.9963704762412,3.32400743606072e-08,1.20023619853436e-05
"294","ENSRNOG00000010410","Serpina3c",-7.81614696324444,-7.81655178691533,11.7549647497983,3.49614618213843e-08,1.22917139456235e-05
"754","ENSRNOG00000032394","Tymp",-4.68950454994753,-4.69029370750261,7.65201683996456,3.62973713088007e-08,1.24341764278353e-05
"337","ENSRNOG00000011706","Mbl1",-3.50455296894424,-3.5050690626067,7.0809038447671,4.08876685910499e-08,1.36564813094107e-05
"396","ENSRNOG00000013683","S1pr1",-3.69392033224859,-3.69470491974628,6.64209769368558,4.29997144689778e-08,1.4011614275745e-05
"859","ENSRNOG00000047503","Apoc3",-4.35910282905471,-4.35919239035461,10.4945586731851,5.13200796772741e-08,1.59827898355425e-05
"76","ENSRNOG00000003020","Slc25a47",-3.73974291841184,-3.74043524458268,6.87233949300376,5.14416139916413e-08,1.59827898355425e-05
"837","ENSRNOG00000045799","Rup2",-7.64387701604893,-7.64417757261429,12.0108625288471,5.48188944792838e-08,1.66450097782553e-05
"281","ENSRNOG00000010031","Vtn",-4.69229574774852,-4.69236748238845,11.1446516926703,5.63248030873384e-08,1.67222082054854e-05
"407","ENSRNOG00000014118","Klkb1",-4.26059819587395,-4.26122887415742,7.54905249683628,5.97168525309348e-08,1.71755865624818e-05
"28","ENSRNOG00000001261","Ftcd",-3.63052427691386,-3.63099321842425,7.34591405298875,6.1489077796447e-08,1.71755865624818e-05
"730","ENSRNOG00000029993","Kynu",-4.27282052850061,-4.27374282891622,6.98925641087656,6.28761010070758e-08,1.71755865624818e-05
"509","ENSRNOG00000017702","Gpld1",-3.61427129897679,-3.6147416165176,7.33294067241346,6.29942920330546e-08,1.71755865624818e-05
"878","ENSRNOG00000048874","Gckr",-3.53646113573752,-3.53683225426337,7.60428386037791,6.64755942980568e-08,1.76086026651243e-05
"798","ENSRNOG00000037446","Pxmp2",-3.38629291175289,-3.38705474848609,6.37680297843835,6.72184682575852e-08,1.76086026651243e-05
"333","ENSRNOG00000011573","Csad",-3.83935920049114,-3.83979980809909,7.64768702484957,7.0268768568174e-08,1.80536682321309e-05
"493","ENSRNOG00000017180","Slc17a2",-4.01016448626632,-4.01141213346596,6.27369810657736,7.86128622200342e-08,1.90801193543283e-05
"560","ENSRNOG00000019358","Esr1",-3.96905171692463,-3.97272064719192,4.51177396623526,7.95749662298973e-08,1.90801193543283e-05
"249","ENSRNOG00000008988","Cyp2d2",-4.05682518307618,-4.05696047216097,9.59863188416564,7.99713142993946e-08,1.90801193543283e-05
"599","ENSRNOG00000020704","Tkfc",-3.91491257327575,-3.9155097130988,7.273985895106,7.99765481917951e-08,1.90801193543283e-05
"90","ENSRNOG00000003370","Otc",-3.54424819393474,-3.5445479481041,7.9287317572803,8.20864172226686e-08,1.92399041069272e-05
"639","ENSRNOG00000023116","Agmo",-3.34495800961785,-3.34530376271331,7.5163604827408,8.38375317576808e-08,1.93115417979761e-05
"723","ENSRNOG00000029651","LOC100365958",-3.94509232092921,-3.94547692986692,7.96236810642752,8.88084455450769e-08,2.01098446183428e-05
"988","ENSRNOG00000059519","Bbox1",-4.03565054149817,-4.03736284395301,5.80144021536285,9.13883231502758e-08,2.03491332881281e-05
"773","ENSRNOG00000033466","Apon",-3.768682784824,-3.76974147478066,6.27371119968472,9.67560153902288e-08,2.08108910293755e-05
"865","ENSRNOG00000047708","Gstz1",-3.43442962354893,-3.43472876767464,7.82111150756638,9.78884562244879e-08,2.08108910293755e-05
"68","ENSRNOG00000002878","Afm",-5.01437276988476,-5.01465302761408,9.48771976354304,9.81351897343306e-08,2.08108910293755e-05
"299","ENSRNOG00000010633","Acsl1",-3.8724338602778,-3.87249771329262,10.5059291560928,1.01153383770501e-07,2.1115768862092e-05
"650","ENSRNOG00000023803","Cmya5",-4.9383407820235,-4.95155426420485,3.50775198167278,1.11394414643219e-07,2.28958366097448e-05
"506","ENSRNOG00000017601","Srd5a1",-4.03655637805193,-4.03712101964182,7.48550121093274,1.22762307026578e-07,2.45072313019012e-05
"979","ENSRNOG00000058568","Dhrs9",7.87031700933303,7.99266001159898,4.39313681090926,1.22903031229594e-07,2.45072313019012e-05
"148","ENSRNOG00000005711","Ptprd",-3.79791938148021,-3.79879498756905,6.57793970257776,1.26711714962035e-07,2.45520846701629e-05
"804","ENSRNOG00000038607","Tmem86b",-3.26086785621238,-3.26136466524347,6.89089949607765,1.26803431305482e-07,2.45520846701629e-05
"999","ENSRNOG00000060338","Lipc",-3.74628690157411,-3.74670085157674,7.65247312695958,1.36157844827873e-07,2.58550852208557e-05
"415","ENSRNOG00000014371","Cdh13",6.79134518187097,6.82277486387874,5.15964596139217,1.38727654331006e-07,2.58550852208557e-05
"797","ENSRNOG00000037188","Mug1",-5.28124730059789,-5.28126439239282,13.79940747432,1.39338782627366e-07,2.58550852208557e-05
"735","ENSRNOG00000030225","Clpx",-3.29764900637325,-3.29792179683465,7.82061992122606,1.41319377634264e-07,2.58633819889558e-05
"447","ENSRNOG00000015438","Ces1f",-3.75204902796893,-3.75209616369969,10.8269141778484,1.52339894079276e-07,2.75035268229612e-05
"770","ENSRNOG00000033245","Mug2",-3.87902452932128,-3.87929755119064,8.39815718529615,1.57260781680094e-07,2.79937624929348e-05
"302","ENSRNOG00000010658","Cth",-3.83905053499779,-3.8392174107662,9.07855207664344,1.59245954301126e-07,2.79937624929348e-05
"212","ENSRNOG00000007700","Inhbc",-3.57040639245781,-3.5711337745418,6.63195062250538,1.61991868258488e-07,2.80436876750784e-05
"174","ENSRNOG00000006675","Fabp1",-3.67117382280272,-3.67123310733736,10.4151935218634,1.63728116665877e-07,2.80436876750784e-05
"92","ENSRNOG00000003463","Srebf1",-3.53097799640003,-3.53127942132439,7.90361418898074,1.68253054967035e-07,2.84539343589821e-05
"896","ENSRNOG00000050499","Mup4",-5.96261193017513,-5.9631022697881,9.61654245062107,1.77344848975245e-07,2.9616589778866e-05
"400","ENSRNOG00000013925","Nox4",-5.79144453666918,-5.80831377440098,4.0682778477099,1.86841416740365e-07,3.08173003413738e-05
"401","ENSRNOG00000013950","Aadac",-4.01639103191433,-4.01858203262818,5.41292636112322,1.97404914070173e-07,3.2162556731433e-05
"753","ENSRNOG00000032374","Paqr9",-4.66874050073721,-4.67022624288486,6.67203088568116,2.03449764067948e-07,3.27480584090094e-05
"991","ENSRNOG00000059851","AABR07070117.1",-3.49268704699836,-3.49473183667019,4.97114778392144,2.14439885116558e-07,3.40298812370414e-05
"278","ENSRNOG00000009921","Serpina3m",-4.26010096522815,-4.26049189710661,8.25487994496677,2.16507477930278e-07,3.40298812370414e-05
"210","ENSRNOG00000007657","Col27a1",-3.76990320747628,-3.77437496172493,3.97357202586387,2.21244218740617e-07,3.42069866908378e-05
"517","ENSRNOG00000018122","Tspan17",11.6421610134452,144269489.257565,4.54137812349737,2.22755078001713e-07,3.42069866908378e-05
"344","ENSRNOG00000011944","Snx10",4.69011564720935,4.69831792960541,4.96586438410062,2.26234231954052e-07,3.4346469760297e-05
"548","ENSRNOG00000019018","Plat",4.57621249279626,4.57804507176493,6.94531172176295,2.31895160322035e-07,3.46464400427955e-05
"965","ENSRNOG00000057578","Prodh2",-3.88544607872019,-3.88695087114554,5.84509295799638,2.40313085526732e-07,3.46464400427955e-05
"187","ENSRNOG00000007136","Anxa7",3.66833926784397,3.66900597673701,7.47523539893791,2.40545027077681e-07,3.46464400427955e-05
"219","ENSRNOG00000008047","Khk",-3.30491789044781,-3.30532886803411,7.220247978947,2.42307782206162e-07,3.46464400427955e-05
"62","ENSRNOG00000002753","Adam11",-5.70904312791449,-5.72610766385028,4.0047795653667,2.43359564148451e-07,3.46464400427955e-05
"291","ENSRNOG00000010362","Anxa2",5.08927244447547,5.09014381188939,8.58060731620393,2.46046326096588e-07,3.46464400427955e-05
"385","ENSRNOG00000013241","Cyp2c24",3.89142651691744,3.89180144180227,8.47322428625895,2.46363158986944e-07,3.46464400427955e-05
"119","ENSRNOG00000004298","Dpys",-3.40538359633645,-3.40568713078484,7.76877378541024,2.49026458772494e-07,3.46561821791721e-05
"312","ENSRNOG00000011184","Slc13a4",-5.21809183639569,-5.22367532587861,5.23847087029451,2.59218875613138e-07,3.57027234865105e-05
"515","ENSRNOG00000018086","Slc22a8",-4.3038262165065,-4.30449252663707,7.5047310712726,2.64356239581253e-07,3.60387689878116e-05
"471","ENSRNOG00000016275","Ttr",-3.71018522321919,-3.71020812941362,11.828925757443,2.78102831009509e-07,3.73899089605726e-05
"943","ENSRNOG00000055221","Acot1",8.79369506472523,8.89033885086692,5.5665237630029,2.79864588028238e-07,3.73899089605726e-05
"247","ENSRNOG00000008965","Socs2",-4.08693377128269,-4.0884216172399,6.08711356725213,2.84451005465472e-07,3.7538103245935e-05
"492","ENSRNOG00000017105","Dpyd",-2.93368234617102,-2.93414239024632,6.678814324406,2.86593303224953e-07,3.7538103245935e-05
"934","ENSRNOG00000054423","Pemt",-3.5600319058856,-3.56078520370686,6.57228186247735,3.3468590141225e-07,4.34116858530841e-05
"261","ENSRNOG00000009273","LOC259244",-5.80253035947505,-5.80257424566294,12.9541983163455,3.4183978580239e-07,4.3681080385669e-05
"445","ENSRNOG00000015366","Neurl3",4.40980033140854,4.41620921301019,5.07963019714324,3.43301904228686e-07,4.3681080385669e-05
"3","ENSRNOG00000000053","Crp",-3.61495375659124,-3.61497899233296,11.5954811992113,3.70119410311065e-07,4.66490124693946e-05
"993","ENSRNOG00000060087","Adra1b",-3.77708873598115,-3.78047845061503,4.43751888633674,3.79435144944132e-07,4.71901141629988e-05
"124","ENSRNOG00000004400","Avpr1a",-5.66966301639445,-5.67379311508244,6.13470038790957,3.81476970778733e-07,4.71901141629988e-05
"74","ENSRNOG00000002948","Abcc3",4.20473455069476,4.20676437731386,6.41178454548586,3.94535063416105e-07,4.82931256727282e-05
"457","ENSRNOG00000015774","Mreg",-3.48717193823877,-3.48755293029789,7.52063330765919,3.98195929701433e-07,4.82931256727282e-05
"351","ENSRNOG00000012142","Glyat",-3.89656603071216,-3.89733799523281,6.87466217242665,4.01237795634194e-07,4.82931256727282e-05
"452","ENSRNOG00000015588","Nol3",7.14754527005486,7.16862344171736,6.0328440749717,4.16730838970741e-07,4.97100357915099e-05
"480","ENSRNOG00000016648","Gulo",-3.17045355003559,-3.17055527555496,9.13818672066799,4.26098899732197e-07,5.03777106232048e-05
"10","ENSRNOG00000000378","AABR07044914.1",-3.13116704865252,-3.13213089777857,5.75847826382304,4.32793256879524e-07,5.07203325606179e-05
"73","ENSRNOG00000002947","Dpt",-3.95713190228182,-3.95757333786487,7.7648623237769,4.42816700139416e-07,5.14437488161965e-05
"274","ENSRNOG00000009788","Serpina4",-3.21581489089318,-3.21592323201477,9.09132584243111,4.56445351036612e-07,5.25133109384321e-05
"864","ENSRNOG00000047697","Ggt1",4.57224681647888,4.5824505620061,4.56927624754278,4.66351861482588e-07,5.25133109384321e-05
"417","ENSRNOG00000014453","Anxa5",3.25033721278744,3.250924467774,7.23220344947716,4.67293782502958e-07,5.25133109384321e-05
"886","ENSRNOG00000049727","LOC298111",-5.70336728682033,-5.70430285610691,8.40643272520235,4.6774580850849e-07,5.25133109384321e-05
"624","ENSRNOG00000021575","AABR07021096.1",-3.28118063214789,-3.28207425593192,6.01179637245842,4.8612931764951e-07,5.41223973649788e-05
"538","ENSRNOG00000018627","Plekhb1",-3.85024578237778,-3.85433259243811,4.26782894697824,5.10456153032209e-07,5.63611091281845e-05
"760","ENSRNOG00000032917","Zfand2a",3.46592029950257,3.46676265126876,6.95178376716216,5.3103113263802e-07,5.81522617380651e-05
"41","ENSRNOG00000001806","Fetub",-3.75780288315371,-3.75784871275238,10.8730298810831,5.42688169334078e-07,5.859232188622e-05
"549","ENSRNOG00000019058","Gstm3l",5.22628493622479,5.23516710918396,5.408941378772,5.43820951638569e-07,5.859232188622e-05
"526","ENSRNOG00000018402","Apoc2",-3.56988593556832,-3.57010688969997,8.40378364290797,5.50404449910207e-07,5.8827227606403e-05
"905","ENSRNOG00000051164","AABR07048473.1",-6.15201486416028,-6.2103746108061,2.26350300289854,5.63323850249633e-07,5.9384843531507e-05
"907","ENSRNOG00000051232","Gbe1",-2.99684578947768,-2.99710083672666,7.61732103168297,5.64511611414774e-07,5.9384843531507e-05
"589","ENSRNOG00000020467","Nrep",-6.43946360581099,-6.46968499415152,3.79566967850962,5.76593270539784e-07,6.018192261259e-05
"36","ENSRNOG00000001466","LOC100361492",5.54775437542467,5.56382489699063,4.86937843840538,5.81558246733483e-07,6.02295982663514e-05
"21","ENSRNOG00000000850","Apom",-2.92295788614483,-2.92323254692341,7.43261340890306,5.8671868404288e-07,6.02966278370221e-05
"369","ENSRNOG00000012876","Slc6a13",-3.07033658341974,-3.07075425055672,6.96196321689482,6.07114451160298e-07,6.18526570824249e-05
"759","ENSRNOG00000032895","Cyp4f4",-3.46281660251015,-3.46344441890299,6.7448881292007,6.11119066982043e-07,6.18526570824249e-05
"512","ENSRNOG00000017976","Slco2b1",-4.08515945624823,-4.08604781120303,6.85581403177073,6.2436550261263e-07,6.20439079827554e-05
"173","ENSRNOG00000006623","Cd302",-2.9862276457413,-2.98648313018239,7.60719238454435,6.2643466199091e-07,6.20439079827554e-05
"1008","ENSRNOG00000061237","Dio1",-4.73109535542277,-4.73284328151109,6.50784267763308,6.26940686951496e-07,6.20439079827554e-05
"56","ENSRNOG00000002397","Slc30a10",-3.47489256886879,-3.47548585583248,6.84575074972084,6.34617521084436e-07,6.23418388359417e-05
"188","ENSRNOG00000007139","Ttpa",-3.14009114725932,-3.14021823066505,8.78426530770806,6.55722902535442e-07,6.39449487436022e-05
"4","ENSRNOG00000000158","Cdo1",-4.08480622021478,-4.08505225991678,8.75288785179164,6.62062951629832e-07,6.40953698099605e-05
"929","ENSRNOG00000053979","Egf",-4.97632290704637,-4.99127083210322,3.32652810860617,6.76999630825396e-07,6.50698925742971e-05
"66","ENSRNOG00000002832","Slc16a2",-3.58931127113381,-3.59012910603088,6.47718319408252,6.94396711700204e-07,6.6265286202248e-05
"320","ENSRNOG00000011361","Slc37a4",-3.02545172361286,-3.02586880513174,6.91920456641193,7.45793075134741e-07,7.06652161971641e-05
"561","ENSRNOG00000019372","Pc",-3.08060996121738,-3.08073750042643,8.7204342695723,7.54973788682002e-07,7.10313367379686e-05
"137","ENSRNOG00000005041","Crip2",-3.22600528044528,-3.2267722606852,6.21060388651013,7.65164790137017e-07,7.14867244491647e-05
"950","ENSRNOG00000055672","Gpx2",6.3600725513518,6.37806810099907,5.49105278898627,7.83117015207945e-07,7.25385417390048e-05
"645","ENSRNOG00000023538","Aldh5a1",-2.91079355400259,-2.91143233107403,6.1599314245388,7.88024542704451e-07,7.25385417390048e-05
"391","ENSRNOG00000013452","Rcn1",3.24596059089411,3.24721358321756,6.16160290104101,7.92711608824454e-07,7.25385417390048e-05
"313","ENSRNOG00000011200","Bhmt",-3.92234595950896,-3.92240198966425,10.7426583436044,8.09012753715184e-07,7.3526601290033e-05
"197","ENSRNOG00000007395","Baat",-3.40903069343422,-3.40911210045017,9.6972968716895,8.27270264684828e-07,7.46779103796575e-05
"603","ENSRNOG00000020836","Rorc",-3.16355132223511,-3.16423104004641,6.31189064908601,8.72187994517474e-07,7.82042389714997e-05
"91","ENSRNOG00000003430","F9",-3.09204690415924,-3.09214841920542,9.06341912183673,8.8174525228671e-07,7.85341104703363e-05
"166","ENSRNOG00000006094","Cd44",4.64997469068097,4.65316497863801,6.15603387959867,8.98157096911856e-07,7.94660848658437e-05
"540","ENSRNOG00000018662","Amacr",-3.47244227487983,-3.4728423276575,7.43331900799419,9.08814471701073e-07,7.98800088284627e-05
"892","ENSRNOG00000050232","LOC680406",-7.2144261882707,-7.21528843475748,10.0533993765232,9.21825905667029e-07,8.04940790830818e-05
"839","ENSRNOG00000045949","Faah",-2.88097933979868,-2.88149541769612,6.45659108762787,9.54712291379688e-07,8.27775976774461e-05
"486","ENSRNOG00000016776","Extl1",-4.15931634046651,-4.16297062240565,4.72624377086177,9.60368835329652e-07,8.27775976774461e-05
"902","ENSRNOG00000051118","AABR07048427.1",-6.06621366328563,-6.12141646615459,2.18671024982301,1.01346722310458e-06,8.67943724402387e-05
"85","ENSRNOG00000003280","Grin2c",9.16025178310069,9.28287401491291,5.64120188778502,1.0568775961625e-06,8.99355712403249e-05
"876","ENSRNOG00000048682","Zwint",3.74370154010704,3.74402767223925,8.50286246767582,1.09995602400965e-06,9.30089397517019e-05
"487","ENSRNOG00000016807","Oat",-3.70218514330597,-3.70281024747873,6.98328464308898,1.12695157024678e-06,9.46390706499788e-05
"162","ENSRNOG00000006030","Ptprz1",6.86323345645998,6.98506745643334,3.46217990353465,1.13340204371232e-06,9.46390706499788e-05
"815","ENSRNOG00000040120","Bhmt2",-2.84170940641068,-2.84185202547258,8.317341189268,1.14410916335224e-06,9.49397417539496e-05
"229","ENSRNOG00000008364","Cat",-3.19295411749559,-3.19298436525451,10.9193066968004,1.16961945741157e-06,9.60306048230781e-05
"664","ENSRNOG00000024705","Rarres2",-3.23748779755963,-3.2377341186686,7.91377423530077,1.1745498749197e-06,9.60306048230781e-05
"195","ENSRNOG00000007378","Acox2",-3.08266989658284,-3.0828774170814,8.00807548279539,1.17881880172042e-06,9.60306048230781e-05
"917","ENSRNOG00000052564","Gpx3",3.21262402114329,3.21394087513224,6.03396047470832,1.24229151190925e-06,0.000100587967267319
"496","ENSRNOG00000017223","Plg",-3.29280813312071,-3.29283490363897,11.1939164104642,1.32053493891135e-06,0.000106279197493106
"505","ENSRNOG00000017597","Fbp1",-2.96344861127466,-2.96360367284116,8.31617696540968,1.33214472676008e-06,0.000106289011308596
"44","ENSRNOG00000001865","Serpind1",-3.88069478155699,-3.88089259610038,8.87079647050417,1.33656840567695e-06,0.000106289011308596
"311","ENSRNOG00000011141","Serpina11",-2.83746594988817,-2.83802137356717,6.30471398625775,1.35807410975116e-06,0.000107360178143642
"130","ENSRNOG00000004601","Hao1",-2.82844614107427,-2.82860983368114,8.10440696857581,1.38328255922423e-06,0.000108709735242563
"602","ENSRNOG00000020817","Cyp2a3",-3.21103814205388,-3.21114698580423,9.08105714700725,1.40767540318333e-06,0.000109979785886136
"912","ENSRNOG00000051952","Tes",4.53696457238286,4.54049959027759,5.91069910613743,1.43532887950256e-06,0.000111488336221826
"500","ENSRNOG00000017428","Map1b",6.05280453889472,6.07073259258369,5.24008104642658,1.47042280157655e-06,0.000113554038318281
"245","ENSRNOG00000008902","Pon1",-3.38110379821671,-3.38119386812519,9.5228503485897,1.4906041733667e-06,0.000114450987104478
"661","ENSRNOG00000024577","Gamt",-2.95185956525428,-2.95226201318875,6.89709094969142,1.53150637246783e-06,0.000116919572206687
"702","ENSRNOG00000028616","Pck1",-4.22991830715866,-4.23000935253617,10.3440386210501,1.56117342020307e-06,0.000118507255079051
"61","ENSRNOG00000002701","Hgd",-2.83860836661828,-2.83887376529574,7.39805239242801,1.58664540808042e-06,0.000119760353965844
"642","ENSRNOG00000023226","S100a10",4.89386164580062,4.89580225302177,7.22475830150067,1.64691229823801e-06,0.000123610945530673
"340","ENSRNOG00000011861","Aadat",-3.12408716048171,-3.12451642084062,6.97575086971903,1.69986324813478e-06,0.000126872474832853
"533","ENSRNOG00000018505","Cidea",4.37148520147932,4.38084622621131,4.48872594425796,1.73576830602885e-06,0.000128832580936363
"766","ENSRNOG00000033164","Cyp2b3",-3.07811613193935,-3.07819704149499,9.37973597176076,1.75465219327002e-06,0.000129514659127555
"522","ENSRNOG00000018287","RGD1307603",-6.56822594821168,-6.5720716653064,7.21601288083453,1.77953900080318e-06,0.000130629895883135
"665","ENSRNOG00000024728","Arhgap22",7.25670061091958,7.3787774290878,3.82535843156346,1.80104537342871e-06,0.000131486154038293
"51","ENSRNOG00000002159","Gpat3",4.49435001398477,4.51174947871707,3.80278477572748,1.81581717197086e-06,0.000131844116399623
"309","ENSRNOG00000011019","LOC100911581",-3.61771076746118,-3.62042081975648,4.68402568758973,1.8447123125583e-06,0.000132685866075242
"116","ENSRNOG00000004147","Abca8a",-3.22491570863045,-3.22534963855283,7.05473652124785,1.84727328517927e-06,0.000132685866075242
"926","ENSRNOG00000053735","Hebp2",4.66169372290476,4.68207518214722,3.75697090407499,1.868319299639e-06,0.000133385787684295
"84","ENSRNOG00000003260","Nr1i3",-2.85938496317804,-2.86099726369779,4.68330811180803,1.87698563507841e-06,0.000133385787684295
"562","ENSRNOG00000019417","Hsd3b5",-4.06263708993307,-4.06292954570284,8.47893283643625,1.90003243554282e-06,0.000134309171105038
"198","ENSRNOG00000007410","Dab1",-4.99012615116312,-5.02917120996643,1.68625029308519,1.94686772037107e-06,0.000136523211278827
"373","ENSRNOG00000012989","Serinc2",5.50569996062699,5.53671838427243,3.96628686948641,1.95179141873174e-06,0.000136523211278827
"189","ENSRNOG00000007159","Ccl2",6.07246133604185,6.10370556020192,4.48988823531126,1.98727940311978e-06,0.000138281525133752
"653","ENSRNOG00000023856","Agxt",-3.79230350809228,-3.79398256753786,5.59168174645556,2.02949045046645e-06,0.00013995818349521
"824","ENSRNOG00000042499","Tmsb10",3.84704623541594,3.84785583088495,7.39135027342818,2.03243931557646e-06,0.00013995818349521
"203","ENSRNOG00000007529","Bmf",-4.28802354936356,-4.29332476534202,4.29252597194059,2.04280282796153e-06,0.00013995818349521
"787","ENSRNOG00000036571","LOC108348093",3.27746195447858,3.27812609012318,6.99577442599255,2.09165766208497e-06,0.000142574216150282
"819","ENSRNOG00000042224","Cyp2j10",-2.64605567056252,-2.64665499084113,5.98378592897036,2.10875603647809e-06,0.000143010054047448
"894","ENSRNOG00000050315","Dcxr",-3.4946282000519,-3.49578578497399,5.85424679641744,2.23760326282144e-06,0.000150981715107548
"893","ENSRNOG00000050305","Mbl2",-2.87196998870285,-2.87220983408021,7.58801476078008,2.2566909907629e-06,0.000151504480585891
"180","ENSRNOG00000006889","Ambp",-3.40895644348985,-3.40898538039912,11.1954688938058,2.27781715639829e-06,0.000152158186047406
"269","ENSRNOG00000009440","Gucy1b2",-4.48523689544278,-4.48967168987512,4.81879720431211,2.34809613979068e-06,0.000156072459838823
"525","ENSRNOG00000018371","Tubb6",3.64142172609893,3.64318779592326,6.16690752324122,2.36315685982734e-06,0.000156295919046007
"69","ENSRNOG00000002911","Alb",-3.62939253005927,-3.62939346917262,16.3603628844568,2.38208968946841e-06,0.000156772011090138
"1015","ENSRNOG00000061890","Ust5r",-5.74319625075251,-5.74676754388145,6.46053505828702,2.42470676549747e-06,0.000158794521505128
