"feature","id","fc","pval","qval"
"gene","MSTRG.14378",11.4048028293895,1.73466820019286e-07,0.0022136100902661
"gene","MSTRG.4907",0.0711207492732832,2.46834728829803e-05,0.157492898729856
"gene","MSTRG.15764",2.64855687513411,4.78818338439657e-05,0.182747050945073
"gene","MSTRG.14566",0.0645721357669824,5.72829875229441e-05,0.182747050945073
"gene","MSTRG.2025",3.34525992908458,0.000267262890844888,0.682108350014324
"gene","MSTRG.7734",4.58272191942631,0.00040218470370279,0.687724178560369
"gene","MSTRG.17874",4.00071412662769,0.000477454510011466,0.687724178560369
"gene","MSTRG.4320",11.9850229971631,0.000485106586478823,0.687724178560369
"gene","MSTRG.15667",0.0044726557321868,0.000596918419627279,0.687724178560369
"gene","MSTRG.20561",53.4284448990259,0.000604957778872484,0.687724178560369
"gene","MSTRG.5827",66.4528957365199,0.000707064374660504,0.687724178560369
"gene","MSTRG.1217",0.291264795691124,0.000792992426171257,0.687724178560369
"gene","MSTRG.2124",4.84333681984257,0.000828475264579298,0.687724178560369
"gene","MSTRG.5267",66.4104972888009,0.000828755046906826,0.687724178560369
"gene","MSTRG.3573",2.12433297935037,0.000876006820313524,0.687724178560369
"gene","MSTRG.20310",0.289321567500379,0.000916805000865661,0.687724178560369
"gene","MSTRG.11227",0.37085682211458,0.000989282087107357,0.687724178560369
"gene","MSTRG.6853",0.291764487883499,0.00100635538247529,0.687724178560369
"gene","MSTRG.8599",4.23629295787556e-06,0.00109267147910286,0.687724178560369
"gene","MSTRG.10979",7.92790414717782,0.00110225001933473,0.687724178560369
"gene","MSTRG.8258",11.8916409258797,0.00113241756386351,0.687724178560369
"gene","MSTRG.737",0.142679836865549,0.00118563842397368,0.687724178560369
"gene","MSTRG.17545",70.2090585338988,0.0012652435854632,0.701990147569389
"gene","MSTRG.18606",0.0143052753600414,0.00142980772026102,0.708265272131922
"gene","MSTRG.7738",4.73213098331303,0.0015213249165289,0.708265272131922
"gene","MSTRG.16314",7.08258537381408,0.00153882763569058,0.708265272131922
"gene","MSTRG.3749",26.1538436274979,0.00154567938892058,0.708265272131922
"gene","MSTRG.22058",0.0244522214546415,0.00155406532557745,0.708265272131922
"gene","MSTRG.4780",9.85539342147235e-05,0.0017822185304186,0.763391807188831
"gene","MSTRG.6971",42.6509474307488,0.00188402590117875,0.763391807188831
"gene","MSTRG.9598",5128.08845634333,0.00208755170635955,0.763391807188831
